start_index,start_time,group,V_pre_1_10V,V_min_1_10V,V_drop_pct,soc_pct_est,R_internal_est_ohm,t_recovery_s,max_abs_imbalance_pct,mean_abs_imbalance_pct,temp_avg_start_C
0,2021-12-02 14:07:38.655817,PG1_est,123.0,117.0,4.878048780487805,68.33333333333339,0.002173913043478261,0.010000000000000009,1.2345679012345678,0.30318762295919316,21.15
0,2021-12-02 14:07:38.655817,PG2,124.0,118.0,4.838709677419355,78.00000000000004,0.002173913043478261,0.010000000000000009,1.2345679012345678,0.3886066685158589,21.15
0,2021-12-02 14:07:38.655817,PG3_est,123.0,117.0,4.878048780487805,68.33333333333339,0.002173913043478261,0.010000000000000009,1.2345679012345678,0.25010906669592353,21.15
0,2021-12-02 14:07:38.655817,PG4,123.0,117.0,4.878048780487805,68.33333333333339,0.002173913043478261,0.010000000000000009,1.2345679012345678,0.25010906669592353,21.15
1,2021-12-02 14:36:30.387233,PG1_est,123.0,115.0,6.504065040650407,68.33333333333339,0.00291970802919708,0.030000000000000027,4.3478260869565215,1.047333837766863,18.75
1,2021-12-02 14:36:30.387233,PG2,124.0,118.0,4.838709677419355,78.00000000000004,0.0021897810218978104,0.010000000000000009,2.542372881355932,0.23851849251743243,18.75
1,2021-12-02 14:36:30.387233,PG3_est,123.0,118.0,4.0650406504065035,68.33333333333339,0.0018248175182481751,0.010000000000000009,2.277432712215321,0.4718067461971728,18.75
1,2021-12-02 14:36:30.387233,PG4,123.0,118.0,4.0650406504065035,68.33333333333339,0.0018248175182481751,0.010000000000000009,2.277432712215321,0.4718067461971728,18.75
2,2021-12-02 15:16:49.672519,PG1_est,121.0,105.0,13.223140495867769,52.857142857142826,0.003278688524590164,0.5000000000000002,10.195227765726681,1.9812160598768542,18.56714285714286
2,2021-12-02 15:16:49.672519,PG2,122.0,110.0,9.836065573770492,60.0,0.0024590163934426227,0.7500000000000007,5.856832971800434,0.7941836280579654,18.56714285714286
2,2021-12-02 15:16:49.672519,PG3_est,122.0,109.0,10.655737704918032,60.0,0.002663934426229508,1.500000000000001,5.422993492407809,0.8858059215420502,18.56714285714286
2,2021-12-02 15:16:49.672519,PG4,122.0,109.0,10.655737704918032,60.0,0.002663934426229508,1.500000000000001,5.422993492407809,0.8858059215420502,18.56714285714286
3,2021-12-03 07:51:05.295463,PG1_est,121.0,108.0,10.743801652892563,52.857142857142826,0.002631578947368421,1.0000000000000009,4.212860310421286,1.1211656960957843,17.303571428571427
3,2021-12-03 07:51:05.295463,PG2,121.0,107.0,11.570247933884298,52.857142857142826,0.002834008097165992,1.0100000000000011,5.099778270509978,1.4245379342733375,17.303571428571427
3,2021-12-03 07:51:05.295463,PG3_est,121.0,111.0,8.264462809917356,52.857142857142826,0.0020242914979757085,1.0000000000000007,4.656319290465632,1.2137508673874504,17.303571428571427
3,2021-12-03 07:51:05.295463,PG4,121.0,111.0,8.264462809917356,52.857142857142826,0.0020242914979757085,1.0000000000000007,4.656319290465632,1.2137508673874504,17.303571428571427
4,2021-12-03 07:54:37.632662,PG1_est,123.0,113.0,8.130081300813007,68.33333333333339,0.002032520325203252,1.2500000000000013,4.237288135593221,0.9188719327925752,17.205000000000002
4,2021-12-03 07:54:37.632662,PG2,124.0,113.0,8.870967741935484,78.00000000000004,0.0022357723577235773,1.0000000000000009,4.237288135593221,1.1998602441699397,17.205000000000002
4,2021-12-03 07:54:37.632662,PG3_est,123.0,112.0,8.94308943089431,68.33333333333339,0.0022357723577235773,1.000000000000001,4.237288135593221,0.8326493414530405,17.205000000000002
4,2021-12-03 07:54:37.632662,PG4,123.0,112.0,8.94308943089431,68.33333333333339,0.0022357723577235773,1.000000000000001,4.237288135593221,0.8326493414530405,17.205000000000002
5,2021-12-06 08:12:36.206141,PG1_est,121.0,110.0,9.090909090909092,52.857142857142826,0.0022357723577235773,0.06000000000000005,8.444444444444445,1.6071739578767825,15.4
5,2021-12-06 08:12:36.206141,PG2,122.0,110.0,9.836065573770492,60.0,0.0024390243902439024,1.5000000000000016,8.444444444444445,0.7770666520917304,15.4
5,2021-12-06 08:12:36.206141,PG3_est,121.0,109.0,9.917355371900827,52.857142857142826,0.0024390243902439024,1.0000000000000009,3.111111111111111,0.650323865957056,15.4
5,2021-12-06 08:12:36.206141,PG4,121.0,109.0,9.917355371900827,52.857142857142826,0.0024390243902439024,1.0000000000000009,3.111111111111111,0.650323865957056,15.4
6,2021-12-06 08:18:14.808642,PG1_est,124.0,106.0,14.516129032258066,78.00000000000004,0.0037037037037037034,0.5000000000000004,8.423326133909287,1.9056454988335256,15.506666666666666
6,2021-12-06 08:18:14.808642,PG2,125.0,112.0,10.4,90.0,0.002674897119341564,1.0000000000000009,6.013363028953229,1.0792122124983472,15.506666666666666
6,2021-12-06 08:18:14.808642,PG3_est,125.0,112.0,10.4,90.0,0.002674897119341564,1.5000000000000016,2.8077753779697625,0.9076311366934329,15.506666666666666
6,2021-12-06 08:18:14.808642,PG4,125.0,112.0,10.4,90.0,0.002674897119341564,1.5000000000000016,2.8077753779697625,0.9076311366934329,15.506666666666666
7,2021-12-06 08:50:50.269040,PG1_est,122.0,105.0,13.934426229508196,60.0,0.0034764826175869125,0.5100000000000002,12.0,1.0594055548879746,15.379166666666668
7,2021-12-06 08:50:50.269040,PG2,121.0,110.0,9.090909090909092,52.857142857142826,0.0022494887525562374,1.0000000000000007,7.368421052631579,0.8422470469349363,15.379166666666668
7,2021-12-06 08:50:50.269040,PG3_est,121.0,110.0,9.090909090909092,52.857142857142826,0.0022494887525562374,0.7500000000000007,2.882483370288248,0.8120117925640287,15.379166666666668
7,2021-12-06 08:50:50.269040,PG4,121.0,110.0,9.090909090909092,52.857142857142826,0.0022494887525562374,0.7500000000000007,2.882483370288248,0.8120117925640287,15.379166666666668
8,2021-12-06 08:52:05.115946,PG1_est,127.0,109.0,14.173228346456693,100.0,0.003680981595092025,1.0000000000000009,7.23404255319149,0.9035952715573069,15.4
8,2021-12-06 08:52:05.115946,PG2,126.0,115.0,8.73015873015873,95.0,0.0022494887525562374,1.0000000000000009,2.978723404255319,0.6304562680194068,15.4
8,2021-12-06 08:52:05.115946,PG3_est,126.0,114.0,9.523809523809524,95.0,0.00245398773006135,1.0000000000000009,2.231237322515213,0.6830401749223179,15.4
8,2021-12-06 08:52:05.115946,PG4,126.0,114.0,9.523809523809524,95.0,0.00245398773006135,1.0000000000000009,2.231237322515213,0.6830401749223179,15.4
9,2021-12-06 09:30:45.268621,PG1_est,122.0,111.0,9.01639344262295,60.0,0.002254098360655738,0.25000000000000044,4.641350210970464,0.8143320827496439,15.375
