start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2025-11-06 14:12:46.431860,can_tapper31,2025-11-06 14:11:46.431860,2025-11-06 14:14:46.431860,12.875,22.608545,119.973148,,1322,235,320,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2025-11-05\can_tapper31-11-06-14-12-23.pcap.gz
1,2025-11-06 14:14:08.552028,can_tapper31,2025-11-06 14:13:08.552028,2025-11-06 14:16:08.552028,13.919999999999998,59.959165,67.853281,82.120168,1145,201,213,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-06-14-13-48.pcap.gz
2,2025-11-20 08:14:06.445153,can_tapper31,2025-11-20 08:13:06.445153,2025-11-20 08:16:06.445153,3.71,59.987924,119.868074,1187997.893125,2160,417,517,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-08-12-51.pcap.gz
3,2025-11-20 10:57:23.914498,can_tapper31,2025-11-20 10:56:23.914498,2025-11-20 10:59:23.914498,4.95,59.950548,119.950576,9797.469345,2160,427,626,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-10-41-30.pcap.gz
4,2025-11-20 10:58:26.723365,can_tapper31,2025-11-20 10:57:26.723365,2025-11-20 11:00:26.723365,5.7,59.985268,119.9213,62.808867,2160,479,729,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-10-41-30.pcap.gz
5,2025-11-20 11:16:59.947622,can_tapper31,2025-11-20 11:15:59.947622,2025-11-20 11:18:59.947622,5.283333333333333,59.991476,119.888024,1113.224257,2160,445,459,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-11-14-38.pcap.gz
6,2025-11-20 11:20:24.319996,can_tapper31,2025-11-20 11:19:24.319996,2025-11-20 11:22:24.319996,5.308333333333333,59.981255,119.869843,204.372374,2159,435,768,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-11-14-38.pcap.gz
7,2025-11-20 11:23:08.330320,can_tapper31,2025-11-20 11:22:08.330320,2025-11-20 11:25:08.330320,5.461904761904762,59.958094,119.92301,164.010324,2121,455,621,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-11-14-38.pcap.gz
8,2025-11-20 11:24:14.388589,can_tapper31,2025-11-20 11:23:14.388589,2025-11-20 11:26:14.388589,5.725,59.969273,119.88983,66.058269,2121,460,457,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-20-11-14-38.pcap.gz
9,2025-11-27 15:08:16.519270,can_tapper31,2025-11-27 15:07:16.519270,2025-11-27 15:10:16.519270,5.04,29.854241,119.97468,618242.130681,1800,325,537,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-55_GNGP-55\2026-05-01\2022-09-06\can_tapper31-11-27-15-07-46.pcap.gz
