start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2020-08-21 10:10:24.956747,can_tapper18,"rgb(228,26,28)",499.0,444.0,502.0,11.022044088176353,87.00000000000001,92.5,4.672855410157366,1500,21.6375,16.0,374.0,358.0,1.051698,-14.486754966887418,125.0,2.048046,0.009217877094972068,0.015363128491620113,0.010055865921787711,2.7027027027027026,0.8542026225958236,1.5200000000002376,3.077404581544478,0.7725806950985566,59.853289,119.975316,,2159,397,725,60.0,120.0
1,2020-08-21 10:30:12.248571,can_tapper18,"rgb(55,126,184)",495.0,437.0,496.0,11.717171717171718,75.58333333333339,78.00000000000004,0.10256893447518232,1500,21.655,31.0,282.0,251.0,1.583627,-29.095100864553313,152.0,2.086821,0.011155378486055776,0.02310756972111554,0.011553784860557768,11.11111111111111,0.8851851405368836,1.0000000000001563,2.27471676670449,0.7860361299167663,59.953923,119.998276,1187.291824,2160,567,776,60.0,120.0
2,2020-08-21 10:42:07.774069,can_tapper18,"rgb(77,175,74)",492.0,437.0,495.0,11.178861788617885,68.33333333333339,75.58333333333339,1.623974055099392,1500,18.755555555555553,34.0,377.0,343.0,1.029674,-35.127167630057805,93.0,2.030912,0.010204081632653062,0.016034985422740525,0.011078717201166181,10.06711409395973,0.8329826435661323,1.0000000000001563,2.27471676670449,0.7973346211129482,59.914274,119.972565,715.525498,2159,564,616,60.0,120.0
3,2020-08-21 12:15:53.130922,can_tapper18,"rgb(152,78,163)",495.0,454.0,499.0,8.282828282828284,75.58333333333339,87.00000000000001,0.4805068802250049,1500,22.46,19.0,287.0,268.0,1.33309,-42.28508771929825,22.0,2.5258,0.011194029850746268,0.015298507462686569,0.012686567164179104,5.785123966942149,0.7105457459426376,0.7600000000001188,2.27471676670449,0.7515723303003772,59.927723,119.979417,5625.356853,2160,334,519,60.0,120.0
4,2020-08-21 13:25:31.147408,can_tapper18,"rgb(255,127,0)",508.0,461.0,511.0,9.251968503937007,100.0,100.0,0.27608012270210364,1500,23.735,9.5,500.0,490.5,0.771284,-13.833333333333334,22.0,2.278718,0.0030581039755351687,0.009582059123343527,0.0036697247706422016,6.2761506276150625,0.7611221162906628,1.0000000000001563,119.99999999999996,0.527462966043718,59.844577,119.997426,4178.016486,2159,388,228,60.0,120.0
5,2020-08-21 13:34:56.677328,can_tapper18,"rgb(255,255,51)",507.0,458.0,508.0,9.664694280078894,98.75000000000003,100.0,1.8771297231680881,1500,23.789285714285715,11.0,292.0,281.0,1.245505,-28.39700374531835,17.0,2.843744,0.010676156583629894,0.017437722419928824,0.01103202846975089,7.399577167019028,0.7455042595270459,1.0000000000001563,1.7887444673306678,0.7518184668907353,59.987221,119.89855,565.52992,2159,410,481,60.0,120.0
6,2020-08-24 10:52:37.859524,can_tapper18,"rgb(166,86,40)",495.0,444.0,499.0,10.303030303030303,75.58333333333339,87.00000000000001,2.438765528339641,1500,18.25,0.0,431.0,431.0,0.957549,-16.741626794258373,193.0,2.056974,0.00974477958236659,0.011832946635730859,0.010672853828306263,5.726872246696035,1.8425208168132448,1.260000000000197,61.13735838335222,0.18985094744326525,59.991954,119.9938,249461.182196,1751,317,368,60.0,120.0
7,2020-08-24 10:54:29.719723,can_tapper18,"rgb(247,129,191)",504.0,468.0,508.0,7.142857142857142,95.0,100.0,1.0055578424042141e-13,106,15.908333333333331,14.0,193.0,179.0,1.144355,-12.634228187919463,11.0,2.240022,0.02011173184357542,0.02011173184357542,0.0223463687150838,0.6211180124223602,0.1140033879164314,0.5000000000000782,2.7289468883321724,0.7248856781120296,59.83595,119.94183,111.860199,1749,350,437,60.0,120.0
8,2020-08-24 11:54:52.321093,can_tapper18,"rgb(153,153,153)",496.0,457.0,498.0,7.862903225806452,78.00000000000004,84.00000000000003,2.7160545404683014,1500,16.116666666666667,16.0,469.0,453.0,0.576292,-4.790697674418604,29.0,2.08021,0.0026490066225165563,0.00860927152317881,0.0030905077262693157,7.43801652892562,1.2796533127846879,1.0000000000001563,36.08162758099249,0.3374136886102598,59.933583,119.878879,3622.60137,2160,342,387,60.0,120.0
9,2020-08-24 13:27:41.495589,can_tapper18,"rgb(228,26,28)",495.0,446.0,496.0,9.8989898989899,75.58333333333339,78.00000000000004,0.6319913919957841,1500,17.65,16.0,294.0,278.0,1.241496,-21.331658291457288,24.0,2.333444,0.01366906474820144,0.01762589928057554,0.014028776978417267,6.832298136645963,0.9632356277018221,0.7400000000001157,119.99999999999996,0.4626679598430453,59.867675,119.988002,5569.174496,2159,276,487,60.0,120.0
10,2020-08-24 13:30:23.383088,can_tapper18,"rgb(55,126,184)",496.0,442.0,499.0,10.887096774193548,78.00000000000004,87.00000000000001,4.589753151000515,1500,17.691666666666666,18.0,291.0,273.0,1.287419,-39.157534246575345,20.0,2.381439,0.011355311355311355,0.01978021978021978,0.012454212454212455,13.263157894736842,0.7597480733226741,1.0000000000001563,2.0171482422437275,0.8078029404870735,59.965069,119.9644,161.887499,2160,364,484,60.0,120.0
11,2020-08-26 07:47:41.125653,can_tapper18,"rgb(77,175,74)",490.0,439.0,493.0,10.408163265306122,64.16666666666669,70.75000000000004,2.706161202737898,1500,15.416666666666668,17.0,358.0,341.0,1.310649,-38.756493506493506,138.0,2.312672,0.010850439882697948,0.014956011730205276,0.011730205278592375,9.635974304068522,1.0126413386825817,1.5000000000002345,3.2620894576029285,0.8517418075545403,59.976675,119.909025,152237.742565,2160,420,674,60.0,120.0
12,2020-08-26 07:51:50.051277,can_tapper18,"rgb(152,78,163)",508.0,451.0,512.0,11.220472440944881,100.0,100.0,7.002838667926987,1500,15.3875,19.5,422.0,402.5,1.099568,-36.773770491803276,74.0,2.200771,0.012919254658385095,0.014161490683229815,0.01391304347826087,9.24731182795699,1.2203600554590788,1.5000000000002345,2.0171482422437275,0.7539633137836366,59.975219,119.980443,248.925624,2159,378,534,60.0,120.0
13,2020-08-26 08:02:17.546111,can_tapper18,"rgb(255,127,0)",496.0,444.0,499.0,10.483870967741936,78.00000000000004,87.00000000000001,2.484232215213833,1500,15.556666666666667,0.0,437.0,437.0,1.069968,-42.32575757575758,76.0,2.07039,0.009153318077803204,0.011899313501144164,0.009839816933638446,9.409190371991247,1.1969271918185158,1.5000000000002345,2.27471676670449,0.759139005994441,59.990862,119.990512,627.494834,2160,367,393,60.0,120.0
14,2020-08-26 08:22:03.377705,can_tapper18,"rgb(255,255,51)",492.0,435.0,495.0,11.585365853658537,68.33333333333339,75.58333333333339,4.103486268215292,1500,15.6,17.0,278.0,261.0,1.757786,-44.32628398791541,148.0,2.255228,0.011111111111111112,0.021839080459770115,0.012260536398467432,16.883116883116884,1.0065669061131244,1.2400000000001938,2.27471676670449,0.7672427063538758,59.955408,119.983033,1185.831594,2160,386,548,60.0,120.0
15,2020-08-26 09:06:51.091589,can_tapper18,"rgb(166,86,40)",504.0,459.0,507.0,8.928571428571429,95.0,98.75,0.689164750739161,1500,16.313333333333333,0.0,314.0,314.0,1.221322,-36.312056737588655,21.0,2.23168,0.009872611464968152,0.014331210191082803,0.010828025477707007,8.085106382978724,0.9477725924797258,1.0000000000001563,1.9029463547871976,0.6721892855491529,59.951206,119.951575,2687.713884,2159,420,738,60.0,120.0
16,2020-08-26 14:03:31.433502,can_tapper18,"rgb(247,129,191)",485.0,446.0,488.0,8.041237113402062,54.642857142857125,60.0,1.2822227920989469,1500,17.03,0.0,290.0,290.0,1.461164,-72.71854304635761,20.0,2.053965,0.01103448275862069,0.013448275862068966,0.01206896551724138,4.424778761061947,0.7554392686203453,1.0000000000001563,2.565174071178317,0.6373405175656739,59.881588,119.981695,17800.341913,2159,446,598,60.0,120.0
