start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2020-08-21 10:10:24.956747,can_tapper18,2020-08-21 10:09:24.956747,2020-08-21 10:12:24.956747,21.6375,59.853289,119.975316,,2159,397,725,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-21-10-06-50.pcap.gz
1,2020-08-21 10:30:12.248571,can_tapper18,2020-08-21 10:29:12.248571,2020-08-21 10:32:12.248571,21.655,59.953923,119.998276,1187.291824,2160,567,776,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-21-10-06-50.pcap.gz
2,2020-08-21 10:42:07.774069,can_tapper18,2020-08-21 10:41:07.774069,2020-08-21 10:44:07.774069,18.755555555555553,59.914274,119.972565,715.525498,2159,564,616,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-21-10-06-50.pcap.gz
3,2020-08-21 12:15:53.130922,can_tapper18,2020-08-21 12:14:53.130922,2020-08-21 12:17:53.130922,22.46,59.927723,119.979417,5625.356853,2160,334,519,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-21-12-06-50.pcap.gz
4,2020-08-21 13:25:31.147408,can_tapper18,2020-08-21 13:24:31.147408,2020-08-21 13:27:31.147408,23.735,59.844577,119.997426,4178.016486,2159,388,228,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-21-13-06-50.pcap.gz
5,2020-08-21 13:34:56.677328,can_tapper18,2020-08-21 13:33:56.677328,2020-08-21 13:36:56.677328,23.789285714285715,59.987221,119.89855,565.52992,2159,410,481,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-21-13-06-50.pcap.gz
6,2020-08-24 10:52:37.859524,can_tapper18,2020-08-24 10:51:37.859524,2020-08-24 10:54:37.859524,18.25,59.991954,119.9938,249461.182196,1751,317,368,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-24-10-48-49.pcap.gz
7,2020-08-24 10:54:29.719723,can_tapper18,2020-08-24 10:53:29.719723,2020-08-24 10:56:29.719723,15.908333333333331,59.83595,119.94183,111.860199,1749,350,437,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-24-10-54-24.pcap.gz
8,2020-08-24 11:54:52.321093,can_tapper18,2020-08-24 11:53:52.321093,2020-08-24 11:56:52.321093,16.116666666666667,59.933583,119.878879,3622.60137,2160,342,387,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-24-11-17-12.pcap.gz
9,2020-08-24 13:27:41.495589,can_tapper18,2020-08-24 13:26:41.495589,2020-08-24 13:29:41.495589,17.65,59.867675,119.988002,5569.174496,2159,276,487,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-24-13-17-12.pcap.gz
10,2020-08-24 13:30:23.383088,can_tapper18,2020-08-24 13:29:23.383088,2020-08-24 13:32:23.383088,17.691666666666666,59.965069,119.9644,161.887499,2160,364,484,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-24-13-17-12.pcap.gz
11,2020-08-26 07:47:41.125653,can_tapper18,2020-08-26 07:46:41.125653,2020-08-26 07:49:41.125653,15.416666666666668,59.976675,119.909025,152237.742565,2160,420,674,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-26-07-37-09.pcap.gz
12,2020-08-26 07:51:50.051277,can_tapper18,2020-08-26 07:50:50.051277,2020-08-26 07:53:50.051277,15.3875,59.975219,119.980443,248.925624,2159,378,534,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-26-07-37-09.pcap.gz
13,2020-08-26 08:02:17.546111,can_tapper18,2020-08-26 08:01:17.546111,2020-08-26 08:04:17.546111,15.556666666666667,59.990862,119.990512,627.494834,2160,367,393,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-26-07-37-09.pcap.gz
14,2020-08-26 08:22:03.377705,can_tapper18,2020-08-26 08:21:03.377705,2020-08-26 08:24:03.377705,15.6,59.955408,119.983033,1185.831594,2160,386,548,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-26-07-37-09.pcap.gz
15,2020-08-26 09:06:51.091589,can_tapper18,2020-08-26 09:05:51.091589,2020-08-26 09:08:51.091589,16.313333333333333,59.951206,119.951575,2687.713884,2159,420,738,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-26-08-37-09.pcap.gz
16,2020-08-26 14:03:31.433502,can_tapper18,2020-08-26 14:02:31.433502,2020-08-26 14:05:31.433502,17.03,59.881588,119.981695,17800.341913,2159,446,598,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper18-08-26-13-37-09.pcap.gz
