start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2025-11-05 12:00:45.646777,can_tapper32,2025-11-05 11:59:45.646777,2025-11-05 12:02:45.646777,12.175,23.645138,119.935264,,1725,348,482,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2025-11-05\can_tapper32-11-05-10-59-36.pcap.gz
1,2025-11-05 12:10:30.418556,can_tapper32,2025-11-05 12:09:30.418556,2025-11-05 12:12:30.418556,12.2,26.679802,93.157975,584.771779,1440,261,318,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-05-11-09-18.pcap.gz
2,2025-11-05 12:18:54.949750,can_tapper32,2025-11-05 12:17:54.949750,2025-11-05 12:20:54.949750,,24.345894,119.979295,504.531194,1734,333,344,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-05-11-17-45.pcap.gz
3,2025-11-05 15:42:49.527114,can_tapper32,2025-11-05 15:41:49.527114,2025-11-05 15:44:49.527114,14.95,38.867468,119.984072,12234.577364,1908,420,392,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-05-14-41-25.pcap.gz
4,2025-11-06 14:28:07.729711,can_tapper32,2025-11-06 14:27:07.729711,2025-11-06 14:30:07.729711,10.95,39.218232,119.907873,81918.202597,1911,388,484,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-06-13-26-41.pcap.gz
5,2025-11-06 15:06:33.791293,can_tapper32,2025-11-06 15:05:33.791293,2025-11-06 15:08:33.791293,11.466666666666667,59.944925,119.908499,2306.061582,2160,351,689,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-06-14-04-34.pcap.gz
6,2025-11-06 15:16:07.076665,can_tapper32,2025-11-06 15:15:07.076665,2025-11-06 15:18:07.076665,11.811904761904762,59.901246,120.000219,573.285372,2160,443,842,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-06-14-04-34.pcap.gz
7,2025-11-24 10:15:30.579548,can_tapper32,2025-11-24 10:14:30.579548,2025-11-24 10:17:30.579548,15.408333333333331,59.784851,119.786082,1537163.502883,2157,439,837,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-24-08-19-19.pcap.gz
8,2025-11-24 11:35:49.937666,can_tapper32,2025-11-24 11:34:49.937666,2025-11-24 11:37:49.937666,15.55,59.815673,96.764071,4819.358118,1881,354,562,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-24-10-19-19.pcap.gz
9,2025-11-26 11:26:37.741167,can_tapper32,2025-11-26 11:25:37.741167,2025-11-26 11:28:37.741167,16.857142857142858,59.951505,119.923673,172247.803501,2160,387,710,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-26-10-22-16.pcap.gz
10,2025-11-27 10:03:05.438512,can_tapper32,2025-11-27 10:02:05.438512,2025-11-27 10:05:05.438512,18.134999999999998,59.93906,119.895968,81387.697345,2160,428,566,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-27-09-01-00.pcap.gz
11,2025-11-27 10:57:07.190023,can_tapper32,2025-11-27 10:56:07.190023,2025-11-27 10:59:07.190023,15.375,59.967422,119.986048,3241.751511,2160,388,515,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-27-09-01-00.pcap.gz
12,2025-11-27 11:00:28.025525,can_tapper32,2025-11-27 10:59:28.025525,2025-11-27 11:02:28.025525,15.425,59.979751,88.921261,200.835502,1787,376,585,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-11-27-09-01-00.pcap.gz
13,2025-12-02 13:08:06.187532,can_tapper32,2025-12-02 13:07:06.187532,2025-12-02 13:10:06.187532,16.55,14.654786,119.910776,439658.162007,1617,337,397,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-12-02-12-06-50.pcap.gz
14,2026-02-11 16:46:58.635079,can_tapper32,2026-02-11 16:45:58.635079,2026-02-11 16:48:58.635079,9.12,59.845706,119.966594,6147532.447547,2158,393,456,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-11-59-23.pcap.gz
15,2026-02-11 17:23:26.465105,can_tapper32,2026-02-11 17:22:26.465105,2026-02-11 17:25:26.465105,9.575,59.969872,119.933479,2187.830026,2159,389,432,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-12-59-23.pcap.gz
16,2026-03-02 14:35:15.650977,can_tapper32,2026-03-02 14:34:15.650977,2026-03-02 14:37:15.650977,17.1,59.94705,119.977399,1631509.185872,2160,432,569,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-14-59-23.pcap.gz
17,2026-03-02 16:53:19.375619,can_tapper32,2026-03-02 16:52:19.375619,2026-03-02 16:55:19.375619,19.35,59.953179,119.927085,8283.724642,2160,407,598,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-17-59-23.pcap.gz
18,2026-03-02 19:45:37.752267,can_tapper32,2026-03-02 19:44:37.752267,2026-03-02 19:47:37.752267,19.501666666666665,59.941221,119.930172,10338.376648,2159,442,439,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-19-59-23.pcap.gz
19,2026-03-03 03:57:40.244480,can_tapper32,2026-03-03 03:56:40.244480,2026-03-03 03:59:40.244480,16.741666666666667,59.936249,119.995599,29522.492213,2159,396,530,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-04-04-59-23.pcap.gz
20,2026-03-04 11:50:19.354993,can_tapper32,2026-03-04 11:49:19.354993,2026-03-04 11:52:19.354993,15.708333333333332,59.966488,119.986671,114759.110513,2160,429,623,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-12-59-24.pcap.gz
21,2026-03-04 12:08:15.499657,can_tapper32,2026-03-04 12:07:15.499657,2026-03-04 12:10:15.499657,13.85,59.941117,119.887707,1076.144664,2159,439,458,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-12-59-24.pcap.gz
22,2026-03-04 12:28:51.140079,can_tapper32,2026-03-04 12:27:51.140079,2026-03-04 12:30:51.140079,16.383333333333333,59.992194,119.89528,1235.640422,2159,464,423,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-13-59-24.pcap.gz
23,2026-03-04 15:17:24.186713,can_tapper32,2026-03-04 15:16:24.186713,2026-03-04 15:19:24.186713,17.925,59.956954,119.906468,10113.046634,2160,446,661,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-49_GNGP-46\2026-07-10\2022-09-07\can_tapper32-03-03-09-59-26.pcap.gz
