start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2025-11-05 12:30:17.330882,can_tapper30,2025-11-05 12:29:17.330882,2025-11-05 12:32:17.330882,10.866666666666667,59.945714,119.914774,,2160,381,492,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2025-11-05\can_tapper30-03-03-09-59-23.pcap.gz
1,2025-11-05 12:33:27.143982,can_tapper30,2025-11-05 12:32:27.143982,2025-11-05 12:35:27.143982,10.9125,17.002364,94.042418,189.8131,1335,253,283,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-08-59-24.pcap.gz
2,2026-02-24 13:38:46.840428,can_tapper30,2026-02-24 13:37:46.840428,2026-02-24 13:40:46.840428,10.008333333333335,59.911745,119.990505,9594319.696446,2160,443,578,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-12-59-24.pcap.gz
3,2026-03-02 13:32:31.511431,can_tapper30,2026-03-02 13:31:31.511431,2026-03-02 13:34:31.511431,12.790000000000001,59.933877,119.945225,518024.671003,2160,348,598,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-14-59-23.pcap.gz
4,2026-03-02 15:27:46.041950,can_tapper30,2026-03-02 15:26:46.041950,2026-03-02 15:29:46.041950,16.875,59.89465,119.975001,6914.530519,2160,451,558,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-16-59-23.pcap.gz
5,2026-03-05 11:55:58.135259,can_tapper30,2026-03-05 11:54:58.135259,2026-03-05 11:57:58.135259,15.330000000000002,59.965774,119.943418,246492.093309,2159,363,599,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-13-59-24.pcap.gz
6,2026-03-05 12:42:01.080873,can_tapper30,2026-03-05 12:41:01.080873,2026-03-05 12:44:01.080873,16.05,59.990499,119.937125,2762.945614,2160,432,480,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-13-59-24.pcap.gz
7,2026-03-05 13:27:40.653327,can_tapper30,2026-03-05 13:26:40.653327,2026-03-05 13:29:40.653327,14.733333333333334,59.909199,119.893449,2739.572454,2158,403,554,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-14-59-24.pcap.gz
8,2026-03-05 13:28:40.470571,can_tapper30,2026-03-05 13:27:40.470571,2026-03-05 13:30:40.470571,16.73,59.961419,119.852556,59.817244,2158,439,779,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-14-59-24.pcap.gz
9,2026-03-05 13:44:01.778648,can_tapper30,2026-03-05 13:43:01.778648,2026-03-05 13:46:01.778648,16.875,59.958675,119.942776,921.308077,2159,393,678,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-57_GNGP-50\2026-05-01\2022-09-06\can_tapper30-03-03-14-59-24.pcap.gz
