start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2020-03-03 08:59:39.166892,can_tapper15,2020-03-03 08:58:39.166892,2020-03-03 09:01:39.166892,6.419658119658119,15.755778,119.981067,,12832,2265,2628,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20250814\can_Tapper15-03-03-08-59-37.pcap.gz
1,2020-03-03 10:21:54.837632,can_tapper15,2020-03-03 10:20:54.837632,2020-03-03 10:23:54.837632,9.539090909090909,59.935637,119.997604,4935.67074,10793,1907,2868,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20240716\can_Tapper15-03-03-09-59-23.pcap.gz
2,2020-03-03 11:44:36.716817,can_tapper15,2020-03-03 11:43:36.716817,2020-03-03 11:46:36.716817,10.273333333333333,59.980143,119.999418,4961.879185,15114,2851,2631,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20250814\20230713_nog_op USB\can_Tapper15-03-03-10-59-24.pcap.gz
3,2020-03-03 11:44:36.716817,can_tapper15,2020-03-03 11:43:36.716817,2020-03-03 11:46:36.716817,10.273333333333333,59.980143,119.999418,0.0,15114,2851,2631,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20250107\can_Tapper15-03-03-10-59-24.pcap.gz
4,2020-03-03 12:01:10.944926,can_tapper15,2020-03-03 12:00:10.944926,2020-03-03 12:03:10.944926,11.71,59.987936,119.999769,994.228109,15113,2172,2366,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20240716\can_Tapper15-03-03-11-59-23.pcap.gz
5,2020-03-03 12:23:05.024802,can_tapper15,2020-03-03 12:22:05.024802,2020-03-03 12:25:05.024802,12.283333333333333,59.991082,119.98012,1314.079876,15106,2327,1255,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20240716\can_Tapper15-03-03-11-59-23.pcap.gz
6,2020-03-03 13:21:57.432064,can_tapper15,2020-03-03 13:20:57.432064,2020-03-03 13:23:57.432064,16.72142857142857,59.924404,119.995636,3532.407262,17263,2686,2518,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20250814\20230713_nog_op USB\can_Tapper15-03-03-12-59-24.pcap.gz
7,2020-03-03 13:21:57.432064,can_tapper15,2020-03-03 13:20:57.432064,2020-03-03 13:23:57.432064,16.72142857142857,59.924404,119.995636,0.0,17263,2686,2518,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20250107\can_Tapper15-03-03-12-59-24.pcap.gz
8,2020-03-03 14:03:16.893339,can_tapper15,2020-03-03 14:02:16.893339,2020-03-03 14:05:16.893339,17.995128205128204,59.997476,119.988612,2479.461275,17265,1709,2579,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20240716\can_Tapper15-03-03-13-59-24.pcap.gz
9,2020-03-03 14:06:24.201661,can_tapper15,2020-03-03 14:05:24.201661,2020-03-03 14:08:24.201661,16.03318181818182,59.990316,119.974023,187.308322,17276,2679,2840,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-19_CP-36\20250814\can_Tapper15-03-03-13-59-23.pcap.gz
