start_index,start_time,can_tapper_id,event_time,t_rel,event_label,source_subfunction,source_subsub,event_color
0,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:17:36.075181,0.0,Engine starting command,Engine Status,status,"rgb(228,26,28)"
0,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:17:33.769992,-2.305189,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(228,26,28)"
0,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:17:37.724600,1.649419,Engine running command,Engine Status,status,"rgb(228,26,28)"
1,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:17:36.075181,0.0,Engine starting command,Engine Status,status,"rgb(55,126,184)"
1,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:17:33.769992,-2.305189,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(55,126,184)"
1,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:17:37.724600,1.649419,Engine running command,Engine Status,status,"rgb(55,126,184)"
2,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:31:17.620369,0.0,Engine starting command,Engine Status,status,"rgb(77,175,74)"
2,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:31:15.516097,-2.104272,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(77,175,74)"
2,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:31:19.253021,1.632652,Engine running command,Engine Status,status,"rgb(77,175,74)"
3,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:31:17.620369,0.0,Engine starting command,Engine Status,status,"rgb(152,78,163)"
3,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:31:15.516097,-2.104272,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(152,78,163)"
3,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:31:19.253021,1.632652,Engine running command,Engine Status,status,"rgb(152,78,163)"
4,2021-12-14 09:21:19.585390,can_tapper12,2021-12-14 09:21:19.585390,0.0,Engine starting command,Engine Status,status,"rgb(255,127,0)"
4,2021-12-14 09:21:19.585390,can_tapper12,2021-12-14 09:21:17.575093,-2.010297,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(255,127,0)"
4,2021-12-14 09:21:19.585390,can_tapper12,2021-12-14 09:21:21.631378,2.045988,Engine running command,Engine Status,status,"rgb(255,127,0)"
