start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:16:36.075181,2021-12-14 08:19:36.075181,6.875,12.906279,119.924222,,3192,544,660,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-14-08-17-23.pcap.gz
1,2021-12-14 08:17:36.075181,can_tapper12,2021-12-14 08:16:36.075181,2021-12-14 08:19:36.075181,6.875,12.906279,119.924222,0.0,3192,544,660,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-14-08-17-23.pcap.gz
2,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:30:17.620369,2021-12-14 08:33:17.620369,7.1833333333333345,59.842393,102.040807,821.545188,3886,630,752,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-14-08-17-23.pcap.gz
3,2021-12-14 08:31:17.620369,can_tapper12,2021-12-14 08:30:17.620369,2021-12-14 08:33:17.620369,7.1833333333333345,59.842393,102.040807,0.0,3886,630,752,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-14-08-17-23.pcap.gz
4,2021-12-14 09:21:19.585390,can_tapper12,2021-12-14 09:20:19.585390,2021-12-14 09:23:19.585390,6.35,10.914812,119.934905,3001.965021,3144,574,848,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-14-09-21-08.pcap.gz
5,2021-12-14 09:21:19.585390,can_tapper12,2021-12-14 09:20:19.585390,2021-12-14 09:23:19.585390,6.35,10.914812,119.934905,0.0,3144,574,848,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-14-09-21-08.pcap.gz
6,2021-12-15 14:27:46.719508,can_tapper12,2021-12-15 14:26:46.719508,2021-12-15 14:29:46.719508,16.975,20.029554,119.795439,104787.134118,3360,538,1146,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-15-14-27-26.pcap.gz
7,2021-12-15 14:27:46.719508,can_tapper12,2021-12-15 14:26:46.719508,2021-12-15 14:29:46.719508,16.975,20.029554,119.795439,0.0,3360,538,1146,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-15-14-27-26.pcap.gz
8,2021-12-23 15:42:33.204687,can_tapper12,2021-12-23 15:41:33.204687,2021-12-23 15:44:33.204687,-0.65,35.357345,119.962003,695686.485179,3732,540,964,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-23-15-41-57.pcap.gz
9,2021-12-23 15:42:33.204687,can_tapper12,2021-12-23 15:41:33.204687,2021-12-23 15:44:33.204687,-0.65,35.357345,119.962003,0.0,3732,540,964,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-23-15-41-57.pcap.gz
10,2021-12-27 11:11:57.243397,can_tapper12,2021-12-27 11:10:57.243397,2021-12-27 11:13:57.243397,16.488636363636363,34.324838,88.786145,329364.03871,2956,474,845,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-11-11-22.pcap.gz
11,2021-12-27 11:11:57.243397,can_tapper12,2021-12-27 11:10:57.243397,2021-12-27 11:13:57.243397,16.488636363636363,34.324838,88.786145,0.0,2956,474,845,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-11-11-22.pcap.gz
12,2021-12-27 11:14:36.856477,can_tapper12,2021-12-27 11:13:36.856477,2021-12-27 11:16:36.856477,16.6,17.943702,119.905672,159.61308,3312,528,1118,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-11-14-18.pcap.gz
13,2021-12-27 11:14:36.856477,can_tapper12,2021-12-27 11:13:36.856477,2021-12-27 11:16:36.856477,16.6,17.943702,119.905672,0.0,3312,528,1118,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-11-14-18.pcap.gz
14,2021-12-27 11:42:58.968797,can_tapper12,2021-12-27 11:41:58.968797,2021-12-27 11:44:58.968797,19.93333333333333,59.941534,119.857744,1702.11232,4318,578,1054,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-11-14-18.pcap.gz
15,2021-12-27 11:42:58.968797,can_tapper12,2021-12-27 11:41:58.968797,2021-12-27 11:44:58.968797,19.93333333333333,59.941534,119.857744,0.0,4318,578,1054,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-11-14-18.pcap.gz
16,2021-12-27 12:05:07.233816,can_tapper12,2021-12-27 12:04:07.233816,2021-12-27 12:07:07.233816,21.275,59.998601,119.975553,1328.265019,4318,730,1422,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-11-14-18.pcap.gz
17,2021-12-27 12:05:07.233816,can_tapper12,2021-12-27 12:04:07.233816,2021-12-27 12:07:07.233816,21.275,59.998601,119.975553,0.0,4318,730,1422,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-11-14-18.pcap.gz
18,2021-12-27 12:06:20.567741,can_tapper12,2021-12-27 12:05:20.567741,2021-12-27 12:08:20.567741,21.28690476190476,59.913332,119.900966,73.333925,4316,766,1444,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-11-14-18.pcap.gz
19,2021-12-27 12:06:20.567741,can_tapper12,2021-12-27 12:05:20.567741,2021-12-27 12:08:20.567741,21.28690476190476,59.913332,119.900966,0.0,4316,766,1444,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-11-14-18.pcap.gz
20,2021-12-27 12:07:17.277114,can_tapper12,2021-12-27 12:06:17.277114,2021-12-27 12:09:17.277114,21.275,59.988825,119.943776,56.709373,4318,760,1030,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-11-14-18.pcap.gz
21,2021-12-27 12:07:17.277114,can_tapper12,2021-12-27 12:06:17.277114,2021-12-27 12:09:17.277114,21.275,59.988825,119.943776,0.0,4318,760,1030,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-11-14-18.pcap.gz
22,2021-12-27 12:19:24.863273,can_tapper12,2021-12-27 12:18:24.863273,2021-12-27 12:21:24.863273,21.8625,32.431637,119.935848,727.586159,3660,550,1054,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-27-12-18-52.pcap.gz
23,2021-12-27 12:19:24.863273,can_tapper12,2021-12-27 12:18:24.863273,2021-12-27 12:21:24.863273,21.8625,32.431637,119.935848,0.0,3660,550,1054,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\TEMP\data Chris Rijsdijk\can_Tapper12-12-27-12-18-52.pcap.gz
24,2021-12-28 10:43:34.660309,can_tapper12,2021-12-28 10:42:34.660309,2021-12-28 10:45:34.660309,17.72,7.091294,119.971951,80649.797036,3054,648,902,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-15_CP-33\20220322\can_Tapper12-12-28-10-43-27.pcap.gz
