start_index,start_time,can_tapper_id,event_time,t_rel,event_label,source_subfunction,source_subsub,event_color
0,2022-05-31 10:28:34.824753,can_tapper15,2022-05-31 10:28:34.824753,0.0,Engine starting command,Engine Status,status,"rgb(228,26,28)"
0,2022-05-31 10:28:34.824753,can_tapper15,2022-05-31 10:28:35.228293,0.40354,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(228,26,28)"
0,2022-05-31 10:28:34.824753,can_tapper15,2022-05-31 10:28:36.496698,1.671945,Engine running command,Engine Status,status,"rgb(228,26,28)"
1,2022-05-31 11:28:07.568745,can_tapper15,2022-05-31 11:28:07.568745,0.0,Engine starting command,Engine Status,status,"rgb(55,126,184)"
1,2022-05-31 11:28:07.568745,can_tapper15,2022-05-31 11:27:54.851758,-12.716987,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(55,126,184)"
1,2022-05-31 11:28:07.568745,can_tapper15,2022-05-31 11:28:05.264300,-2.304445,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(55,126,184)"
1,2022-05-31 11:28:07.568745,can_tapper15,2022-05-31 11:28:09.204470,1.635725,Engine running command,Engine Status,status,"rgb(55,126,184)"
1,2022-05-31 11:28:07.568745,can_tapper15,2022-05-31 11:29:10.004882,62.436137,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(55,126,184)"
1,2022-05-31 11:28:07.568745,can_tapper15,2022-05-31 11:29:13.438012,65.869267,Engine running command,Engine Status,status,"rgb(55,126,184)"
2,2022-05-31 11:29:12.108839,can_tapper15,2022-05-31 11:29:12.108839,0.0,Engine starting command,Engine Status,status,"rgb(77,175,74)"
2,2022-05-31 11:29:12.108839,can_tapper15,2022-05-31 11:29:10.004882,-2.103957,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(77,175,74)"
2,2022-05-31 11:29:12.108839,can_tapper15,2022-05-31 11:29:13.438012,1.329173,Engine running command,Engine Status,status,"rgb(77,175,74)"
2,2022-05-31 11:29:12.108839,can_tapper15,2022-05-31 11:31:05.990583,113.881744,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(77,175,74)"
2,2022-05-31 11:29:12.108839,can_tapper15,2022-05-31 11:31:09.614856,117.506017,Engine running command,Engine Status,status,"rgb(77,175,74)"
3,2022-05-31 11:31:08.194613,can_tapper15,2022-05-31 11:31:08.194613,0.0,Engine starting command,Engine Status,status,"rgb(152,78,163)"
3,2022-05-31 11:31:08.194613,can_tapper15,2022-05-31 11:31:05.990583,-2.20403,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(152,78,163)"
3,2022-05-31 11:31:08.194613,can_tapper15,2022-05-31 11:31:09.614856,1.420243,Engine running command,Engine Status,status,"rgb(152,78,163)"
4,2022-05-31 14:32:00.086011,can_tapper15,2022-05-31 14:32:00.086011,0.0,Engine starting command,Engine Status,status,"rgb(255,127,0)"
4,2022-05-31 14:32:00.086011,can_tapper15,2022-05-31 14:31:57.879695,-2.206316,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(255,127,0)"
4,2022-05-31 14:32:00.086011,can_tapper15,2022-05-31 14:32:01.814965,1.728954,Engine running command,Engine Status,status,"rgb(255,127,0)"
5,2022-05-31 14:36:47.780271,can_tapper15,2022-05-31 14:36:47.780271,0.0,Engine starting command,Engine Status,status,"rgb(255,255,51)"
5,2022-05-31 14:36:47.780271,can_tapper15,2022-05-31 14:36:48.088571,0.3083,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(255,255,51)"
5,2022-05-31 14:36:47.780271,can_tapper15,2022-05-31 14:36:49.250782,1.470511,Engine running command,Engine Status,status,"rgb(255,255,51)"
6,2022-06-01 08:12:47.641430,can_tapper15,2022-06-01 08:12:47.641430,0.0,Engine starting command,Engine Status,status,"rgb(166,86,40)"
6,2022-06-01 08:12:47.641430,can_tapper15,2022-06-01 08:12:45.689206,-1.952224,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(166,86,40)"
6,2022-06-01 08:12:47.641430,can_tapper15,2022-06-01 08:12:49.355050,1.71362,Engine running command,Engine Status,status,"rgb(166,86,40)"
7,2022-06-01 08:32:17.097451,can_tapper15,2022-06-01 08:32:17.097451,0.0,Engine starting command,Engine Status,status,"rgb(247,129,191)"
7,2022-06-01 08:32:17.097451,can_tapper15,2022-06-01 08:32:14.990963,-2.106488,Glow plugs preheating,Engine Heater Glow Plugs Status,Engine Heater Glow Plugs,"rgb(247,129,191)"
7,2022-06-01 08:32:17.097451,can_tapper15,2022-06-01 08:32:18.674519,1.577068,Engine running command,Engine Status,status,"rgb(247,129,191)"
8,2022-06-01 10:43:08.213664,can_tapper15,2022-06-01 10:43:08.213664,0.0,Engine starting command,Engine Status,status,"rgb(153,153,153)"
