start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2022-05-31 10:28:34.824753,can_tapper15,"rgb(228,26,28)",473.0,412.0,475.0,12.896405919661733,40.0,40.0,2.697058976470189,1500,11.725,30.5,494.0,463.5,0.691244,-182.2378048780488,142.0,2.197057,0.010787486515641855,0.013160733549083063,0.01121898597626753,11.212814645308924,1.1930819129510657,1.0000000000001563,5.612187333395914,0.9437703844147958,59.997482,119.891629,,2158,403,476,60.0,120.0
1,2022-05-31 11:28:07.568745,can_tapper15,"rgb(55,126,184)",483.0,454.0,480.0,6.004140786749482,51.20535714285712,46.24999999999997,1.636836283038014,1500,13.941666666666666,0.0,446.0,446.0,0.779423,-125.64379084967321,270.0,2.27187,0.004932735426008968,0.006502242152466367,0.004484304932735425,4.989154013015185,0.697368942855179,0.5000000000000782,119.99999999999996,0.18079863802272755,59.776549,119.874993,3572.743992,2157,415,572,60.0,120.0
2,2022-05-31 11:29:12.108839,can_tapper15,"rgb(77,175,74)",491.0,465.0,500.0,5.295315682281059,66.25000000000003,90.0,51.95796975908945,1500,13.975,0.0,270.0,270.0,0.986018,-102.95454545454545,435.0,2.087473,0.00814814814814815,0.00962962962962963,0.011481481481481481,4.0,0.7408881065429351,0.5000000000000782,119.99999999999996,0.22720575781857688,59.989101,119.885318,64.540094,2159,425,625,60.0,120.0
3,2022-05-31 11:31:08.194613,can_tapper15,"rgb(152,78,163)",493.0,463.0,496.0,6.085192697768763,70.75000000000004,78.00000000000004,9.294021908452525,1500,14.025,24.0,435.0,411.0,0.787474,0.2054794520547945,491.0,2.791624,0.0072992700729927005,0.0072992700729927005,0.008029197080291971,1.079913606911447,0.40039267574337833,0.5000000000000782,45.88440927560299,0.3905549557114171,59.99988,119.887243,116.085774,2158,345,364,60.0,120.0
4,2022-05-31 14:32:00.086011,can_tapper15,"rgb(255,127,0)",468.0,430.0,468.0,8.11965811965812,40.0,40.0,2.115227606767314,1500,14.95,15.5,468.0,452.5,0.890461,-180.8562874251497,19.0,2.29311,0.004861878453038674,0.00839779005524862,0.004861878453038674,7.555555555555555,0.8556663525197387,0.5000000000000782,7.565235559061503,0.9445744821134132,59.991471,119.901755,10851.891398,2159,413,606,60.0,120.0
5,2022-05-31 14:36:47.780271,can_tapper15,"rgb(255,255,51)",483.0,449.0,484.0,7.039337474120083,51.20535714285712,52.857142857142826,0.21105787158112618,1500,,0.0,462.0,462.0,0.831273,-174.2809667673716,22.0,2.229413,0.004329004329004329,0.007359307359307359,0.004329004329004329,6.209850107066381,0.7907667066137932,0.5000000000000782,4.976713576127057,0.9315097831524984,59.98827,119.921044,287.69426,2159,411,449,60.0,120.0
6,2022-06-01 08:12:47.641430,can_tapper15,"rgb(166,86,40)",460.0,405.0,463.0,11.956521739130435,40.0,40.0,2.0991653774063472,1500,14.183333333333332,10.0,497.0,487.0,0.957192,-215.3139534883721,11.0,2.057551,0.005544147843942505,0.011293634496919917,0.006160164271047228,7.547169811320755,0.7569623144075854,1.0000000000001563,5.948992616750902,0.9459865029494343,59.893849,119.957376,63359.861159,2160,528,519,60.0,120.0
7,2022-06-01 08:32:17.097451,can_tapper15,"rgb(247,129,191)",500.0,454.0,508.0,9.2,90.0,100.0,41.935254193439626,1500,15.825,5.0,493.0,488.0,0.795974,-57.4320987654321,11.0,2.388667,0.00860655737704918,0.00942622950819672,0.010245901639344262,12.97071129707113,0.8841886865937416,0.6200000000000969,31.996067694060745,0.4465893096413198,59.984349,119.983425,1169.456021,2160,301,367,60.0,120.0
8,2022-06-01 10:43:08.213664,can_tapper15,"rgb(153,153,153)",479.0,438.0,480.0,8.559498956158663,44.68749999999998,46.24999999999997,7.586850985972613e-14,1500,16.725,0.0,398.0,398.0,1.025931,-174.7133956386293,7.0,2.035033,0.007035175879396985,0.010301507537688444,0.00728643216080402,5.3097345132743365,1.3839188611635276,1.0000000000001563,1.6874737773196231,0.5830678387144557,59.925201,119.986067,7851.116213,2160,367,435,60.0,120.0
9,2022-06-02 09:46:00.293177,can_tapper15,"rgb(228,26,28)",477.0,434.0,479.0,9.014675052410901,41.56249999999999,44.68749999999998,4.690410973515531,1500,,28.5,494.0,465.5,0.655891,-118.7095709570957,37.0,2.154932,0.0036519871106337276,0.009237379162191193,0.004081632653061225,6.956521739130435,0.9348857053274533,0.5000000000000782,7.136925848448924,0.955680246429653,59.997581,119.878847,82972.079513,2158,380,417,60.0,120.0
10,2022-06-07 10:04:37.141009,can_tapper15,"rgb(55,126,184)",467.0,413.0,467.0,11.563169164882227,40.0,40.0,4.724659877626068,1500,13.6,0.0,493.0,493.0,0.714518,-181.062874251497,174.0,2.125314,0.004056795131845842,0.010953346855983773,0.004056795131845842,7.72626931567329,1.0211644114775107,1.5200000000002376,4.67804510221319,0.9358061135974931,37.163015,119.931614,433116.847832,1887,389,485,60.0,120.0
11,2022-06-07 13:20:37.424602,can_tapper15,"rgb(77,175,74)",469.0,415.0,472.0,11.513859275053305,40.0,40.0,2.938499083776993,1500,16.866666666666667,24.0,490.0,466.0,0.565176,-187.683284457478,64.0,2.065679,0.00944206008583691,0.011587982832618025,0.010085836909871243,13.082039911308204,0.9589045728290175,1.0000000000001563,4.148345232772487,0.9634197652433925,59.969602,119.954303,11760.283593,2160,395,552,60.0,120.0
12,2022-06-08 10:59:42.012145,can_tapper15,"rgb(152,78,163)",455.0,401.0,456.0,11.868131868131867,40.0,40.0,2.758196781420501,1500,16.2,0.0,494.0,494.0,0.75424,-213.04941860465115,159.0,2.25706,0.008502024291497975,0.010931174089068827,0.008704453441295546,11.11111111111111,1.3267514039615786,1.5200000000002376,4.148345232772487,0.9008877694304034,59.855341,119.947609,77944.587543,2158,453,446,60.0,120.0
13,2022-06-08 12:27:04.128078,can_tapper15,"rgb(255,127,0)",472.0,438.0,472.0,7.203389830508475,40.0,40.0,0.3148890288392424,1500,21.5,0.0,490.0,490.0,0.800131,-193.33779264214047,29.0,2.394887,0.004897959183673469,0.0069387755102040816,0.004897959183673469,5.357142857142857,0.5096266478441506,0.5000000000000782,7.565235559061503,0.8830403401048554,59.762464,119.875629,5242.115933,2157,387,395,60.0,120.0
14,2022-06-10 10:25:31.455323,can_tapper15,"rgb(255,255,51)",459.0,385.0,460.0,16.122004357298476,40.0,40.0,2.1134439041961401e-13,1500,15.133333333333331,10.0,495.0,485.0,0.755705,-193.1402985074627,146.0,2.16008,0.01443298969072165,0.015257731958762885,0.014639175257731958,24.105011933174225,0.9822491329357741,1.5000000000002345,4.148345232772487,0.8567265860966436,59.946707,119.931754,165507.327245,2158,409,428,60.0,120.0
15,2022-06-22 07:27:05.247930,can_tapper15,"rgb(166,86,40)",456.0,413.0,459.0,9.429824561403509,40.0,40.0,4.94023330676954,1500,13.45,0.0,446.0,446.0,1.011044,-136.46372239747635,19.0,2.014361,0.007847533632286996,0.009641255605381167,0.008520179372197309,6.4133016627078385,0.8260792036564475,1.0000000000001563,3.2620894576029285,0.8935675711939937,35.015126,119.86085,1026093.792607,1860,373,358,60.0,120.0
16,2022-07-05 14:45:17.937934,can_tapper15,"rgb(247,129,191)",472.0,413.0,472.0,12.5,40.0,40.0,2.5523033565785753,1500,19.85,9.0,494.0,485.0,0.627457,-132.61872909698997,72.0,2.136083,0.009484536082474227,0.012164948453608247,0.009484536082474227,7.826086956521739,1.5018284611394788,1.5000000000002345,4.148345232772487,0.914679478282823,55.733503,119.87231,1149492.690004,2109,361,449,60.0,120.0
17,2022-07-05 15:04:08.867471,can_tapper15,"rgb(153,153,153)",479.0,425.0,479.0,11.273486430062631,44.68749999999998,44.68749999999998,1.0400360177937604,1500,18.275,0.0,489.0,489.0,0.59711,-120.24766355140187,332.0,2.11571,0.007770961145194273,0.011042944785276072,0.007975460122699387,8.843537414965986,1.2998472618257133,1.0000000000001563,1.9029463547871976,0.13979702807914385,59.951332,119.901285,1130.929537,1713,344,356,60.0,120.0
18,2022-07-05 15:05:45.626456,can_tapper15,"rgb(228,26,28)",484.0,453.0,485.0,6.40495867768595,52.857142857142826,54.642857142857125,6.603657859841773,394,18.43333333333333,0.0,332.0,332.0,1.017325,-114.89122807017544,10.0,2.024967,0.008734939759036144,0.009337349397590362,0.009036144578313253,5.084745762711864,0.49692211916850315,0.5000000000000782,3.9134845291898115,0.885651432696948,59.896295,119.941449,96.758985,1753,337,413,60.0,120.0
