start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2025-11-05 14:30:06.933344,can_tapper34,2025-11-05 14:29:06.933344,2025-11-05 14:32:06.933344,11.55,15.014745,78.26405,,1120,226,227,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2025-11-05\can_tapper34-03-03-08-59-23.pcap.gz
1,2025-11-05 14:32:31.510653,can_tapper34,2025-11-05 14:31:31.510653,2025-11-05 14:34:31.510653,13.15,12.591045,69.695232,144.577309,990,150,194,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-23.pcap.gz
2,2025-11-19 11:38:16.159731,can_tapper34,2025-11-19 11:37:16.159731,2025-11-19 11:40:16.159731,5.55,59.948503,119.937497,1199144.649078,2159,412,784,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-10-59-23.pcap.gz
3,2025-11-19 11:40:04.718882,can_tapper34,2025-11-19 11:39:04.718882,2025-11-19 11:42:04.718882,5.65,59.979075,119.902523,108.559151,2120,355,465,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-10-59-23.pcap.gz
4,2025-11-19 11:49:46.547048,can_tapper34,2025-11-19 11:48:46.547048,2025-11-19 11:51:46.547048,7.4,59.970756,119.863725,581.828166,2160,426,604,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-24.pcap.gz
5,2025-11-19 12:10:20.438468,can_tapper34,2025-11-19 12:09:20.438468,2025-11-19 12:12:20.438468,6.091666666666667,59.884975,119.995582,1233.89142,2160,437,927,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-24.pcap.gz
6,2026-02-24 14:02:06.668734,can_tapper34,2026-02-24 14:01:06.668734,2026-02-24 14:04:06.668734,9.308333333333334,59.98197,119.88308,8387506.230266,2158,417,620,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-11-59-23.pcap.gz
7,2026-02-26 08:34:08.670642,can_tapper34,2026-02-26 08:33:08.670642,2026-02-26 08:36:08.670642,11.05,59.935869,119.920156,153122.001908,2159,367,683,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-09-59-24.pcap.gz
8,2026-03-03 14:45:52.009706,can_tapper34,2026-03-03 14:44:52.009706,2026-03-03 14:47:52.009706,12.066666666666666,59.985516,119.98998,454303.339064,2160,402,631,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-12-59-23.pcap.gz
9,2026-03-06 13:30:03.486558,can_tapper34,2026-03-06 13:29:03.486558,2026-03-06 13:32:03.486558,14.933333333333332,59.968426,119.870773,254651.476852,2158,418,522,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-14-59-23.pcap.gz
