start_index,start_time,can_tapper_id,start_color,group,V_pre_1_10V,V_min_1_10V,V_at_Iload_1_10V,V_drop_pct,soc_pct_est,V_ocv_1_10V,V_ocv_slope_mV_per_s,n_ocv_samples,ocv_window_start_s,ocv_window_end_s,soc_pct_est_ocv,I_pre_A,I_load_A,delta_I_A,t_load_s,R_internal_est_ohm,R_internal_est_ohm_min_voltage_method,R_internal_est_ohm_from_ocv,R_method,t_min_s,t_recovery_s,tau_relax_s,V_inf_1_10V,relax_fit_r2,n_relax_samples,max_abs_imbalance_pct,mean_abs_imbalance_pct,temp_avg_start_C,I_mean_post_A,I_max_post_A,t_charge_onset_s,n_current_samples_crank,n_current_samples_post,t_before_s,t_after_s,V_rec_1s_1_10V,V_rec_2s_1_10V,V_rec_5s_1_10V,V_rec_10s_1_10V,V_rec_30s_1_10V,V_rec_60s_1_10V,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2025-11-05 14:30:06.933344,can_tapper34,"rgb(228,26,28)",PG1_est,128.0,118.0,125.0,7.8125,100.0,127.0,-9.415165042124015,600,-16.99999999999328,-5.019999999991406,100.0,12.0,384.0,372.0,1.010525,0.0008064516129032258,0.002688172043010753,0.0005376344086021505,synchronized_peak_current_voltage_drop,0.8800000000095167,0.020000000000003126,2.565174071178317,141.41558594445632,0.19204346368692726,3957,4.838709677419355,1.412263067809525,11.55,-5.824120603015075,95.0,2.011577,6,199,60.0,120.0,125.0,118.0,125.0,147.0,146.0,144.0,15.014745,78.26405,,1120,226,227,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2025-11-05\can_tapper34-03-03-08-59-23.pcap.gz
0,2025-11-05 14:30:06.933344,can_tapper34,"rgb(228,26,28)",PG2,126.0,117.0,117.0,7.142857142857142,95.0,127.0,-1.5243097897490965,600,-16.99999999999328,-5.019999999991406,100.0,12.0,384.0,372.0,1.010525,0.0024193548387096775,0.0024193548387096775,0.002688172043010753,synchronized_peak_current_voltage_drop,0.9000000000095199,0.5000000000000782,2.27471676670449,137.17513453226334,0.2552365084398608,3956,2.092050209205021,0.9244825514195929,11.55,-5.824120603015075,95.0,2.011577,6,199,60.0,120.0,117.0,122.0,124.0,139.0,140.0,141.0,15.014745,78.26405,,1120,226,227,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2025-11-05\can_tapper34-03-03-08-59-23.pcap.gz
0,2025-11-05 14:30:06.933344,can_tapper34,"rgb(228,26,28)",PG3_est,127.0,118.0,118.0,7.086614173228346,100.0,127.0,-1.8472273534095098,600,-16.99999999999328,-5.019999999991406,100.0,12.0,384.0,372.0,1.010525,0.0024193548387096775,0.0024193548387096775,0.0024193548387096775,synchronized_peak_current_voltage_drop,0.9000000000095199,1.0000000000001563,2.27471676670449,139.93374759656984,0.21271096626489394,3958,2.4193548387096775,0.5318710084612277,11.55,-5.824120603015075,95.0,2.011577,6,199,60.0,120.0,118.0,124.0,133.0,143.0,144.0,136.0,15.014745,78.26405,,1120,226,227,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2025-11-05\can_tapper34-03-03-08-59-23.pcap.gz
0,2025-11-05 14:30:06.933344,can_tapper34,"rgb(228,26,28)",PG4,127.0,118.0,118.0,7.086614173228346,100.0,127.0,-1.8472273534095098,600,-16.99999999999328,-5.019999999991406,100.0,12.0,384.0,372.0,1.010525,0.0024193548387096775,0.0024193548387096775,0.0024193548387096775,synchronized_peak_current_voltage_drop,0.9000000000095199,1.0000000000001563,2.27471676670449,139.93374759656984,0.21271096626489394,3958,2.4193548387096775,0.5318710084612277,11.55,-5.824120603015075,95.0,2.011577,6,199,60.0,120.0,118.0,124.0,133.0,143.0,144.0,136.0,15.014745,78.26405,,1120,226,227,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2025-11-05\can_tapper34-03-03-08-59-23.pcap.gz
1,2025-11-05 14:32:31.510653,can_tapper34,"rgb(55,126,184)",PG1_est,126.0,109.0,109.0,13.492063492063492,95.0,127.0,1.8127813770939529e-13,478,-14.559999999992897,-5.019999999991406,100.0,11.5,425.0,413.5,0.809023,0.004111245465538089,0.004111245465538089,0.004353083434099154,synchronized_peak_current_voltage_drop,0.8000000000095042,0.5000000000000782,119.99999999999996,111.32807503985276,0.24056445254321168,3543,10.472279260780287,0.6142719541605942,13.15,-10.325581395348838,32.0,2.312557,7,129,60.0,120.0,118.0,123.0,130.0,148.0,147.0,129.0,12.591045,69.695232,144.577309,990,150,194,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-23.pcap.gz
1,2025-11-05 14:32:31.510653,can_tapper34,"rgb(55,126,184)",PG2,126.0,117.0,126.0,7.142857142857142,95.0,126.0,2.748315459967655e-13,478,-14.559999999992897,-5.019999999991406,95.0,11.5,425.0,413.5,0.809023,,0.002176541717049577,,synchronized_peak_current_voltage_drop,0.8200000000095073,1.0000000000001563,1.7887444673306678,134.81543033621625,0.19537892963139858,3543,3.490759753593429,0.21712845207414996,13.15,-10.325581395348838,32.0,2.312557,7,129,60.0,120.0,117.0,122.0,131.0,139.0,139.0,128.0,12.591045,69.695232,144.577309,990,150,194,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-23.pcap.gz
1,2025-11-05 14:32:31.510653,can_tapper34,"rgb(55,126,184)",PG3_est,126.0,117.0,126.0,7.142857142857142,95.0,127.0,-7.9404019639288945,478,-14.559999999992897,-5.019999999991406,100.0,11.5,425.0,413.5,0.809023,,0.002176541717049577,0.0002418379685610641,synchronized_peak_current_voltage_drop,0.8200000000095073,1.0000000000001563,119.99999999999996,115.96893407810613,0.19225886100696743,3543,3.490759753593429,0.2542418541360056,13.15,-10.325581395348838,32.0,2.312557,7,129,60.0,120.0,117.0,120.0,132.0,143.0,144.0,129.0,12.591045,69.695232,144.577309,990,150,194,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-23.pcap.gz
1,2025-11-05 14:32:31.510653,can_tapper34,"rgb(55,126,184)",PG4,126.0,117.0,126.0,7.142857142857142,95.0,127.0,-7.9404019639288945,478,-14.559999999992897,-5.019999999991406,100.0,11.5,425.0,413.5,0.809023,,0.002176541717049577,0.0002418379685610641,synchronized_peak_current_voltage_drop,0.8200000000095073,1.0000000000001563,119.99999999999996,115.96893407810613,0.19225886100696743,3543,3.490759753593429,0.2542418541360056,13.15,-10.325581395348838,32.0,2.312557,7,129,60.0,120.0,117.0,120.0,132.0,143.0,144.0,129.0,12.591045,69.695232,144.577309,990,150,194,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-08-59-23.pcap.gz
2,2025-11-19 11:38:16.159731,can_tapper34,"rgb(77,175,74)",PG1_est,131.0,118.0,119.0,9.923664122137405,100.0,134.0,-43.19720142097163,1500,-35.019999999991406,-5.019999999991406,100.0,0.0,354.0,354.0,1.212648,0.003389830508474576,0.003672316384180791,0.00423728813559322,synchronized_peak_current_voltage_drop,0.6400000000094792,0.0800000000000125,2.0171482422437275,140.25393147911836,0.1597157994051832,5967,9.54356846473029,2.012194592837365,5.55,-1.0818505338078293,478.0,2.803151,3,281,60.0,120.0,119.0,125.0,144.0,141.0,143.0,142.0,59.948503,119.937497,1199144.649078,2159,412,784,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-10-59-23.pcap.gz
2,2025-11-19 11:38:16.159731,can_tapper34,"rgb(77,175,74)",PG2,130.0,116.0,119.0,10.76923076923077,100.0,133.0,-66.94122975164744,1500,-35.019999999991406,-5.019999999991406,100.0,0.0,354.0,354.0,1.212648,0.0031073446327683617,0.0039548022598870055,0.0039548022598870055,synchronized_peak_current_voltage_drop,0.7200000000094917,1.0000000000001563,1.5862030873085784,140.19562238132784,0.1772885258312591,5963,7.8838174273858925,1.1880055605317994,5.55,-1.0818505338078293,478.0,2.803151,3,281,60.0,120.0,116.0,125.0,145.0,142.0,142.0,143.0,59.948503,119.937497,1199144.649078,2159,412,784,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-62_GNGP-56\2026-05-01\2022-09-06\can_tapper34-03-03-10-59-23.pcap.gz
