start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2025-11-05 14:30:06.933344,can_tapper34,"rgb(228,26,28)",508.0,471.0,508.0,7.283464566929133,98.75,100.0,9.415165042124015,600,11.55,12.0,384.0,372.0,1.010525,-5.824120603015075,95.0,2.011577,0.008064516129032258,0.009946236559139785,0.008064516129032258,4.838709677419355,0.8501219090378933,1.0000000000001563,2.27471676670449,0.19204346368692726,15.014745,78.26405,,1120,226,227,60.0,120.0
1,2025-11-05 14:32:31.510653,can_tapper34,"rgb(55,126,184)",504.0,460.0,507.0,8.73015873015873,95.0,98.75,7.9404019639288945,478,13.15,11.5,425.0,413.5,0.809023,-10.325581395348838,32.0,2.312557,0.004111245465538089,0.01064087061668682,0.0048367593712212815,10.472279260780287,0.33497102862668887,1.0000000000001563,119.99999999999996,0.19225886100696743,12.591045,69.695232,144.577309,990,150,194,60.0,120.0
2,2025-11-19 11:38:16.159731,can_tapper34,"rgb(77,175,74)",523.0,468.0,533.0,10.51625239005736,100.0,100.0,66.94122975164744,1500,5.55,0.0,354.0,354.0,1.212648,-1.0818505338078293,478.0,2.803151,0.012711864406779662,0.015536723163841807,0.015536723163841809,9.54356846473029,1.1294419704257177,1.0000000000001563,1.7887444673306678,0.1597157994051832,59.948503,119.937497,1199144.649078,2159,412,784,60.0,120.0
3,2025-11-19 11:40:04.718882,can_tapper34,"rgb(152,78,163)",520.0,467.0,571.0,10.192307692307692,100.0,100.0,67.56392336173303,1500,5.65,15.0,478.0,463.0,0.91849,51.18779342723005,490.0,2.013322,0.004751619870410367,0.011447084233261337,0.015766738660907127,7.6305220883534135,1.0552856582595884,1.0000000000001563,13.796534727134544,0.2478007981420839,59.979075,119.902523,108.559151,2120,355,465,60.0,120.0
4,2025-11-19 11:49:46.547048,can_tapper34,"rgb(255,127,0)",505.0,448.0,509.0,11.287128712871288,96.25,100.0,7.426181078301744,1500,7.4,0.0,490.0,490.0,1.04677,-14.583061889250814,17.0,2.053208,0.01,0.01163265306122449,0.010816326530612244,10.37344398340249,1.9119185286420628,1.5000000000002345,2.7289468883321724,0.8477428225897531,59.970756,119.863725,581.828166,2160,426,604,60.0,120.0
5,2025-11-19 12:10:20.438468,can_tapper34,"rgb(255,255,51)",505.0,463.0,519.0,8.316831683168317,96.25,100.0,40.93368041496198,1500,6.091666666666667,0.0,306.0,306.0,1.466638,-12.180272108843537,101.0,2.061377,0.012745098039215686,0.013725490196078433,0.017320261437908498,5.112474437627812,1.0827771311689367,1.5000000000002345,2.27471676670449,0.8161206379068124,59.884975,119.995582,1233.89142,2160,437,927,60.0,120.0
6,2026-02-24 14:02:06.668734,can_tapper34,"rgb(166,86,40)",492.0,452.0,495.0,8.130081300813007,68.33333333333339,75.58333333333339,4.854002157333609,1500,9.308333333333334,12.0,289.0,277.0,1.387586,-28.292207792207794,13.0,2.581486,0.012996389891696752,0.01444043321299639,0.014079422382671482,6.086956521739131,0.983566827402085,1.0000000000001563,2.0171482422437275,0.7423629724079746,59.98197,119.88308,8387506.230266,2158,417,620,60.0,120.0
7,2026-02-26 08:34:08.670642,can_tapper34,"rgb(247,129,191)",496.0,448.0,499.0,9.67741935483871,78.58333333333337,87.00000000000001,3.8246150331613973,1500,11.05,0.0,361.0,361.0,1.166802,-22.6742671009772,138.0,2.26395,0.012465373961218837,0.01329639889196676,0.013296398891966758,8.932461873638344,1.0751179337378762,1.5000000000002345,2.27471676670449,0.6889830903891075,59.935869,119.920156,153122.001908,2159,367,683,60.0,120.0
8,2026-03-03 14:45:52.009706,can_tapper34,"rgb(153,153,153)",503.0,463.0,507.0,7.952286282306163,93.75,98.75,1.6860985271545024,1500,12.066666666666666,19.0,281.0,262.0,1.423504,-24.344594594594593,21.0,2.019805,0.012595419847328244,0.015267175572519083,0.014122137404580152,5.349794238683128,0.9391598027389663,1.0000000000001563,2.27471676670449,0.6107283687392742,59.985516,119.98998,454303.339064,2160,402,631,60.0,120.0
9,2026-03-06 13:30:03.486558,can_tapper34,"rgb(228,26,28)",503.0,456.0,504.0,9.343936381709742,93.75,95.0,1.2706850091927508,1500,14.933333333333332,9.0,259.0,250.0,1.574283,-24.320284697508896,135.0,2.06845,0.012799999999999999,0.0188,0.0132,4.273504273504273,0.8725582119808488,1.0200000000001594,1.7887444673306678,0.7574263202222037,59.968426,119.870773,254651.476852,2158,418,522,60.0,120.0
