battery_id,block,ocv_label_V,kind,timestamp,filename,rest_baseline_Vmean,ocv_window_Vpre,wakeup_load_1_sag_V,wakeup_load_1_R_int_mohm,wakeup_load_2_sag_V,wakeup_load_2_R_int_mohm,glow_plug_like_load_1_Vmean,driving_aux_load_1_V_mean,driving_aux_load_1_V_std,driving_aux_load_1_R_int_est_mohm,ramp_like_load_1_V_mean,ramp_like_load_1_V_std,ramp_like_load_1_R_int_est_mohm,crank_cold_V_pre,crank_cold_V_min,crank_cold_I_peak_A,crank_cold_V_sustained,crank_cold_R_int_apparent_mohm,crank_hot_V_pre,crank_hot_V_min,crank_hot_I_peak_A,crank_hot_V_sustained,crank_hot_R_int_apparent_mohm,recovery_after_cold_V_plus30s,recovery_after_hot_V_plus30s,alternator_charge_after_cold_Ah,alternator_charge_after_cold_ratio_pct,total_ah_discharged,total_ah_charged,run_duration_s,n_events,min_voltage,final_voltage,recovery_after_evt6_V_plus30s,alternator_charge_after_evt7_Ah,alternator_charge_after_evt7_ratio_pct,crank_1_V_pre,crank_1_V_min,crank_1_I_peak_A,crank_1_V_sustained,crank_1_R_int_apparent_mohm,recovery_after_1_V_plus30s,alternator_charge_after_1_Ah,alternator_charge_after_1_ratio_pct,recovery_after_evt12_V_plus30s,block_c5_capacity_ah,block_c5_reached_cutoff,cutoff_hit,soc_pct
ul18_12_unit2,2,13.44,Block,2026-07-06 16:08:17.790276,Block_02_OCV13p44V_testday_bdps_2026-07-06_16-08-16.csv,13.357055012853472,13.309999999999999,0.09710568086883598,297.12323269503725,-0.04179244652406666,-374.68424979551514,13.186448775055675,13.358575605680867,0.1365425554829968,2854.3380827854307,13.216954887218046,0.010236695989760243,58.33192142499892,13.168000000000001,13.168,0.33,13.168000000000001,5.382899513334093e-12,13.26,13.243,0.334,13.235000000000003,50.898203592812756,13.252,13.26,0.048898995,244.75284932152118,0.039464482222222236,0.048898995,2065.176,13,13.168,13.252,,,,,,,,,,,,,16.2600066675,True,False,100.0
ul18_12_unit2,2,12.53,Block,2026-07-06 17:40:52.042789,Block_02_OCV12p53V_testday_bdps_2026-07-06_17-40-51.csv,12.55663728639342,12.577,0.8115091896407698,90.24812610292784,-0.4897874039425343,-164.6369546041925,11.75816035634744,11.993885579064589,0.10839091636166003,584.4672210178394,12.08821804511278,0.21119986632103505,47.45016540613445,11.7497,11.743,9.013,11.734950000000003,0.7433706867857952,12.467999999999998,12.093,9.003,12.009200000000002,41.652782405864514,12.435,12.468,0.19513239111111116,35.7597899241678,1.0316983819444443,0.1954062355555556,2065.179,13,11.643,12.51,,,,,,,,,,,,,16.2600066675,True,False,91.0
ul18_12_unit2,2,12.39,Block,2026-07-06 18:24:19.925110,Block_02_OCV12p39V_testday_bdps_2026-07-06_18-24-18.csv,12.424472654741988,12.443,0.5934695071010871,65.99716281589629,-0.3262563502673803,-109.61163266096746,11.809710467706012,11.858603453077135,0.10973293992959582,932.3126236432618,11.950456140350877,0.2164383893793638,48.66129237140967,11.793000000000001,11.793,9.007,11.793000000000001,1.9721958914180643e-13,12.327,11.943,9.003,11.855399999999998,42.6524491836055,12.293,12.327,0.19516526972222228,35.75821390972669,1.0326225355555554,0.19516526972222228,2065.168,13,11.76,12.377,,,,,,,,,,,,,16.2600066675,True,False,77.0
ul18_12_unit2,2,12.25,Block,2026-07-06 19:07:47.378029,Block_02_OCV12p25V_testday_bdps_2026-07-06_19-07-46.csv,12.280873923660199,12.301999999999998,0.6036165413533805,67.12553606531164,-0.33757801536919274,-113.22437975542807,11.649696767001116,11.697489278752437,0.1108405059044732,837.265945296165,11.792867167919802,0.22804108564380093,51.35615699729151,11.634999999999998,11.635,9.007,11.634599999999997,-1.9721958914180643e-13,12.185,11.777,9.003,11.684249999999999,45.31822725758094,12.152,12.177,0.1951141572222222,35.73992957113137,1.0327891149999995,0.1951141572222222,2065.169,13,11.593,12.235,,,,,,,,,,,,,16.2600066675,True,False,64.0
ul18_12_unit2,2,12.23,Block,2026-07-06 19:44:14.637326,Block_02_OCV12p23V_testday_bdps_2026-07-06_19-44-13.csv,12.23874964657499,12.242999999999997,0.6251424394319116,69.5195397951589,-0.3433746657754,-115.35444214930511,11.559853006681514,11.605903426791278,0.1129009335954408,41.55302811098274,11.704959390862944,0.23966273547903483,53.926491700517516,11.543000000000001,11.543,9.007,11.543000000000001,1.9721958914180643e-13,12.102,11.677,9.003,11.58295,47.20648672664675,12.068,12.102,0.1951461102777778,35.76143806345307,1.032520505277778,0.1951461102777778,2065.193,13,11.502,12.152,,,,,,,,,,,,,16.2600066675,True,False,63.0
ul18_12_unit2,2,12.16,Block,2026-07-06 20:20:42.274376,Block_02_OCV12p16V_testday_bdps_2026-07-06_20-20-41.csv,12.161819657112945,12.168000000000001,0.6477351190476206,72.03255938843456,-0.3559059333560022,-118.85201432102288,11.451355353075172,11.489997450424928,0.12458414335447895,1803.0341621428938,11.461418181818184,0.36175411636688054,81.67576805925576,11.4338,11.435,9.007,11.426999999999998,-0.1332297102254642,12.018,11.502,9.007,11.391250000000003,57.288775396913515,11.985,12.018,0.19514471444444445,35.74741632117655,1.032891201388889,0.19514471444444445,2065.155,13,11.076,12.077,,,,,,,,,,,,,16.2600066675,True,False,56.0
ul18_12_unit2,2,12.08,Block,2026-07-06 20:57:09.554606,Block_02_OCV12p08V_testday_bdps_2026-07-06_20-57-08.csv,12.083271687443778,12.088208020050129,0.8999429406850457,100.07845689729493,-0.4959116310160461,-166.75068441423693,11.128613585746102,11.22268337510443,0.17427932923812828,107.15904642786431,11.399456140350877,0.3506215568765085,78.26970863808162,11.072149999999999,11.068,9.056,11.2025,0.4582597173144004,11.935,11.343,9.03,11.127900000000002,65.55924695459585,11.893,11.935,0.19518489250000007,35.76755019435146,1.0320422924999997,0.19532861500000007,2065.178,13,11.002,11.993,,,,,,,,,,,,,16.2600066675,True,False,49.0
ul18_12_unit2,2,11.99,Block,2026-07-06 21:33:36.851526,Block_02_OCV11p99V_testday_bdps_2026-07-06_21-33-35.csv,12.002649273872253,12.01,0.9371148705096051,104.21202376929314,-0.5756973605078528,-193.44975601847884,10.973144766146993,11.036377053745474,0.15414345348435204,1467.2766974809292,11.2216992481203,0.4074533843588734,91.58540202560293,10.983799999999999,10.96,9.007,10.93015,2.6423892528031336,11.836200000000002,11.218,9.007,10.968100000000003,68.63550571777525,11.793,11.835,0.19515603666666664,35.75821575033859,1.0320656775000006,0.19536027916666665,2065.155,13,10.843,11.902,,,,,,,,,,,,,16.2600066675,True,False,42.0
ul18_12_unit2,2,11.83,Block,2026-07-06 22:13:35.053736,Block_02_OCV11p83V_testday_bdps_2026-07-06_22-13-34.csv,11.857232617915436,11.877340000000002,1.023038612620141,113.7667424590708,-0.6156702973605075,-206.890654537293,10.734367892976588,10.80887245892509,0.17124415206782695,721.5101202285409,10.974781954887218,0.46507963052795354,104.68538229817958,10.717999999999998,10.718,9.007,10.6707,-1.9721958914180643e-13,11.693000000000001,10.851,9.003,10.69705,93.52438076196829,11.635,11.693,0.1951932913888888,35.77616506994224,1.0316440433333334,0.1953840299999999,2065.18,13,10.51,11.785,,,,,,,,,,,,,16.2600066675,True,False,31.0
ul18_12_unit2,2,11.79,Block,2026-07-06 22:52:05.439206,Block_02_OCV11p79V_testday_bdps_2026-07-06_22-52-04.csv,11.8008126204858,11.809999999999999,1.1335006268282513,126.05246960123509,-0.6425908620113621,-215.92643359520062,10.468399777282851,10.550724867724867,0.2271505843298208,2538.959463874153,10.683593984962405,0.5457289949266659,122.79682167011892,10.392999999999999,10.376,9.007,10.34665,1.8874208948594937,11.56,10.71,9.003,10.447149999999999,94.4129734532933,11.477,11.56,0.1951857088888889,35.77493340259449,1.0318655166666668,0.1953719863888889,2065.179,13,10.168,11.677,,,,,,,,,,,,,16.2600066675,True,False,29.0
ul18_12_unit2,3,13.39,Block,2026-07-09 01:51:47.096225,Block_03_OCV13p39V_testday_bdps_2026-07-09_01-51-46.csv,13.326037270273744,13.289090225563914,0.10546995403259452,322.75669101934534,-0.04044938189108116,-363.05703832545413,13.155991081382385,13.28628627123364,0.12151121403369788,1266.3160291285567,13.175478696741854,0.01156105823333065,67.33348669688944,13.141399999999999,13.135,0.33,13.135,19.393939393937256,13.235000000000003,13.21,0.334,13.2028,74.85029940120398,13.219,13.235,0.03986367694444433,199.67939397322564,0.03942073333333335,0.03986367694444433,2065.18,13,13.135,13.235,,,,,,,,,,,,,13.87775542861111,True,False,100.0
ul18_12_unit2,3,12.57,Block,2026-07-09 03:17:18.234929,Block_03_OCV12p57V_testday_bdps_2026-07-09_03-17-17.csv,12.600352442159382,12.618045112781951,0.8566587301587294,95.26528724594799,-0.5293722686267941,-177.95296903849075,11.752140468227426,11.9777343358396,0.11123092774090149,549.2509671242232,12.083243107769421,0.24356609915587776,54.74786691477339,11.6571,11.702,9.01,11.753200000000001,-4.983351831298576,12.509999999999998,12.06,9.003,11.8892,49.98333888703738,12.468,12.502,0.19515768000000006,35.765255393634746,1.0317053955555557,0.19539502805555561,2065.183,13,11.56,12.552,,,,,,,,,,,,,13.87775542861111,True,False,94.0
ul18_12_unit2,3,12.44,Block,2026-07-09 04:00:45.774052,Block_03_OCV12p44V_testday_bdps_2026-07-09_04-00-44.csv,12.46272715589256,12.481471177944865,0.8595435254803689,95.58701633205878,-0.490622435683262,-164.91536372713873,11.595488864142538,11.824279866332498,0.11197475763594679,114.42706167014013,11.82825814536341,0.3444918178403754,76.71536678439465,11.572850000000003,11.568,9.007,11.580100000000002,0.5384700788279013,12.3636,11.86,9.003,11.61285,55.93690991891597,12.327,12.36,0.19519103638888882,35.772705386120165,1.0315299572222214,0.19531354972222217,2065.163,13,11.368,12.41,,,,,,,,,,,,,13.87775542861111,True,False,82.0
ul18_12_unit2,3,12.29,Block,2026-07-09 04:44:13.489248,Block_03_OCV12p29V_testday_bdps_2026-07-09_04-44-12.csv,12.312381827528597,12.334619047619052,0.8305578771416666,92.3624917548638,-0.48756537433155245,-163.96191998773597,11.43544543429844,11.476980506822612,0.20939350608030843,126.49647483494877,11.620631578947368,0.3863416905537286,86.76097220427532,11.435,11.435,9.003,11.422500000000001,0.0,12.210000000000003,11.66,9.072,11.4845,60.62610229276924,12.168,12.202,0.1951632080555555,35.769535909676215,1.0313828533333333,0.19538006277777775,2065.174,13,11.16,12.26,,,,,,,,,,,,,13.87775542861111,True,False,67.0
ul18_12_unit2,3,12.26,Block,2026-07-09 05:20:40.776255,Block_03_OCV12p26V_testday_bdps_2026-07-09_05-20-39.csv,12.265052306901428,12.268000000000002,0.8750885917258682,97.3158078593611,-0.5215837788172379,-175.07895430407424,11.235573021181716,11.289367864104705,0.1426592990035343,60.24818084168849,11.51725814536341,0.40214975704991685,90.03922458190605,11.212000000000002,11.21,9.003,11.202350000000001,0.22214817283135263,12.1189,11.468,9.003,11.293199999999999,72.29812284793957,12.085,12.118,0.19517685027777776,35.763397956403246,1.0318930852777777,0.19544147166666664,2065.168,13,11.076,12.177,,,,,,,,,,,,,13.87775542861111,True,False,65.0
ul18_12_unit2,3,12.18,Block,2026-07-09 05:57:08.065306,Block_03_OCV12p18V_testday_bdps_2026-07-09_05-57-07.csv,12.183161675877136,12.185842105263157,1.0232676691729328,113.79231729704426,-0.5981750083528219,-201.0600717031354,11.07769899665552,11.12552380952381,0.14289686971988202,737.1939165845197,11.365075187969923,0.4436032223825393,99.84044974599243,11.09015,11.076,9.003,11.062000000000001,1.5716983227811836,12.026999999999997,11.218,9.007,11.012049999999999,89.81902964361025,11.985,12.027,0.19517120527777782,35.76617863143826,1.031916503333334,0.1955300055555556,2065.186,13,10.893,12.085,,,,,,,,,,,,,13.87775542861111,True,False,58.0
