start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2020-11-02 12:57:51.225095,can_tapper20,2020-11-02 12:56:51.225095,2020-11-02 12:59:51.225095,14.874285714285714,59.864097,119.95605,,2159,329,781,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-75_CP-11\20220117\can_Tapper20-11-02-12-02-24.pcap.gz
1,2020-11-02 13:31:59.590289,can_tapper20,2020-11-02 13:30:59.590289,2020-11-02 13:33:59.590289,15.075,59.983693,119.912849,2048.365194,2159,385,740,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-75_CP-11\20220117\can_Tapper20-11-02-13-02-24.pcap.gz
2,2020-11-03 08:36:27.095598,can_tapper20,2020-11-03 08:35:27.095598,2020-11-03 08:38:27.095598,13.528571428571428,59.862473,119.972961,68667.505309,2160,266,524,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-75_CP-11\20220117\can_Tapper20-11-03-08-09-19.pcap.gz
3,2020-11-03 16:12:14.645895,can_tapper20,2020-11-03 16:11:14.645895,2020-11-03 16:14:14.645895,10.355555555555556,59.980975,119.885279,27347.550297,1534,277,441,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-03-16-09-19.pcap.gz
4,2020-11-03 16:13:56.054394,can_tapper20,2020-11-03 16:12:56.054394,2020-11-03 16:15:56.054394,10.528571428571428,9.556828,56.507724,101.408499,795,158,288,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-03-16-13-46.pcap.gz
5,2020-11-04 08:23:03.408609,can_tapper20,2020-11-04 08:22:03.408609,2020-11-04 08:25:03.408609,10.533333333333335,5.963738,119.851562,58147.354215,1512,334,524,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-04-08-22-57.pcap.gz
6,2020-11-17 07:26:05.592780,can_tapper20,2020-11-17 07:25:05.592780,2020-11-17 07:28:05.592780,8.80625,4.104504,119.973655,1119782.184171,1491,360,671,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-17-07-26-01.pcap.gz
7,2020-11-17 07:52:15.894242,can_tapper20,2020-11-17 07:51:15.894242,2020-11-17 07:54:15.894242,8.74,59.98965,119.842073,1570.301462,2160,260,534,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-17-07-26-01.pcap.gz
8,2020-11-17 09:58:47.656008,can_tapper20,2020-11-17 09:57:47.656008,2020-11-17 10:00:47.656008,10.15,59.869269,119.92633,7591.761766,2159,338,712,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-17-09-26-01.pcap.gz
9,2020-11-17 10:10:59.131359,can_tapper20,2020-11-17 10:09:59.131359,2020-11-17 10:12:59.131359,10.3,59.891973,119.918329,731.475351,2158,420,731,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-17-09-26-01.pcap.gz
10,2020-11-25 13:39:20.517300,can_tapper20,2020-11-25 13:38:20.517300,2020-11-25 13:41:20.517300,6.1,5.349274,119.995558,703701.385941,1505,317,608,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-25-13-39-15.pcap.gz
11,2020-11-27 10:24:07.586895,can_tapper20,2020-11-27 10:23:07.586895,2020-11-27 10:26:07.586895,14.9375,59.900084,119.808808,161087.069595,1647,311,724,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-27-10-22-09.pcap.gz
12,2020-11-27 10:26:09.869213,can_tapper20,2020-11-27 10:25:09.869213,2020-11-27 10:28:09.869213,14.89166666666667,59.884217,119.846969,122.282318,1647,377,650,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-11-27-10-26-05.pcap.gz
13,2020-12-01 08:23:00.855548,can_tapper20,2020-12-01 08:22:00.855548,2020-12-01 08:25:00.855548,2.55,3.587558,119.991921,338210.986335,1485,342,513,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper20-12-01-08-22-56.pcap.gz
