start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2020-11-02 10:23:38.241481,can_tapper16,"rgb(228,26,28)",499.0,439.0,500.0,12.024048096192384,87.00000000000001,90.0,3.6462949539079923,1500,13.583333333333334,6.0,275.0,269.0,1.15792,-5.365758754863813,25.0,2.256724,0.019702602230483268,0.022304832713754646,0.02007434944237918,11.016949152542374,1.0114886724260916,1.0000000000001563,22.311464047271706,0.18295446132037396,59.919731,119.944524,,2160,389,178,60.0,120.0
1,2020-11-02 13:46:18.276979,can_tapper16,"rgb(55,126,184)",492.0,443.0,496.0,9.959349593495935,68.33333333333339,78.00000000000004,6.587976261321718,1500,14.383333333333335,0.0,500.0,500.0,0.800381,-24.875,500.0,2.801555,0.0074,0.0098,0.0082,8.131868131868131,1.1004076784165109,1.0200000000001594,1.7887444673306678,0.187904295878918,59.863369,119.98598,12160.035498,2158,378,549,60.0,120.0
2,2020-11-02 13:48:08.994860,can_tapper16,"rgb(77,175,74)",516.0,443.0,531.0,14.147286821705427,100.0,100.0,64.73569099363036,1500,14.475,0.0,500.0,500.0,0.9422,-35.27731092436975,17.0,2.340625,0.0114,0.014599999999999998,0.0144,17.322834645669293,2.34237586505374,1.5000000000002345,2.0171482422437275,0.7345128096578599,59.990782,119.912623,110.717881,2159,348,629,60.0,120.0
3,2020-11-03 08:57:01.148757,can_tapper16,"rgb(152,78,163)",503.0,446.0,504.0,11.332007952286283,93.75,95.0,4.479433101969236,1500,14.09,0.0,273.0,273.0,1.24129,-20.633986928104576,8.0,2.337577,0.016483516483516484,0.020879120879120878,0.01684981684981685,10.31578947368421,1.3316165517920626,1.0000000000001563,2.7289468883321724,0.855318541980222,59.994197,119.966068,68932.153897,2159,402,523,60.0,120.0
4,2020-11-03 12:09:45.776112,can_tapper16,"rgb(255,127,0)",496.0,452.0,499.0,8.870967741935484,78.58333333333337,87.00000000000001,1.7947830199031547,1500,14.233333333333334,0.0,499.0,499.0,1.062606,-50.99288256227758,19.0,2.066154,0.008016032064128258,0.008817635270541083,0.008617234468937876,10.169491525423728,0.9936151670329316,1.0000000000001563,2.4199454189414036,0.6857507379450635,59.987406,119.997402,11564.627355,2159,350,758,60.0,120.0
5,2020-11-03 15:18:21.706696,can_tapper16,"rgb(255,255,51)",503.0,448.0,504.0,10.934393638170974,93.75,95.0,4.016775118566065,1500,16.3,0.0,497.0,497.0,0.636846,-35.63898916967509,44.0,2.135354,0.008651911468812876,0.011066398390342052,0.008651911468812876,9.327548806941431,1.2689767346368341,1.0000000000001563,2.4199454189414036,0.7846669282466495,59.908951,119.980319,11315.930584,2159,386,669,60.0,120.0
6,2020-11-04 08:49:58.662012,can_tapper16,"rgb(166,86,40)",500.0,460.0,500.0,8.0,90.0,88.25000000000001,1.409653959845977,1500,,0.0,264.0,264.0,0.981501,-19.34,10.0,2.382576,0.012878787878787878,0.015151515151515152,0.012878787878787878,6.172839506172839,1.4022272929678188,0.5000000000000782,3.077404581544478,0.8273487798522208,59.958844,119.963329,63096.955316,2160,401,398,60.0,120.0
7,2020-11-04 10:39:59.057213,can_tapper16,"rgb(247,129,191)",495.0,455.0,495.0,8.080808080808081,75.58333333333339,75.58333333333339,6.693576308254958,1500,,0.0,499.0,499.0,0.735576,-39.51528384279476,24.0,2.236252,0.005811623246492986,0.008016032064128258,0.005811623246492986,11.157894736842104,0.8334370243555876,0.5200000000000813,2.565174071178317,0.7209407962820285,59.924724,119.964303,6600.395201,2159,354,400,60.0,120.0
8,2020-11-04 13:19:58.831526,can_tapper16,"rgb(153,153,153)",495.0,456.0,496.0,7.878787878787878,75.58333333333339,78.00000000000004,8.583024582765252e-13,367,12.0,0.0,412.0,412.0,0.823945,-66.15289256198348,66.0,2.22904,0.00849514563106796,0.009466019417475728,0.008737864077669903,4.680851063829787,0.4009561910231798,0.5000000000000782,3.678623825607137,0.6430766365409046,59.896093,119.981494,9599.774313,1787,286,403,60.0,120.0
9,2020-11-05 08:37:19.736817,can_tapper16,"rgb(228,26,28)",503.0,433.0,504.0,13.916500994035786,93.75,95.0,2.025769789230697,1500,10.379999999999999,0.0,317.0,317.0,1.035742,-22.225352112676056,16.0,2.033461,0.015457413249211356,0.022082018927444796,0.015772870662460567,13.41991341991342,1.4224723148019176,1.5000000000002345,2.892719705486028,0.8477911804466585,59.997527,119.972622,69440.905291,2159,409,381,60.0,120.0
10,2020-11-05 10:05:57.886520,can_tapper16,"rgb(55,126,184)",500.0,466.0,503.0,6.800000000000001,88.25000000000001,93.75,0.5602402489954175,1500,12.608333333333333,9.0,374.0,365.0,0.790402,-29.66420664206642,5.0,2.191747,0.0063013698630137,0.009315068493150686,0.007123287671232877,3.8297872340425534,0.5899286188227527,0.24000000000003752,2.0171482422437275,0.766006701506452,59.857747,119.994705,5318.149703,2158,415,417,60.0,120.0
11,2021-01-12 14:11:49.177654,can_tapper16,"rgb(77,175,74)",504.0,446.0,507.0,11.507936507936508,95.0,98.75,1.0253418337657547e-12,74,3.8416666666666663,11.0,274.0,263.0,1.114814,-5.5773809523809526,76.0,2.114543,0.01634980988593156,0.0220532319391635,0.01749049429657795,11.67728237791932,0.855330087691895,1.0000000000001563,3.2620894576029285,0.7796565291874279,4.736263,119.873959,5889951.291134,1495,349,424,60.0,120.0
12,2021-01-12 14:14:03.526514,can_tapper16,"rgb(152,78,163)",505.0,442.0,567.0,12.475247524752476,96.25,100.0,35.559118026269026,1500,3.85,13.5,313.0,299.5,1.647775,-7.928792569659443,281.0,2.146407,0.015025041736227044,0.021035058430717863,0.035726210350584306,12.475247524752476,0.4873559665202931,2.0000000000003126,2.27471676670449,0.790357496340112,59.779533,119.888569,134.34886,2157,484,626,60.0,120.0
13,2021-01-14 12:00:16.917310,can_tapper16,"rgb(255,127,0)",500.0,457.0,504.0,8.6,88.25000000000001,95.0,14.497260647383445,314,16.125,0.0,438.0,438.0,0.514598,-16.98804780876494,7.0,2.515992,0.00410958904109589,0.009817351598173514,0.00502283105022831,5.781584582441114,1.2390026735577553,1.0000000000001563,3.678623825607137,0.8011755738864474,9.306602,119.803646,164773.390796,1551,279,439,60.0,120.0
14,2021-02-03 10:15:39.704841,can_tapper16,"rgb(255,255,51)",473.0,426.0,473.0,9.936575052854122,40.0,40.0,2.008030347894467e-12,48,4.1,0.0,499.0,499.0,0.635444,-42.51975683890578,80.0,2.039078,0.004609218436873748,0.009418837675350702,0.004609218436873748,5.777777777777778,1.0734451134747622,1.5000000000002345,4.67804510221319,0.8265918990896084,3.979702,119.920487,1721722.787531,1488,340,347,60.0,120.0
15,2021-02-03 13:01:28.913155,can_tapper16,"rgb(166,86,40)",480.0,429.0,484.0,10.625,46.339285714285694,52.857142857142826,1.1612664883185196e-12,264,6.7,0.0,433.0,433.0,0.534763,-32.62303664921466,390.0,2.041683,0.005080831408775982,0.011778290993071594,0.006004618937644342,6.575963718820861,1.4009108520735263,1.260000000000197,2.892719705486028,0.29847129809194006,8.286887,119.844516,9949.208314,1014,208,126,60.0,120.0
16,2021-02-23 08:06:52.920851,can_tapper16,"rgb(247,129,191)",496.0,444.0,499.0,10.483870967741936,78.00000000000004,87.00000000000001,0.25012455561066876,1500,9.125,14.5,354.0,339.5,1.385779,-12.940625,15.0,2.378579,0.010898379970544918,0.015316642120765831,0.011782032400589103,7.559395248380129,0.8556374927734789,1.0000000000001563,3.2620894576029285,0.8624190049997421,59.995691,119.842152,1710324.007696,2159,426,683,60.0,120.0
17,2021-02-23 10:13:40.226651,can_tapper16,"rgb(153,153,153)",496.0,434.0,499.0,12.5,78.00000000000004,87.00000000000001,3.35644593619761,1500,11.2,0.0,345.0,345.0,1.087666,-21.212418300653596,14.0,2.086297,0.015942028985507242,0.017971014492753623,0.016811594202898548,7.029478458049887,0.7278784087587651,1.0000000000001563,2.27471676670449,0.8081015826240614,59.987556,119.838278,7607.3058,2158,373,330,60.0,120.0
18,2021-03-05 08:55:19.366387,can_tapper16,"rgb(228,26,28)",495.0,444.0,499.0,10.303030303030303,75.58333333333339,87.00000000000001,3.1138147172504125,1500,3.0,14.0,274.0,260.0,1.408947,-8.109271523178808,14.0,2.006305,0.015000000000000001,0.019615384615384618,0.01653846153846154,7.5,1.0803510750488496,1.0000000000001563,2.7289468883321724,0.8172018544536199,59.892349,119.98452,859299.139736,2160,399,373,60.0,120.0
19,2021-03-05 14:00:27.390996,can_tapper16,"rgb(55,126,184)",554.0,503.0,558.0,9.2057761732852,100.0,100.0,6.825443033529203,1500,4.0,0.0,313.0,313.0,0.946628,-9.573248407643312,-2.0,,0.0134185303514377,0.016293929712460062,0.014696485623003195,4.267161410018553,0.7670011616535757,2.0200000000003158,1.801675664776153,0.7118508516996906,59.882546,119.982371,18308.024609,2160,200,489,60.0,120.0
20,2021-03-18 09:18:52.695744,can_tapper16,"rgb(77,175,74)",491.0,456.0,492.0,7.128309572301425,66.25000000000003,68.33333333333339,0.009208892981773366,1500,1.25,11.5,430.0,418.5,0.879268,-7.91358024691358,10.0,2.285144,0.0064516129032258064,0.008363201911589008,0.0064516129032258064,5.806451612903226,0.7307700657528773,0.5000000000000782,2.892719705486028,0.8114089637947672,59.95003,119.97722,1106305.304748,2160,394,415,60.0,120.0
21,2021-04-01 14:17:58.038599,can_tapper16,"rgb(152,78,163)",495.0,444.0,496.0,10.303030303030303,75.58333333333339,78.00000000000004,3.397752621222631,1500,11.225,0.0,495.0,495.0,1.434073,-16.54861111111111,265.0,2.034423,0.008888888888888889,0.010303030303030303,0.00909090909090909,8.225108225108226,0.8903176535739359,1.5000000000002345,3.2620894576029285,0.8687175582554829,59.99158,119.957474,1227545.342855,2159,357,493,60.0,120.0
22,2021-04-20 10:09:06.313987,can_tapper16,"rgb(255,127,0)",500.0,456.0,,8.799999999999999,90.0,,,0,10.266666666666667,0.0,426.0,426.0,0.49509,-5.883720930232558,12.0,2.002839,0.003051643192488263,0.010328638497652582,,7.756813417190775,1.9709363881366722,0.5200000000000813,3.2620894576029285,0.8437454589247575,2.863978,119.982086,1626668.275388,1524,361,292,60.0,120.0
23,2021-04-20 10:09:06.313987,can_tapper16,"rgb(255,255,51)",500.0,456.0,,8.799999999999999,90.0,,,0,10.266666666666667,0.0,426.0,426.0,0.49509,-5.883720930232558,12.0,2.002839,0.003051643192488263,0.010328638497652582,,7.756813417190775,1.9709363881366722,0.5200000000000813,3.2620894576029285,0.8437454589247575,2.863978,119.982086,0.0,1524,361,292,60.0,120.0
24,2021-04-20 11:17:39.232866,can_tapper16,"rgb(166,86,40)",496.0,458.0,499.0,7.661290322580645,78.00000000000004,87.00000000000001,5.463455463454561,1000,9.45,0.0,351.0,351.0,0.915324,-5.1686046511627906,448.0,2.015254,0.009116809116809118,0.010826210826210828,0.009971509971509971,8.333333333333334,0.43462975255222736,1.0000000000001563,2.892719705486028,0.25139465401553795,23.007375,119.770119,4112.918879,1152,211,171,60.0,120.0
25,2021-05-04 16:11:14.725708,can_tapper16,"rgb(247,129,191)",500.0,464.0,503.0,7.199999999999999,88.25000000000001,93.75,2.7077032530394253e-13,219,8.2,0.0,374.0,374.0,0.805376,-10.883018867924529,8.0,2.307526,0.009625668449197862,0.009625668449197862,0.010427807486631016,1.2448132780082988,0.45112195035981084,1.0000000000001563,2.892719705486028,0.797085305926365,7.406283,119.930253,1227215.492842,1530,273,412,60.0,120.0
26,2021-05-06 08:15:57.486628,can_tapper16,"rgb(153,153,153)",493.0,460.0,496.0,6.693711967545639,70.75000000000004,78.00000000000004,7.170806806429307,1043,12.05,12.0,450.0,438.0,0.892327,-16.663003663003664,17.0,2.289233,0.005707762557077626,0.007534246575342466,0.006164383561643836,5.756929637526652,0.6329628259709954,0.5000000000000782,2.565174071178317,0.6312729587312909,23.880454,119.937832,144282.76092,1728,311,322,60.0,120.0
27,2021-05-06 08:18:08.751136,can_tapper16,"rgb(228,26,28)",515.0,458.0,567.0,11.067961165048544,100.0,100.0,61.90913862627413,1500,14.258333333333331,11.5,435.0,423.5,1.193994,-22.694117647058825,138.0,2.29525,0.01345926800472255,0.01345926800472255,0.025737898465171192,1.0706638115631693,0.3891873531394866,1.5000000000002345,2.27471676670449,0.8186466382758062,59.851649,36.483945,131.264508,1158,222,204,60.0,120.0
28,2021-05-06 10:02:23.710311,can_tapper16,"rgb(55,126,184)",497.0,454.0,499.0,8.651911468812877,81.00000000000004,87.00000000000001,8.160543110178579e-13,218,15.9,0.0,397.0,397.0,0.840478,-17.162790697674417,9.0,2.340338,0.008564231738035263,0.01083123425692695,0.00906801007556675,10.187110187110187,0.5314211564023424,0.5000000000000782,2.892719705486028,0.7822658788026712,7.376748,119.937888,6254.959175,1530,272,270,60.0,120.0
29,2021-05-06 10:24:23.387672,can_tapper16,"rgb(77,175,74)",492.0,436.0,495.0,11.38211382113821,68.33333333333339,75.58333333333339,4.439993084440453,1500,13.7,0.0,279.0,279.0,1.359593,-25.46643109540636,15.0,2.455039,0.012544802867383511,0.02007168458781362,0.013620071684587814,11.790393013100436,1.2627046907686401,1.260000000000197,2.0171482422437275,0.46119501704811317,59.891927,119.982122,1319.677361,2160,338,420,60.0,120.0
