start_index,start_time,can_tapper_id,start_color,group,V_pre_1_10V,V_min_1_10V,V_at_Iload_1_10V,V_drop_pct,soc_pct_est,V_ocv_1_10V,V_ocv_slope_mV_per_s,n_ocv_samples,ocv_window_start_s,ocv_window_end_s,soc_pct_est_ocv,I_pre_A,I_load_A,delta_I_A,t_load_s,R_internal_est_ohm,R_internal_est_ohm_min_voltage_method,R_internal_est_ohm_from_ocv,R_method,t_min_s,t_recovery_s,tau_relax_s,V_inf_1_10V,relax_fit_r2,n_relax_samples,max_abs_imbalance_pct,mean_abs_imbalance_pct,temp_avg_start_C,I_mean_post_A,I_max_post_A,t_charge_onset_s,n_current_samples_crank,n_current_samples_post,t_before_s,t_after_s,V_rec_1s_1_10V,V_rec_2s_1_10V,V_rec_5s_1_10V,V_rec_10s_1_10V,V_rec_30s_1_10V,V_rec_60s_1_10V,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2020-11-02 10:23:38.241481,can_tapper16,"rgb(228,26,28)",PG1_est,124.0,105.0,109.0,15.32258064516129,78.00000000000004,125.0,-3.194819197696487,1500,-35.019999999991406,-5.019999999991406,90.0,6.0,275.0,269.0,1.15792,0.0055762081784386614,0.007063197026022304,0.005947955390334573,synchronized_peak_current_voltage_drop,0.7200000000094917,0.5000000000000782,22.311464047271706,124.50641043484477,0.186718990851652,5963,11.016949152542374,1.6936710859754032,13.583333333333334,-5.365758754863813,25.0,2.256724,4,257,60.0,120.0,112.0,122.0,147.0,142.0,125.0,125.0,59.919731,119.944524,,2160,389,178,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-09-56-29.pcap.gz
0,2020-11-02 10:23:38.241481,can_tapper16,"rgb(228,26,28)",PG2,125.0,112.0,115.0,10.4,90.0,125.0,-3.6462949539079923,1500,-35.019999999991406,-5.019999999991406,90.0,6.0,275.0,269.0,1.15792,0.0037174721189591076,0.0048327137546468404,0.0037174721189591076,synchronized_peak_current_voltage_drop,0.8000000000095042,1.0000000000001563,22.311464047271706,125.45435555569941,0.21256772966550053,5959,6.726457399103139,1.2078614044765632,13.583333333333334,-5.365758754863813,25.0,2.256724,4,257,60.0,120.0,112.0,123.0,131.0,144.0,126.0,126.0,59.919731,119.944524,,2160,389,178,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-09-56-29.pcap.gz
0,2020-11-02 10:23:38.241481,can_tapper16,"rgb(228,26,28)",PG3_est,125.0,111.0,111.0,11.200000000000001,90.0,125.0,-1.4448895310617926,1500,-35.019999999991406,-5.019999999991406,90.0,6.0,275.0,269.0,1.15792,0.0052044609665427505,0.0052044609665427505,0.0052044609665427505,synchronized_peak_current_voltage_drop,0.7800000000095011,1.0000000000001563,22.311464047271706,125.49629808167482,0.18295446132037396,5960,5.084745762711864,0.5722110996261999,13.583333333333334,-5.365758754863813,25.0,2.256724,4,257,60.0,120.0,111.0,122.0,139.0,143.0,126.0,126.0,59.919731,119.944524,,2160,389,178,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-09-56-29.pcap.gz
0,2020-11-02 10:23:38.241481,can_tapper16,"rgb(228,26,28)",PG4,125.0,111.0,111.0,11.200000000000001,90.0,125.0,-1.4448895310617926,1500,-35.019999999991406,-5.019999999991406,90.0,6.0,275.0,269.0,1.15792,0.0052044609665427505,0.0052044609665427505,0.0052044609665427505,synchronized_peak_current_voltage_drop,0.7800000000095011,1.0000000000001563,22.311464047271706,125.49629808167482,0.18295446132037396,5960,5.084745762711864,0.5722110996261999,13.583333333333334,-5.365758754863813,25.0,2.256724,4,257,60.0,120.0,111.0,122.0,139.0,143.0,126.0,126.0,59.919731,119.944524,,2160,389,178,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-09-56-29.pcap.gz
1,2020-11-02 13:46:18.276979,can_tapper16,"rgb(55,126,184)",PG1_est,123.0,111.0,123.0,9.75609756097561,68.33333333333339,124.0,-3.295379242390243,1500,-35.019999999991406,-5.019999999991406,78.00000000000004,0.0,500.0,500.0,0.800381,,0.0024,0.0002,synchronized_peak_current_voltage_drop,0.9000000000095199,0.7400000000001157,1.7887444673306678,137.5216096206689,0.200825716452241,5954,8.131868131868131,1.4335304815273937,14.383333333333335,-24.875,500.0,2.801555,8,256,60.0,120.0,111.0,120.0,143.0,140.0,139.0,139.0,59.863369,119.98598,12160.035498,2158,378,549,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-12-56-29.pcap.gz
1,2020-11-02 13:46:18.276979,can_tapper16,"rgb(55,126,184)",PG2,123.0,112.0,112.0,8.94308943089431,68.33333333333339,124.0,-4.733984326214314,1500,-35.019999999991406,-5.019999999991406,78.00000000000004,0.0,500.0,500.0,0.800381,0.0022,0.0022,0.0024,synchronized_peak_current_voltage_drop,0.7800000000095011,1.0200000000001594,1.7887444673306678,141.60394582001103,0.187904295878918,5960,8.131868131868131,1.4295359578093214,14.383333333333335,-24.875,500.0,2.801555,8,256,60.0,120.0,112.0,122.0,146.0,143.0,145.0,145.0,59.863369,119.98598,12160.035498,2158,378,549,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-12-56-29.pcap.gz
1,2020-11-02 13:46:18.276979,can_tapper16,"rgb(55,126,184)",PG3_est,123.0,110.0,110.0,10.569105691056912,68.33333333333339,124.0,-6.587976261321718,1500,-35.019999999991406,-5.019999999991406,78.00000000000004,0.0,500.0,500.0,0.800381,0.0026,0.0026,0.0028,synchronized_peak_current_voltage_drop,0.600000000009473,1.0000000000001563,1.7887444673306678,138.72360193569196,0.2530868295969788,5969,5.579399141630901,0.7692821371646639,14.383333333333335,-24.875,500.0,2.801555,8,256,60.0,120.0,110.0,121.0,144.0,140.0,141.0,141.0,59.863369,119.98598,12160.035498,2158,378,549,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-12-56-29.pcap.gz
1,2020-11-02 13:46:18.276979,can_tapper16,"rgb(55,126,184)",PG4,123.0,110.0,110.0,10.569105691056912,68.33333333333339,124.0,-6.587976261321718,1500,-35.019999999991406,-5.019999999991406,78.00000000000004,0.0,500.0,500.0,0.800381,0.0026,0.0026,0.0028,synchronized_peak_current_voltage_drop,0.600000000009473,1.0000000000001563,1.7887444673306678,138.72360193569196,0.2530868295969788,5969,5.579399141630901,0.7692821371646639,14.383333333333335,-24.875,500.0,2.801555,8,256,60.0,120.0,110.0,121.0,144.0,140.0,141.0,141.0,59.863369,119.98598,12160.035498,2158,378,549,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-12-56-29.pcap.gz
2,2020-11-02 13:48:08.994860,can_tapper16,"rgb(77,175,74)",PG1_est,129.0,100.0,100.0,22.48062015503876,100.0,132.0,-48.045763575887364,1500,-35.019999999991406,-5.019999999991406,100.0,0.0,500.0,500.0,0.9422,0.0058,0.0058,0.0064,synchronized_peak_current_voltage_drop,0.9000000000095199,0.8400000000001313,2.0171482422437275,140.9893408404778,0.7345128096578599,5954,17.322834645669293,3.2626415582724504,14.475,-35.27731092436975,17.0,2.340625,8,238,60.0,120.0,118.0,125.0,142.0,140.0,139.0,141.0,59.990782,119.912623,110.717881,2159,348,629,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-12-56-29.pcap.gz
2,2020-11-02 13:48:08.994860,can_tapper16,"rgb(77,175,74)",PG2,129.0,109.0,117.0,15.503875968992247,100.0,133.0,-64.73569099363036,1500,-35.019999999991406,-5.019999999991406,100.0,0.0,500.0,500.0,0.9422,0.0024,0.004,0.0032,synchronized_peak_current_voltage_drop,0.4000000000094417,1.5000000000002345,2.27471676670449,144.94703770436294,0.886024768189603,5979,14.84375,2.328874830666322,14.475,-35.27731092436975,17.0,2.340625,8,238,60.0,120.0,117.0,125.0,145.0,146.0,146.0,145.0,59.990782,119.912623,110.717881,2159,348,629,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-76_CP-14\20201103\can_Tapper16-11-02-12-56-29.pcap.gz
