start_index,start_time,group,V_pre_1_10V,V_min_1_10V,V_drop_pct,soc_pct_est,R_internal_est_ohm,t_recovery_s,max_abs_imbalance_pct,mean_abs_imbalance_pct,temp_avg_start_C,R_int_mohm,V_pre_V,V_min_V
7,2021-12-06 08:50:50.269040,PG3_est,121.0,110.0,9.090909090909092,52.857142857142826,0.0022494887525562,0.7500000000000007,2.882483370288248,0.8120117925640287,15.379166666666668,2.2494887525562,12.1,11.0
7,2021-12-06 08:50:50.269040,PG4,121.0,110.0,9.090909090909092,52.857142857142826,0.0022494887525562,0.7500000000000007,2.882483370288248,0.8120117925640287,15.379166666666668,2.2494887525562,12.1,11.0
8,2021-12-06 08:52:05.115946,PG1_est,127.0,109.0,14.173228346456693,100.0,0.003680981595092,1.0000000000000009,7.23404255319149,0.9035952715573068,15.4,3.6809815950919997,12.7,10.9
8,2021-12-06 08:52:05.115946,PG2,126.0,115.0,8.73015873015873,95.0,0.0022494887525562,1.0000000000000009,2.978723404255319,0.6304562680194068,15.4,2.2494887525562,12.6,11.5
8,2021-12-06 08:52:05.115946,PG3_est,126.0,114.0,9.523809523809524,95.0,0.0024539877300613,1.0000000000000009,2.231237322515213,0.6830401749223179,15.4,2.4539877300613,12.6,11.4
8,2021-12-06 08:52:05.115946,PG4,126.0,114.0,9.523809523809524,95.0,0.0024539877300613,1.0000000000000009,2.231237322515213,0.6830401749223179,15.4,2.4539877300613,12.6,11.4
9,2021-12-06 09:30:45.268621,PG1_est,122.0,111.0,9.01639344262295,60.0,0.0022540983606557,0.2500000000000004,4.641350210970464,0.8143320827496439,15.375,2.2540983606557004,12.2,11.1
9,2021-12-06 09:30:45.268621,PG2,121.0,112.0,7.43801652892562,52.857142857142826,0.0018442622950819,0.5000000000000004,2.109704641350211,0.7238309111602588,15.375,1.8442622950819,12.1,11.2
9,2021-12-06 09:30:45.268621,PG3_est,121.0,111.0,8.264462809917356,52.857142857142826,0.0020491803278688,0.5000000000000009,2.109704641350211,0.7184357455397878,15.375,2.0491803278688,12.1,11.1
9,2021-12-06 09:30:45.268621,PG4,121.0,111.0,8.264462809917356,52.857142857142826,0.0020491803278688,0.5000000000000009,2.109704641350211,0.7184357455397878,15.375,2.0491803278688,12.1,11.1
10,2021-12-06 09:32:05.026704,PG1_est,127.0,103.0,18.89763779527559,100.0,0.0049484536082474,0.5000000000000004,14.87603305785124,1.0359055607646352,15.375,4.9484536082474,12.7,10.3
10,2021-12-06 09:32:05.026704,PG2,127.0,114.0,10.236220472440944,100.0,0.002680412371134,1.000000000000001,4.958677685950414,0.2575328803231392,15.375,2.680412371134,12.7,11.4
10,2021-12-06 09:32:05.026704,PG3_est,127.0,113.0,11.023622047244094,100.0,0.0028865979381443,1.000000000000001,4.958677685950414,0.489186340220748,15.375,2.8865979381443,12.7,11.3
10,2021-12-06 09:32:05.026704,PG4,127.0,113.0,11.023622047244094,100.0,0.0028865979381443,1.000000000000001,4.958677685950414,0.489186340220748,15.375,2.8865979381443,12.7,11.3
11,2021-12-06 09:47:10.165223,PG1_est,121.0,98.0,19.00826446280992,52.857142857142826,0.0046938775510204,0.7500000000000009,15.151515151515152,0.6081742753453755,15.341666666666669,4.6938775510204005,12.1,9.8
11,2021-12-06 09:47:10.165223,PG2,122.0,110.0,9.836065573770492,60.0,0.0024489795918367,1.0000000000000009,5.627705627705628,0.597925314813433,15.341666666666669,2.4489795918366997,12.2,11.0
11,2021-12-06 09:47:10.165223,PG3_est,121.0,110.0,9.090909090909092,52.857142857142826,0.0022448979591836,1.0000000000000009,4.761904761904762,0.5102702946610931,15.341666666666669,2.2448979591836,12.1,11.0
11,2021-12-06 09:47:10.165223,PG4,121.0,110.0,9.090909090909092,52.857142857142826,0.0022448979591836,1.0000000000000009,4.761904761904762,0.5102702946610931,15.341666666666669,2.2448979591836,12.1,11.0
12,2021-12-06 10:16:31.254854,PG1_est,121.0,91.0,24.793388429752067,52.857142857142826,0.0061099796334012,0.5000000000000004,19.290465631929045,1.1252080699582354,15.275,6.1099796334012,12.1,9.1
12,2021-12-06 10:16:31.254854,PG2,122.0,106.0,13.114754098360656,60.0,0.0032586558044806,1.5000000000000016,8.203991130820398,1.4187670405812407,15.275,3.2586558044806,12.2,10.6
12,2021-12-06 10:16:31.254854,PG3_est,121.0,112.0,7.43801652892562,52.857142857142826,0.0018329938900203,0.5000000000000004,5.543237250554324,1.166867697689408,15.275,1.8329938900203,12.1,11.2
12,2021-12-06 10:16:31.254854,PG4,121.0,112.0,7.43801652892562,52.857142857142826,0.0018329938900203,0.5000000000000004,5.543237250554324,1.166867697689408,15.275,1.8329938900203,12.1,11.2
13,2021-12-06 10:34:17.070988,PG1_est,125.0,112.0,10.4,90.0,0.0026639344262295,1.250000000000001,7.758620689655173,1.4973341416167238,15.275,2.6639344262295,12.5,11.2
13,2021-12-06 10:34:17.070988,PG2,125.0,113.0,9.6,90.0,0.0024590163934426,1.500000000000001,5.042016806722689,0.877926842793357,15.275,2.4590163934426004,12.5,11.3
13,2021-12-06 10:34:17.070988,PG3_est,125.0,113.0,9.6,90.0,0.0024590163934426,1.500000000000001,2.586206896551724,0.5222849013194927,15.275,2.4590163934426004,12.5,11.3
13,2021-12-06 10:34:17.070988,PG4,125.0,113.0,9.6,90.0,0.0024590163934426,1.500000000000001,2.586206896551724,0.5222849013194927,15.275,2.4590163934426004,12.5,11.3
14,2021-12-06 10:36:41.051526,PG1_est,126.0,95.0,24.6031746031746,95.0,0.0063136456211812,0.5000000000000004,18.629550321199144,2.226954159119493,17.119999999999997,6.3136456211812,12.6,9.5
14,2021-12-06 10:36:41.051526,PG2,126.0,110.0,12.698412698412698,95.0,0.0032586558044806,1.5000000000000016,7.922912205567452,2.032590165955269,17.119999999999997,3.2586558044806,12.6,11.0
14,2021-12-06 10:36:41.051526,PG3_est,126.0,115.0,8.73015873015873,95.0,0.0022403258655804,0.7500000000000009,5.353319057815845,1.367944121161449,17.119999999999997,2.2403258655804,12.6,11.5
14,2021-12-06 10:36:41.051526,PG4,126.0,115.0,8.73015873015873,95.0,0.0022403258655804,0.7500000000000009,5.353319057815845,1.367944121161449,17.119999999999997,2.2403258655804,12.6,11.5
15,2021-12-06 10:42:10.512549,PG1_est,123.0,103.0,16.260162601626014,68.33333333333339,0.0040899795501022,0.5000000000000002,9.050772626931566,0.7600556771746123,15.447619047619048,4.0899795501022,12.3,10.3
15,2021-12-06 10:42:10.512549,PG2,123.0,109.0,11.38211382113821,68.33333333333339,0.0028629856850715,1.0000000000000009,5.353319057815845,0.9865908930834963,15.447619047619048,2.8629856850715,12.3,10.9
15,2021-12-06 10:42:10.512549,PG3_est,123.0,113.0,8.130081300813007,68.33333333333339,0.0020449897750511,1.0000000000000009,3.3112582781456954,0.6051750755108946,15.447619047619048,2.0449897750511,12.3,11.3
15,2021-12-06 10:42:10.512549,PG4,123.0,113.0,8.130081300813007,68.33333333333339,0.0020449897750511,1.0000000000000009,3.3112582781456954,0.6051750755108946,15.447619047619048,2.0449897750511,12.3,11.3
16,2021-12-06 10:47:33.222062,PG1_est,124.0,103.0,16.93548387096774,78.00000000000004,0.0042944785276073,1.0100000000000011,11.397849462365592,0.7643257044631397,15.35,4.2944785276073,12.4,10.3
16,2021-12-06 10:47:33.222062,PG2,124.0,113.0,8.870967741935484,78.00000000000004,0.0022494887525562,1.0000000000000009,6.666666666666667,0.7190433385804309,15.35,2.2494887525562,12.4,11.3
16,2021-12-06 10:47:33.222062,PG3_est,124.0,113.0,8.870967741935484,78.00000000000004,0.0022494887525562,1.250000000000001,2.3655913978494625,0.5168909030050393,15.35,2.2494887525562,12.4,11.3
16,2021-12-06 10:47:33.222062,PG4,124.0,113.0,8.870967741935484,78.00000000000004,0.0022494887525562,1.250000000000001,2.3655913978494625,0.5168909030050393,15.35,2.2494887525562,12.4,11.3
17,2021-12-06 10:48:10.352193,PG1_est,124.0,113.0,8.870967741935484,78.00000000000004,0.0022633744855967,0.5000000000000004,8.459869848156183,1.4397038644073716,15.35833333333333,2.2633744855967,12.4,11.3
17,2021-12-06 10:48:10.352193,PG2,124.0,112.0,9.67741935483871,78.00000000000004,0.0024691358024691,1.0000000000000009,7.628865979381444,0.9000782904567356,15.35833333333333,2.4691358024691,12.4,11.2
17,2021-12-06 10:48:10.352193,PG3_est,124.0,112.0,9.67741935483871,78.00000000000004,0.0024691358024691,1.0000000000000009,2.819956616052061,0.6435477828606654,15.35833333333333,2.4691358024691,12.4,11.2
17,2021-12-06 10:48:10.352193,PG4,124.0,112.0,9.67741935483871,78.00000000000004,0.0024691358024691,1.0000000000000009,2.819956616052061,0.6435477828606654,15.35833333333333,2.4691358024691,12.4,11.2
18,2021-12-07 07:01:46.625096,PG1_est,120.0,113.0,5.833333333333333,46.24999999999997,0.0023411371237458,0.0099999999999997,2.78372591006424,0.9429963391325754,15.75,2.3411371237458,12.0,11.3
18,2021-12-07 07:01:46.625096,PG2,121.0,115.0,4.958677685950414,52.857142857142826,0.0020066889632107,0.0099999999999997,1.7391304347826086,0.4749250399889199,15.75,2.0066889632107,12.1,11.5
18,2021-12-07 07:01:46.625096,PG3_est,120.0,115.0,4.166666666666666,46.24999999999997,0.0016722408026755,0.01,1.4989293361884368,0.5089951921657994,15.75,1.6722408026755,12.0,11.5
18,2021-12-07 07:01:46.625096,PG4,120.0,115.0,4.166666666666666,46.24999999999997,0.0016722408026755,0.01,1.4989293361884368,0.5089951921657994,15.75,1.6722408026755,12.0,11.5
19,2021-12-16 07:36:08.039748,PG1_est,118.0,108.0,8.47457627118644,40.0,0.0028653295128939,0.5000000000000004,4.635761589403973,1.125296242045246,19.933333333333334,2.8653295128939,11.8,10.8
19,2021-12-16 07:36:08.039748,PG2,119.0,112.0,5.88235294117647,40.0,0.0020057306590257,1.000000000000001,1.7391304347826086,0.7370185356455897,19.933333333333334,2.0057306590257,11.9,11.2
19,2021-12-16 07:36:08.039748,PG3_est,118.0,111.0,5.932203389830509,40.0,0.0020057306590257,0.5000000000000002,1.5452538631346575,0.4657243034735682,19.933333333333334,2.0057306590257,11.8,11.1
19,2021-12-16 07:36:08.039748,PG4,118.0,111.0,5.932203389830509,40.0,0.0020057306590257,0.5000000000000002,1.5452538631346575,0.4657243034735682,19.933333333333334,2.0057306590257,11.8,11.1
20,2021-12-16 09:37:15.952660,PG1_est,120.0,114.0,5.0,46.24999999999997,0.0016806722689075,0.01,1.5184381778741864,0.3911347624992207,13.466666666666663,1.6806722689075,12.0,11.4
20,2021-12-16 09:37:15.952660,PG2,121.0,114.0,5.785123966942149,52.857142857142826,0.0019607843137254,0.2500000000000002,2.386117136659436,0.5657105219926786,13.466666666666663,1.9607843137254,12.1,11.4
20,2021-12-16 09:37:15.952660,PG3_est,120.0,113.0,5.833333333333333,46.24999999999997,0.0019607843137254,0.5000000000000004,1.9522776572668112,0.3866249622129755,13.466666666666663,1.9607843137254,12.0,11.3
20,2021-12-16 09:37:15.952660,PG4,120.0,113.0,5.833333333333333,46.24999999999997,0.0019607843137254,0.5000000000000004,1.9522776572668112,0.3866249622129755,13.466666666666663,1.9607843137254,12.0,11.3
21,2021-12-16 09:41:39.510397,PG1_est,123.0,96.0,21.951219512195124,68.33333333333339,0.0055102040816326,0.5000000000000002,17.94871794871795,0.563424349800194,13.45,5.5102040816326,12.3,9.6
21,2021-12-16 09:41:39.510397,PG2,124.0,110.0,11.29032258064516,78.00000000000004,0.0028571428571428,1.0000000000000009,5.982905982905983,0.3209870324915802,13.45,2.8571428571428,12.4,11.0
21,2021-12-16 09:41:39.510397,PG3_est,124.0,110.0,11.29032258064516,78.00000000000004,0.0028571428571428,1.0000000000000009,5.982905982905983,0.2253401337085367,13.45,2.8571428571428,12.4,11.0
21,2021-12-16 09:41:39.510397,PG4,124.0,110.0,11.29032258064516,78.00000000000004,0.0028571428571428,1.0000000000000009,5.982905982905983,0.2253401337085367,13.45,2.8571428571428,12.4,11.0
22,2022-01-20 08:25:57.775099,PG1_est,122.0,103.0,15.57377049180328,60.0,0.0038383838383838,0.5000000000000004,11.20689655172414,0.7908800747530023,2.1,3.8383838383838,12.2,10.3
22,2022-01-20 08:25:57.775099,PG2,123.0,113.0,8.130081300813007,68.33333333333339,0.002020202020202,1.0000000000000009,7.423580786026201,0.9646695458619186,2.1,2.020202020202,12.3,11.3
22,2022-01-20 08:25:57.775099,PG3_est,122.0,115.0,5.737704918032787,60.0,0.0014141414141414,0.5000000000000002,2.586206896551724,0.6982595444423145,2.1,1.4141414141414002,12.2,11.5
22,2022-01-20 08:25:57.775099,PG4,122.0,115.0,5.737704918032787,60.0,0.0014141414141414,0.5000000000000002,2.586206896551724,0.6982595444423145,2.1,1.4141414141414002,12.2,11.5
23,2022-01-24 07:32:32.923586,PG1_est,122.0,113.0,7.377049180327869,60.0,0.0029605263157894,0.01,3.734439834024896,0.4433122731917447,3.5,2.9605263157894,12.2,11.3
23,2022-01-24 07:32:32.923586,PG2,122.0,116.0,4.918032786885246,60.0,0.0019736842105263,0.01,2.586206896551724,0.3323599340246014,3.5,1.9736842105262997,12.2,11.6
23,2022-01-24 07:32:32.923586,PG3_est,122.0,116.0,4.918032786885246,60.0,0.0019736842105263,0.01,1.2765957446808511,0.2618136506630838,3.5,1.9736842105262997,12.2,11.6
23,2022-01-24 07:32:32.923586,PG4,122.0,116.0,4.918032786885246,60.0,0.0019736842105263,0.01,1.2765957446808511,0.2618136506630838,3.5,1.9736842105262997,12.2,11.6
24,2022-01-24 08:31:49.805103,PG1_est,121.0,106.0,12.396694214876034,52.857142857142826,0.0030927835051546,0.06,8.423326133909287,2.3229952823453024,4.95,3.0927835051546,12.1,10.6
24,2022-01-24 08:31:49.805103,PG2,121.0,105.0,13.223140495867767,52.857142857142826,0.0032989690721649,1.500000000000001,9.287257019438444,2.5272095288174854,4.95,3.2989690721649,12.1,10.5
24,2022-01-24 08:31:49.805103,PG3_est,121.0,110.0,9.090909090909092,52.857142857142826,0.0022680412371134,1.010000000000001,3.636363636363636,1.0667812217787749,4.95,2.2680412371133998,12.1,11.0
24,2022-01-24 08:31:49.805103,PG4,121.0,110.0,9.090909090909092,52.857142857142826,0.0022680412371134,1.010000000000001,3.636363636363636,1.0667812217787749,4.95,2.2680412371133998,12.1,11.0
25,2022-01-25 08:01:13.646631,PG1_est,112.0,100.0,10.714285714285714,40.0,0.0024242424242424,1.0100000000000011,9.535452322738386,1.5083865741609923,6.233333333333333,2.4242424242424,11.2,10.0
25,2022-01-25 08:01:13.646631,PG2,112.0,101.0,9.821428571428571,40.0,0.0022222222222222,1.0000000000000009,7.551487414187643,0.96357992349107,6.233333333333333,2.2222222222222,11.2,10.1
25,2022-01-25 08:01:13.646631,PG3_est,112.0,98.0,12.5,40.0,0.0028282828282828,1.500000000000001,4.156479217603912,0.9396254138841182,6.233333333333333,2.8282828282828003,11.2,9.8
25,2022-01-25 08:01:13.646631,PG4,112.0,98.0,12.5,40.0,0.0028282828282828,1.500000000000001,4.156479217603912,0.9396254138841182,6.233333333333333,2.8282828282828003,11.2,9.8
26,2022-01-25 11:27:55.566258,PG1_est,119.0,97.0,18.487394957983195,40.0,0.0044534412955465,0.5000000000000007,12.808988764044944,0.6255352767050343,7.796666666666667,4.4534412955465,11.9,9.7
26,2022-01-25 11:27:55.566258,PG2,120.0,108.0,10.0,46.24999999999997,0.0024291497975708,1.0000000000000009,7.865168539325842,0.8357401067196232,7.796666666666667,2.4291497975708,12.0,10.8
26,2022-01-25 11:27:55.566258,PG3_est,119.0,108.0,9.243697478991598,40.0,0.0022267206477732,1.0000000000000009,2.4719101123595504,0.5782082795033541,7.796666666666667,2.2267206477732,11.9,10.8
26,2022-01-25 11:27:55.566258,PG4,119.0,108.0,9.243697478991598,40.0,0.0022267206477732,1.0000000000000009,2.4719101123595504,0.5782082795033541,7.796666666666667,2.2267206477732,11.9,10.8
27,2022-01-25 12:28:00.689893,PG1_est,120.0,114.0,5.0,46.24999999999997,0.0016949152542372,0.01,3.67170626349892,0.7804539985356042,6.65,1.6949152542372001,12.0,11.4
27,2022-01-25 12:28:00.689893,PG2,120.0,115.0,4.166666666666666,46.24999999999997,0.001412429378531,0.01,1.0526315789473684,0.3842509110335022,6.65,1.412429378531,12.0,11.5
27,2022-01-25 12:28:00.689893,PG3_est,120.0,114.0,5.0,46.24999999999997,0.0016949152542372,0.01,1.511879049676026,0.296585839872147,6.65,1.6949152542372001,12.0,11.4
27,2022-01-25 12:28:00.689893,PG4,120.0,114.0,5.0,46.24999999999997,0.0016949152542372,0.01,1.511879049676026,0.296585839872147,6.65,1.6949152542372001,12.0,11.4
28,2022-01-26 07:35:58.318298,PG1_est,114.0,92.0,19.29824561403509,40.0,0.0064327485380116,0.5000000000000002,14.814814814814817,1.1478691237031593,7.15,6.4327485380116,11.4,9.2
28,2022-01-26 07:35:58.318298,PG2,114.0,104.0,8.771929824561402,40.0,0.0029239766081871,1.010000000000001,5.555555555555555,1.9344620710975595,7.15,2.9239766081871,11.4,10.4
28,2022-01-26 07:35:58.318298,PG3_est,113.0,99.0,12.389380530973453,40.0,0.0040935672514619,1.500000000000001,4.62962962962963,1.3585892566254043,7.15,4.0935672514619,11.3,9.9
28,2022-01-26 07:35:58.318298,PG4,113.0,99.0,12.389380530973453,40.0,0.0040935672514619,1.500000000000001,4.62962962962963,1.3585892566254043,7.15,4.0935672514619,11.3,9.9
29,2022-01-26 09:03:42.296411,PG1_est,121.0,99.0,18.181818181818183,52.857142857142826,0.0044897959183673,0.5000000000000002,9.174311926605505,1.507292024755773,10.141666666666666,4.4897959183673,12.1,9.9
29,2022-01-26 09:03:42.296411,PG2,121.0,109.0,9.917355371900827,52.857142857142826,0.0024489795918367,1.0000000000000009,11.009174311926603,0.6115716396918274,10.141666666666666,2.4489795918366997,12.1,10.9
29,2022-01-26 09:03:42.296411,PG3_est,121.0,108.0,10.743801652892564,52.857142857142826,0.0026530612244897,1.000000000000001,2.542372881355932,0.9808396983190572,10.141666666666666,2.6530612244897,12.1,10.8
29,2022-01-26 09:03:42.296411,PG4,121.0,108.0,10.743801652892564,52.857142857142826,0.0026530612244897,1.000000000000001,2.542372881355932,0.9808396983190572,10.141666666666666,2.6530612244897,12.1,10.8
30,2022-01-27 07:42:40.632569,PG1_est,99.0,79.0,20.2020202020202,40.0,0.0085470085470085,1.000000000000001,3.7593984962406015,2.583132603780564,5.375,8.547008547008499,9.9,7.9
30,2022-01-27 07:42:40.632569,PG2,110.0,94.0,14.545454545454543,40.0,0.0068376068376068,1.000000000000001,16.408668730650156,11.531633236247949,5.375,6.8376068376068,11.0,9.4
30,2022-01-27 07:42:40.632569,PG3_est,98.0,75.0,23.46938775510204,40.0,0.0098290598290598,1.500000000000001,7.611548556430447,4.520182074763874,5.375,9.8290598290598,9.8,7.5
30,2022-01-27 07:42:40.632569,PG4,98.0,75.0,23.46938775510204,40.0,0.0098290598290598,1.500000000000001,7.611548556430447,4.520182074763874,5.375,9.8290598290598,9.8,7.5
31,2022-01-27 09:12:44.861055,PG1_est,120.0,100.0,16.666666666666664,46.24999999999997,0.0040650406504065,0.5000000000000007,13.043478260869565,0.7514511934493054,10.6625,4.0650406504065,12.0,10.0
31,2022-01-27 09:12:44.861055,PG2,120.0,110.0,8.333333333333332,46.24999999999997,0.0020325203252032,1.0000000000000009,4.3478260869565215,0.3085139331233288,10.6625,2.0325203252032003,12.0,11.0
31,2022-01-27 09:12:44.861055,PG3_est,120.0,109.0,9.166666666666666,46.24999999999997,0.0022357723577235,1.0000000000000009,4.3478260869565215,0.3264914612132165,10.6625,2.2357723577235,12.0,10.9
31,2022-01-27 09:12:44.861055,PG4,120.0,109.0,9.166666666666666,46.24999999999997,0.0022357723577235,1.0000000000000009,4.3478260869565215,0.3264914612132165,10.6625,2.2357723577235,12.0,10.9
32,2022-01-27 09:21:26.100844,PG1_est,124.0,98.0,20.967741935483872,78.00000000000004,0.0053169734151329,0.5000000000000002,13.846153846153848,1.6873410391282908,11.1,5.3169734151329004,12.4,9.8
32,2022-01-27 09:21:26.100844,PG2,124.0,111.0,10.483870967741936,78.00000000000004,0.0026584867075664,1.0000000000000009,13.895216400911162,1.4504698948028325,11.1,2.6584867075664,12.4,11.1
32,2022-01-27 09:21:26.100844,PG3_est,124.0,108.0,12.903225806451612,78.00000000000004,0.0032719836400818,1.5000000000000016,3.333333333333333,1.0542448395011843,11.1,3.2719836400818,12.4,10.8
32,2022-01-27 09:21:26.100844,PG4,124.0,108.0,12.903225806451612,78.00000000000004,0.0032719836400818,1.5000000000000016,3.333333333333333,1.0542448395011843,11.1,3.2719836400818,12.4,10.8
33,2022-03-15 09:44:19.963826,PG1_est,139.0,84.0,39.568345323741006,100.0,0.0111336032388663,0.5000000000000002,24.153498871331827,4.187787566843699,11.285,11.1336032388663,13.9,8.4
33,2022-03-15 09:44:19.963826,PG2,140.0,102.0,27.142857142857142,100.0,0.0076923076923076,1.0000000000000009,12.01478743068392,2.272105556694332,11.285,7.6923076923076,14.0,10.2
33,2022-03-15 09:44:19.963826,PG3_est,139.0,99.0,28.776978417266186,100.0,0.0080971659919028,1.0000000000000009,7.93036750483559,2.252045905800722,11.285,8.097165991902799,13.9,9.9
