timestamp,voltage,current,temperature,humidity
2026-08-03T09:37:41.359493,13.33,9.9,23.2,52.3
2026-08-03T09:37:41.431630,13.33,9.92,23.2,52.3
2026-08-03T09:37:41.502054,13.33,9.9,23.2,52.3
2026-08-03T09:37:41.572455,13.33,9.9,23.2,52.3
2026-08-03T09:37:41.641918,13.33,9.91,23.2,52.3
2026-08-03T09:37:41.711728,13.33,9.9,23.2,52.3
2026-08-03T09:37:41.784444,13.33,9.88,23.2,52.3
2026-08-03T09:37:41.957492,13.33,9.9,23.2,52.3
2026-08-03T09:37:42.027210,13.33,9.89,23.2,52.3
2026-08-03T09:37:42.099310,13.33,9.89,23.2,52.3
2026-08-03T09:37:42.169622,13.33,9.89,23.2,52.3
2026-08-03T09:37:42.239896,13.33,9.88,23.2,52.3
2026-08-03T09:37:42.309803,13.33,9.89,23.2,52.3
2026-08-03T09:37:42.379261,13.33,9.91,23.2,52.3
2026-08-03T09:37:42.452173,13.33,9.89,23.2,52.3
2026-08-03T09:37:42.522785,13.33,9.89,23.2,52.3
2026-08-03T09:37:42.592171,13.33,9.87,23.2,52.3
2026-08-03T09:37:42.661949,13.33,9.86,23.2,52.3
2026-08-03T09:37:42.734655,13.33,9.88,23.2,52.3
2026-08-03T09:37:42.804962,13.33,9.86,23.2,52.3
2026-08-03T09:37:42.977352,13.33,9.88,23.2,52.3
2026-08-03T09:37:43.049554,13.33,9.88,23.2,52.3
2026-08-03T09:37:43.119650,13.33,9.88,23.2,52.3
2026-08-03T09:37:43.190138,13.33,9.87,23.2,52.3
2026-08-03T09:37:43.260021,13.33,9.87,23.2,52.3
2026-08-03T09:37:43.329469,13.33,9.9,23.2,52.3
2026-08-03T09:37:43.402243,13.33,9.91,23.2,52.3
2026-08-03T09:37:43.472914,13.33,9.88,23.2,52.3
2026-08-03T09:37:43.542520,13.33,9.88,23.2,52.3
2026-08-03T09:37:43.611984,13.33,9.87,23.2,52.3
2026-08-03T09:37:43.684969,13.33,9.87,23.2,52.3
2026-08-03T09:37:43.755220,13.33,9.87,23.2,52.3
2026-08-03T09:37:43.825187,13.33,9.87,23.2,52.3
2026-08-03T09:37:43.997201,13.33,9.89,23.2,52.3
2026-08-03T09:37:44.069927,13.33,9.88,23.2,52.3
2026-08-03T09:37:44.140071,13.33,9.87,23.2,52.3
2026-08-03T09:37:44.209770,13.33,9.87,23.2,52.3
2026-08-03T09:37:44.279775,13.33,9.9,23.2,52.3
2026-08-03T09:37:44.352308,13.33,9.89,23.2,52.3
2026-08-03T09:37:44.422770,13.33,9.88,23.2,52.3
2026-08-03T09:37:44.492778,13.33,9.9,23.2,52.3
2026-08-03T09:37:44.562248,13.33,9.91,23.2,52.3
2026-08-03T09:37:44.634909,13.33,9.89,23.2,52.3
2026-08-03T09:37:44.705241,13.33,9.87,23.2,52.3
2026-08-03T09:37:44.775209,13.33,9.87,23.2,52.3
2026-08-03T09:37:44.844640,13.33,9.88,23.2,52.3
2026-08-03T09:37:45.019916,13.33,9.87,23.2,52.3
2026-08-03T09:37:45.090404,13.33,9.88,23.2,52.3
2026-08-03T09:37:45.160240,13.33,9.91,23.2,52.3
2026-08-03T09:37:45.229778,13.33,9.9,23.2,52.3
2026-08-03T09:37:45.302517,13.33,9.89,23.2,52.3
2026-08-03T09:37:45.372655,13.33,9.89,23.2,52.3
2026-08-03T09:37:45.443048,13.33,9.9,23.2,52.3
2026-08-03T09:37:45.512394,13.33,9.89,23.2,52.3
2026-08-03T09:37:45.584956,13.33,9.87,23.2,52.3
2026-08-03T09:37:45.655344,13.33,9.88,23.2,52.3
2026-08-03T09:37:45.725607,13.33,9.88,23.2,52.3
2026-08-03T09:37:45.795141,13.33,9.88,23.2,52.3
2026-08-03T09:37:45.867490,13.33,9.9,23.2,52.3
2026-08-03T09:37:46.040499,13.33,9.88,23.2,52.3
2026-08-03T09:37:46.110540,13.33,9.89,23.2,52.3
2026-08-03T09:37:46.180010,13.33,9.87,23.2,52.3
2026-08-03T09:37:46.252596,13.33,9.88,23.2,52.3
2026-08-03T09:37:46.322773,13.33,9.88,23.2,52.3
2026-08-03T09:37:46.392970,13.33,9.92,23.2,52.3
2026-08-03T09:37:46.462879,13.33,9.89,23.2,52.3
2026-08-03T09:37:46.535204,13.33,9.88,23.2,52.3
2026-08-03T09:37:46.605339,13.33,9.9,23.2,52.3
2026-08-03T09:37:46.675604,13.33,9.89,23.2,52.3
2026-08-03T09:37:46.745034,13.33,9.92,23.2,52.3
2026-08-03T09:37:46.817705,13.33,9.9,23.2,52.3
2026-08-03T09:37:46.888063,13.33,9.9,23.2,52.3
2026-08-03T09:37:47.060808,13.33,9.9,23.2,52.3
2026-08-03T09:37:47.130501,13.33,9.88,23.2,52.3
2026-08-03T09:37:47.203049,13.33,9.9,23.2,52.3
2026-08-03T09:37:47.273161,13.33,9.87,23.2,52.3
2026-08-03T09:37:47.343275,13.33,9.88,23.2,52.3
2026-08-03T09:37:47.412691,13.33,9.88,23.2,52.3
2026-08-03T09:37:47.485313,13.33,9.87,23.2,52.3
2026-08-03T09:37:47.555500,13.33,9.89,23.2,52.3
2026-08-03T09:37:47.625668,13.33,9.89,23.2,52.3
2026-08-03T09:37:47.695653,13.33,9.89,23.2,52.3
2026-08-03T09:37:47.767755,13.33,9.89,23.2,52.3
2026-08-03T09:37:47.838165,13.33,9.91,23.2,52.3
2026-08-03T09:37:47.908629,13.33,9.9,23.2,52.3
2026-08-03T09:37:48.080673,13.33,9.9,23.2,52.3
2026-08-03T09:37:48.152906,13.33,9.88,23.2,52.3
2026-08-03T09:37:48.223262,13.33,9.88,23.2,52.3
2026-08-03T09:37:48.293405,13.33,9.86,23.2,52.3
2026-08-03T09:37:48.362946,13.33,9.88,23.2,52.3
2026-08-03T09:37:48.435390,13.33,9.86,23.2,52.3
2026-08-03T09:37:48.505720,13.33,9.89,23.2,52.3
2026-08-03T09:37:48.576077,13.33,9.87,23.2,52.3
2026-08-03T09:37:48.645646,13.33,9.89,23.2,52.3
2026-08-03T09:37:48.715571,13.33,9.88,23.2,52.3
2026-08-03T09:37:48.788217,13.33,9.9,23.2,52.3
2026-08-03T09:37:48.858339,13.33,9.9,23.2,52.3
2026-08-03T09:37:48.928472,13.33,9.89,23.2,52.3
2026-08-03T09:37:49.103031,13.33,9.9,23.2,52.3
2026-08-03T09:37:49.173296,13.33,9.9,23.2,52.3
2026-08-03T09:37:49.243827,13.33,9.9,23.2,52.3
2026-08-03T09:37:49.314109,13.33,9.89,23.2,52.3
2026-08-03T09:37:49.382980,13.33,9.89,23.2,52.3
2026-08-03T09:37:49.455785,13.33,9.88,23.2,52.3
2026-08-03T09:37:49.526090,13.33,9.88,23.2,52.3
2026-08-03T09:37:49.596090,13.33,9.88,23.2,52.3
2026-08-03T09:37:49.665778,13.33,9.88,23.2,52.3
2026-08-03T09:37:49.738281,13.33,9.85,23.2,52.3
2026-08-03T09:37:49.808419,13.33,9.88,23.2,52.3
2026-08-03T09:37:49.878726,13.33,9.9,23.2,52.3
2026-08-03T09:37:49.948161,13.33,9.89,23.2,52.3
2026-08-03T09:37:50.123391,13.33,9.91,23.2,52.3
2026-08-03T09:37:50.193809,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.263516,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.333271,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.405817,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.475978,13.33,9.91,23.2,52.3
2026-08-03T09:37:50.546374,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.617550,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.688351,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.758706,13.33,9.89,23.2,52.3
2026-08-03T09:37:50.829218,13.33,9.89,23.2,52.3
2026-08-03T09:37:50.898504,13.33,9.9,23.2,52.3
2026-08-03T09:37:50.970828,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.143868,13.33,9.91,23.2,52.3
2026-08-03T09:37:51.214031,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.283339,13.33,9.9,23.2,52.3
2026-08-03T09:37:51.355965,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.426393,13.33,9.9,23.2,52.3
2026-08-03T09:37:51.496512,13.33,9.87,23.2,52.3
2026-08-03T09:37:51.565956,13.33,9.87,23.2,52.3
2026-08-03T09:37:51.638472,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.708811,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.778985,13.33,9.9,23.2,52.3
2026-08-03T09:37:51.848733,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.920940,13.33,9.89,23.2,52.3
2026-08-03T09:37:51.991210,13.33,9.88,23.2,52.3
2026-08-03T09:37:52.164180,13.33,9.87,23.2,52.3
2026-08-03T09:37:52.233543,13.33,9.88,23.2,52.3
2026-08-03T09:37:52.306166,13.33,9.89,23.2,52.3
2026-08-03T09:37:52.376497,13.33,9.88,23.2,52.3
2026-08-03T09:37:52.446557,13.33,9.85,23.2,52.3
