start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2021-12-02 14:07:38.655817,can_tapper11,2021-12-02 14:06:38.655817,2021-12-02 14:09:38.655817,21.15,41.487014,62.30897,,1248,151,265,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-02-14-06-56.pcap.gz
1,2021-12-02 14:36:30.387233,can_tapper11,2021-12-02 14:35:30.387233,2021-12-02 14:38:30.387233,18.75,24.953351,119.900029,1731.731416,1740,364,464,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-02-14-36-05.pcap.gz
2,2021-12-02 15:16:49.672519,can_tapper11,2021-12-02 15:15:49.672519,2021-12-02 15:18:49.672519,18.56714285714286,59.970895,32.108548,2419.285286,1107,151,219,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-02-14-36-05.pcap.gz
3,2021-12-03 07:51:05.295463,can_tapper11,2021-12-03 07:50:05.295463,2021-12-03 07:53:05.295463,17.303571428571427,59.965424,119.862496,59655.622944,2160,409,742,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-03-07-47-21.pcap.gz
4,2021-12-03 07:54:37.632662,can_tapper11,2021-12-03 07:53:37.632662,2021-12-03 07:56:37.632662,17.205000000000002,59.967852,119.844711,212.337199,2160,340,647,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-03-07-47-21.pcap.gz
5,2021-12-06 08:12:36.206141,can_tapper11,2021-12-06 08:11:36.206141,2021-12-06 08:14:36.206141,15.4,59.847112,119.982284,260278.573479,2158,471,528,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-06-07-30-49.pcap.gz
6,2021-12-06 08:18:14.808642,can_tapper11,2021-12-06 08:17:14.808642,2021-12-06 08:20:14.808642,15.506666666666666,59.813492,119.812792,338.602501,2157,347,368,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-06-07-30-49.pcap.gz
7,2021-12-06 08:50:50.269040,can_tapper11,2021-12-06 08:49:50.269040,2021-12-06 08:52:50.269040,15.379166666666668,59.789093,119.809982,1955.460398,2157,427,620,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-06-08-30-49.pcap.gz
8,2021-12-06 08:52:05.115946,can_tapper11,2021-12-06 08:51:05.115946,2021-12-06 08:54:05.115946,15.4,59.854274,119.9902,74.846906,2158,400,637,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-06-08-30-49.pcap.gz
9,2021-12-06 09:30:45.268621,can_tapper11,2021-12-06 09:29:45.268621,2021-12-06 09:32:45.268621,15.375,59.901221,119.993008,2320.152675,2160,477,657,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-05-26_CP-32\20220927\can_Tapper11-12-06-09-17-54.pcap.gz
