start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2025-11-05 12:40:22.001438,can_tapper33,"rgb(228,26,28)",511.0,476.0,514.0,6.8493150684931505,100.0,100.0,8.406283891133194,789,12.25,9.5,235.0,225.5,1.12507,-7.863468634686347,21.0,2.123627,0.012416851441241685,0.015521064301552107,0.013747228381374724,6.391752577319588,0.6772942538319907,1.0000000000001563,4.257083343964609,0.1492542910693868,18.806222,114.966625,,1606,300,386,60.0,120.0
1,2025-11-05 12:43:16.082995,can_tapper33,"rgb(55,126,184)",507.0,474.0,510.0,6.508875739644971,98.75,98.75,7.968554388820243,872,14.45,9.0,309.0,300.0,1.119105,-11.23873873873874,90.0,2.223252,0.011000000000000003,0.011000000000000003,0.012,1.8036072144288577,0.519630820046966,1.0000000000001563,2.9136317643906224,0.20154317395111043,59.864956,102.86461,174.081557,1492,251,343,60.0,120.0
2,2025-11-19 11:06:52.125120,can_tapper33,"rgb(77,175,74)",487.0,445.0,487.0,8.624229979466119,58.21428571428571,58.21428571428571,5.884180392967903,1500,4.4,0.0,280.0,280.0,1.382328,-25.889261744966444,289.0,2.478326,0.011785714285714287,0.015,0.011785714285714287,5.531914893617022,1.151769193186926,1.0000000000001563,2.27471676670449,0.18647037821235823,59.977102,119.983801,1203816.042125,2160,451,667,60.0,120.0
3,2025-11-19 11:07:53.542695,can_tapper33,"rgb(152,78,163)",506.0,461.0,564.0,8.893280632411066,97.5,100.0,74.42285974348141,1500,4.375,17.0,289.0,272.0,1.3977,-23.47826086956522,24.0,2.593227,0.015441176470588236,0.016544117647058824,0.03676470588235294,4.722792607802875,1.0980616929603007,1.0000000000001563,1.6874737773196231,0.2220285784126501,59.988056,119.928579,61.417575,2159,431,610,60.0,120.0
4,2025-11-19 11:23:25.514138,can_tapper33,"rgb(255,127,0)",487.0,431.0,490.0,11.498973305954825,58.21428571428571,64.16666666666669,0.9412537516683522,1500,4.625,18.0,291.0,273.0,1.41385,-31.73611111111111,18.0,2.007981,0.010622710622710623,0.020512820512820513,0.011721611721611723,15.652173913043478,1.5595062014989372,1.5000000000002345,3.470356641605033,0.8408505285616991,59.982049,119.846605,931.971443,2160,387,415,60.0,120.0
5,2025-11-19 14:12:27.123327,can_tapper33,"rgb(255,255,51)",507.0,455.0,510.0,10.256410256410255,98.75,98.75,4.043699574976543,1500,7.3916666666666675,14.5,321.0,306.5,1.145781,-12.927051671732523,130.0,2.147399,0.01370309951060359,0.016965742251223492,0.014681892332789558,6.976744186046512,0.8967808052130478,1.5000000000002345,2.583718236095259,0.6422670856917163,59.953821,119.867599,10141.609189,2160,460,505,60.0,120.0
6,2025-11-19 14:16:00.708424,can_tapper33,"rgb(166,86,40)",510.0,457.0,522.0,10.392156862745098,98.75,100.0,75.11185560525715,1500,7.333333333333334,22.0,301.0,279.0,1.152345,-12.939655172413794,24.0,2.246669,0.015412186379928316,0.01899641577060932,0.01971326164874552,7.368421052631579,1.0019576917775104,1.0000000000001563,1.5862030873085784,0.6590259759740633,59.984225,119.895182,213.585097,2160,541,600,60.0,120.0
7,2025-11-19 14:18:20.755619,can_tapper33,"rgb(247,129,191)",514.0,470.0,570.0,8.560311284046692,100.0,100.0,64.79313101915916,1500,7.2716666666666665,20.0,500.0,480.0,1.063706,24.225225225225227,494.0,2.061431,0.007291666666666667,0.009166666666666667,0.018958333333333334,5.219206680584551,1.1304332148495961,1.0000000000001563,119.99999999999996,0.2154273990961486,59.96117,119.935985,140.047195,2119,516,502,60.0,120.0
8,2025-11-19 14:19:22.204925,can_tapper33,"rgb(153,153,153)",500.0,450.0,506.0,10.0,90.0,97.5,37.08843426152069,1500,7.584999999999999,0.0,307.0,307.0,1.1278,-26.852459016393443,130.0,2.228902,0.011726384364820847,0.016286644951140065,0.013680781758957657,6.209850107066381,0.7991965102950478,1.0000000000001563,1.7887444673306678,0.47278339711198436,59.89312,119.956924,61.449306,2117,496,516,60.0,120.0
9,2025-11-19 14:30:29.528479,can_tapper33,"rgb(228,26,28)",514.0,484.0,515.0,5.836575875486381,100.0,100.0,3.3174575657955995e-12,66,9.433333333333334,9.5,348.0,338.5,0.836976,-14.89655172413793,13.0,3.336592,0.008862629246676515,0.008862629246676515,0.009158050221565732,1.976284584980237,0.6690773386452669,0.5000000000000782,2.291161156711022,0.44442120911854954,4.341142,37.197591,667.323554,501,104,125,60.0,120.0
10,2025-11-25 09:50:41.669944,can_tapper33,"rgb(55,126,184)",495.0,460.0,499.0,7.07070707070707,75.58333333333339,87.00000000000001,4.061038641397357,239,3.35,11.0,181.0,170.0,1.026742,-4.066265060240964,353.0,2.132465,0.020588235294117647,0.020588235294117647,0.022941176470588236,2.459016393442623,0.7238650266220039,0.5000000000000782,1.9029463547871976,0.10422148659414499,7.79863,119.856359,501612.141465,1027,183,248,60.0,120.0
11,2025-11-25 09:52:21.943700,can_tapper33,"rgb(77,175,74)",495.0,458.0,499.0,7.474747474747474,75.58333333333339,87.00000000000001,12.808613803701144,584,3.4,0.0,353.0,353.0,0.930179,-5.35678391959799,13.0,2.424377,0.00453257790368272,0.01048158640226629,0.005665722379603399,7.306889352818372,0.7293452235987815,0.5000000000000782,119.99999999999996,0.44721983175028235,59.79409,92.835987,100.273756,1327,233,234,60.0,120.0
12,2025-11-25 15:03:10.448164,can_tapper33,"rgb(152,78,163)",495.0,466.0,496.0,5.858585858585859,75.58333333333339,78.58333333333337,9.292005382323666,228,4.75,0.0,353.0,353.0,1.004032,-13.799283154121865,6.0,2.007502,0.006515580736543909,0.008215297450424928,0.006798866855524079,5.349794238683128,0.9736952896403893,0.7600000000001188,2.892719705486028,0.7632701579863288,7.568083,119.984833,18648.504464,1532,301,316,60.0,120.0
13,2025-11-27 10:13:24.067660,can_tapper33,"rgb(255,127,0)",495.0,448.0,499.0,9.494949494949495,75.58333333333339,87.00000000000001,3.117725830099637,1500,2.66,15.0,472.0,457.0,1.245628,1.3142857142857143,495.0,2.343844,0.009190371991247264,0.010284463894967177,0.010065645514223193,2.857142857142857,0.6587568579415233,1.5200000000002376,2.291161156711022,0.29240772938477044,59.898849,119.867738,155413.619496,1497,288,251,60.0,120.0
14,2025-11-27 10:15:05.068284,can_tapper33,"rgb(255,255,51)",503.0,465.0,504.0,7.5546719681908545,93.75,95.0,1.0154441861435546e-12,57,2.725,0.0,495.0,495.0,0.733493,-6.545454545454546,80.0,2.238252,0.007676767676767677,0.007676767676767677,0.007878787878787877,2.231237322515213,0.749156569107488,1.5000000000002345,3.077404581544478,0.7139720479748288,59.880999,119.942047,101.000624,1497,310,393,60.0,120.0
