start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2022-07-04 10:09:45.209737,can_tapper14,"rgb(228,26,28)",495.0,451.0,,8.88888888888889,75.58333333333339,,,0,,-1.0,431.0,432.0,0.611119,-24.533101045296167,43.0,2.11203,0.007870370370370371,0.010185185185185186,,7.592190889370933,0.9750511340959458,1.0000000000001563,3.470356641605033,0.8397687645191774,0.902378,119.929435,,1452,295,476,60.0,120.0
1,2022-07-05 07:27:36.809784,can_tapper14,"rgb(55,126,184)",496.0,463.0,499.0,6.653225806451612,78.58333333333337,87.00000000000001,1.2989072439581966,1500,18.25,0.0,292.0,292.0,0.531778,-24.64,57.0,2.034999,0.00273972602739726,0.011301369863013697,0.0037671232876712326,4.918032786885246,1.2045029090919188,1.2400000000001938,3.678623825607137,0.8632391458699107,36.246088,119.849145,76671.600047,1875,324,558,60.0,120.0
2,2022-07-05 08:07:48.210653,can_tapper14,"rgb(77,175,74)",495.0,461.0,495.0,6.8686868686868685,75.58333333333339,75.58333333333339,1.335051648627437e-13,807,18.10833333333333,0.0,347.0,347.0,0.915676,-47.13486842105263,20.0,112.885443,0.007492795389048991,0.009798270893371758,0.007492795389048991,4.722792607802875,0.618886342099963,0.5000000000000782,3.678623825607137,0.4666461251455857,59.881974,118.992275,2411.400869,1760,353,384,60.0,120.0
3,2022-07-12 14:29:58.682779,can_tapper14,"rgb(152,78,163)",491.0,456.0,492.0,7.128309572301425,66.25000000000003,68.6666666666667,6.922052359806728,770,17.5,-2.0,328.0,330.0,0.812225,-69.19808306709265,31.0,2.312416,0.010606060606060607,0.010606060606060607,0.01090909090909091,1.5053763440860215,0.3109954892566075,1.0000000000001563,3.678623825607137,0.8273918308141366,18.406696,119.934405,627730.472126,1662,355,576,60.0,120.0
4,2022-07-21 09:39:33.289646,can_tapper14,"rgb(255,127,0)",491.0,444.0,491.0,9.572301425661914,66.25000000000003,66.25000000000003,0.19090675151436304,1500,21.925,0.0,387.0,387.0,0.721252,-84.56333333333333,24.0,2.122308,0.012144702842377262,0.012144702842377262,0.012144702842377262,2.7139874739039667,0.5333819539686948,1.0000000000001563,3.678623825607137,0.8777479945321965,39.489032,119.854139,760174.606867,1914,348,518,60.0,120.0
5,2022-07-21 10:57:18.413465,can_tapper14,"rgb(255,255,51)",499.0,460.0,499.0,7.8156312625250495,87.00000000000001,87.00000000000001,0.2902579067815818,1500,23.625,0.0,320.0,320.0,0.748484,-92.86666666666666,-16.0,,0.0096875,0.0121875,0.0096875,8.71369294605809,0.47490210582636805,0.5000000000000782,4.148345232772487,0.8433359146001362,35.197455,119.926479,4665.123819,1863,368,526,60.0,120.0
6,2022-07-21 11:24:13.197936,can_tapper14,"rgb(166,86,40)",492.0,436.0,491.0,11.38211382113821,68.6666666666667,66.25000000000003,1.7585874482607,1500,23.93333333333333,0.0,494.0,494.0,0.71975,-77.99290780141844,489.0,2.120181,0.007894736842105263,0.011336032388663967,0.007692307692307693,11.587982832618026,1.471823894803229,1.0000000000001563,1.9029463547871976,0.06973988237867224,59.874299,119.813975,1614.784471,2157,404,719,60.0,120.0
7,2022-07-21 11:25:25.830111,can_tapper14,"rgb(247,129,191)",499.0,439.0,507.0,12.024048096192384,87.00000000000001,98.75,58.9920973298119,1500,23.97,0.0,489.0,489.0,0.425423,-95.07612456747405,14.0,2.023557,0.006748466257668712,0.012269938650306749,0.008384458077709612,10.973084886128364,1.4021892329810952,1.3000000000002032,2.4199454189414036,0.762570744923302,59.957244,119.985452,72.632175,2160,427,875,60.0,120.0
8,2022-07-21 11:33:39.581684,can_tapper14,"rgb(153,153,153)",507.0,444.0,520.0,12.42603550295858,98.75,100.0,85.16276673899394,1500,24.103333333333335,9.0,497.0,488.0,0.849176,-67.29180327868852,36.0,2.254183,0.010450819672131148,0.01290983606557377,0.013114754098360656,10.526315789473685,1.2425785721263982,1.5000000000002345,2.145932504474109,0.21273814768886123,59.997795,119.985631,493.751573,2159,458,795,60.0,120.0
9,2022-07-21 11:35:43.131064,can_tapper14,"rgb(228,26,28)",508.0,448.0,520.0,11.811023622047244,98.75,100.0,84.34158415180224,1500,24.146666666666665,10.0,495.0,485.0,0.988027,23.02517985611511,496.0,17.597224,0.010927835051546392,0.012371134020618556,0.013402061855670102,11.020408163265307,2.451873504491617,1.5000000000002345,22.311464047271706,0.27476709257441556,59.989056,119.858871,123.54938,2119,425,487,60.0,120.0
10,2022-07-21 11:38:11.316509,can_tapper14,"rgb(55,126,184)",499.0,459.0,499.0,8.016032064128256,87.00000000000001,87.00000000000001,1.3014850228824564,1500,24.55,0.0,495.0,495.0,1.109675,-77.99003322259136,143.0,2.01581,0.007272727272727273,0.00808080808080808,0.007272727272727273,4.722792607802875,1.2029942461033205,1.0000000000001563,119.99999999999996,0.15584181341844983,59.941496,119.968824,148.185445,2159,422,454,60.0,120.0
11,2022-07-21 11:41:47.651865,can_tapper14,"rgb(77,175,74)",500.0,448.0,500.0,10.4,88.25000000000001,90.0,0.6969336430810759,1500,24.491666666666667,9.5,494.0,484.5,0.777326,-60.58360655737705,18.0,2.176723,0.009494324045407636,0.010732714138286893,0.009494324045407636,9.473684210526315,1.0476088652758961,1.0000000000001563,119.99999999999996,0.19770664225190115,59.931832,119.990997,216.335356,2159,426,461,60.0,120.0
12,2022-07-21 11:46:50.438466,can_tapper14,"rgb(152,78,163)",499.0,444.0,499.0,11.022044088176353,87.00000000000001,87.00000000000001,2.8817879474607064,1500,24.675,7.0,495.0,488.0,0.696672,-83.52105263157895,10.0,2.196617,0.008401639344262295,0.011270491803278687,0.008401639344262295,10.043668122270743,0.7286996988441296,0.7600000000001188,2.583718236095259,0.8083210778617576,59.950505,79.68619,302.786601,1677,317,557,60.0,120.0
13,2022-07-21 11:51:19.502426,can_tapper14,"rgb(255,127,0)",500.0,441.0,503.0,11.799999999999999,88.25000000000001,93.75,4.3132196947635215,1500,24.675,0.0,498.0,498.0,0.737029,-54.62457337883959,131.0,2.140088,0.010441767068273091,0.011847389558232928,0.011044176706827308,11.016949152542374,1.0900362923418467,1.5000000000002345,119.99999999999996,0.18028478272227855,59.934713,119.981639,269.06396,2160,378,756,60.0,120.0
14,2022-07-21 11:54:47.461772,can_tapper14,"rgb(255,255,51)",499.0,439.0,500.0,12.024048096192384,87.00000000000001,90.0,1.2029872013274612,1500,24.78333333333333,8.0,497.0,489.0,0.580337,-74.33788395904436,11.0,2.08291,0.005316973415132924,0.012269938650306747,0.005521472392638036,7.826086956521739,0.8726752098566273,1.0000000000001563,2.583718236095259,0.8145803428995323,59.984107,112.901388,207.959346,2075,428,778,60.0,120.0
15,2022-07-21 11:58:49.915159,can_tapper14,"rgb(166,86,40)",504.0,470.0,507.0,6.746031746031746,95.0,98.75,2.949334644148247,1500,28.46666666666667,-4.0,471.0,475.0,0.608504,-56.542635658914726,25.0,2.110503,0.007157894736842105,0.007157894736842105,0.007789473684210527,2.5,0.5949798792666122,0.5000000000000782,3.2620894576029285,0.21214530554057087,40.872886,119.971009,242.453387,1932,308,406,60.0,120.0
16,2022-07-21 12:03:38.473659,can_tapper14,"rgb(247,129,191)",499.0,443.0,500.0,11.22244488977956,87.00000000000001,90.0,1.541458462870093,1500,24.955000000000002,10.0,497.0,487.0,0.892902,-71.7032967032967,12.0,2.295552,0.006776180698151951,0.011498973305954827,0.006981519507186858,10.729613733905579,1.0479802460014174,0.7400000000001157,2.583718236095259,0.8040745945928762,59.837542,119.823032,288.5585,2157,416,653,60.0,120.0
17,2022-07-21 12:08:10.420517,can_tapper14,"rgb(153,153,153)",503.0,469.0,503.0,6.759443339960239,93.75,93.75,4.76596656265108,1500,25.025,0.0,359.0,359.0,0.93373,-54.843511450381676,20.0,81.066987,0.006406685236768803,0.00947075208913649,0.006406685236768803,3.171247357293869,0.5665874626361952,0.5000000000000782,119.99999999999996,0.20647109979509903,53.116728,119.983562,271.946858,2079,355,486,60.0,120.0
18,2022-07-21 12:11:27.602009,can_tapper14,"rgb(228,26,28)",504.0,466.0,505.0,7.5396825396825395,95.0,96.25,6.42632883358025,914,28.76666666666667,3.0,489.0,486.0,0.624696,-51.87003610108303,62.0,2.032874,0.006790123456790123,0.007818930041152264,0.0069958847736625515,5.645161290322581,0.7810685364952277,0.5000000000000782,2.892719705486028,0.1729898023109342,21.3014,119.803173,197.181492,1695,318,427,60.0,120.0
19,2022-07-21 12:13:45.863182,can_tapper14,"rgb(55,126,184)",504.0,458.0,509.0,9.126984126984127,95.0,100.0,9.999577777587982,1500,25.1,0.0,429.0,429.0,1.04297,-62.91558441558441,18.0,2.041602,0.008624708624708625,0.010722610722610722,0.009790209790209791,8.571428571428571,1.5211538959233533,1.0000000000001563,2.4199454189414036,0.5313101026754493,59.980732,119.850649,138.261173,2158,433,602,60.0,120.0
20,2022-07-21 12:18:40.419967,can_tapper14,"rgb(77,175,74)",504.0,466.0,504.0,7.5396825396825395,95.00000000000003,95.0,2.3908543959346007,1500,25.15,0.0,389.0,389.0,0.816919,-53.2992125984252,18.0,91.880675,0.007969151670951156,0.009768637532133676,0.007969151670951156,5.708245243128964,0.3244851329912367,0.5000000000000782,2.892719705486028,0.17650912123234386,46.454079,119.878918,294.556785,1998,314,414,60.0,120.0
21,2022-07-21 12:20:55.375866,can_tapper14,"rgb(152,78,163)",507.0,460.0,512.0,9.270216962524655,98.75,100.0,9.829044368461945,1500,25.2,11.0,496.0,485.0,0.742334,-65.56551724137931,13.0,2.737925,0.0047422680412371136,0.009690721649484537,0.00577319587628866,6.0728744939271255,0.5493390479658442,1.0000000000001563,2.583718236095259,0.8145416420120299,59.873442,119.989449,134.955899,2159,407,556,60.0,120.0
