session_ts,session_date,t_cal,cycle_n,SOH,SOH_nominal,cumQ,V_start,V_end,dV_full,V_10,V_50,V_90,dV_2080,A_Vt,dV_CC,dVdt_CC,Q_d,E_d,dt_d,Q_c,E_c,f_Q_CV,eta_C,eta_E,dt_CC,dt_CV,f_t_CV,t_abs,R_DC,dV_IR,V_ICA,H_ICA,A_ICA,dVdQ_50,dT_d,dT_c,T_max_d,T_mean_d,R_th,ddT,V_ripple,t_cal,cumQ
2026-02-17_14-44-40,2026-02-17,82,1,39.2258239084159,0.6874201104012345,338.13830326333334,13.2852,10.7931,2.492099999999999,12.385,11.935,11.2432,0.7918000000000003,11.872272963452357,2.400400000000001,0.00024955768788420345,12.373561987222221,146.8990591843791,4949.43,12.396537724444444,167.48600284066148,0.21935122011027977,0.998146600467571,0.8770826020854539,6452.17,4348.25,0.40260008407080466,6453.19,0.04770265990253873,0.429407418777678,12.3934,-8.939837010361966,9.75887106618749,-0.09943331740287505,-0.8000000000000007,0.3000000000000007,24.0,23.57031812772709,-0.005767660749604519,1.1000000000000014,0.0004074825723063705,82,338.13830326333334
2026-02-20_02-46-22,2026-02-20,85,1,28.803437677324574,0.5047711006481481,443.72086784805566,13.2101,10.7848,2.4253,12.11,11.5349,11.0265,0.7918000000000003,11.568871851799884,2.117000000000001,0.00027618079326511565,9.085879811666667,105.10875768501388,2423.21,9.131949231388889,124.64670464203373,0.18844113781274133,0.9949551384315771,0.8432534015790483,4941.21,2259.16,0.31375609864493076,4942.23,0.04910087337377207,0.662712032882133,11.5349,-9.389391061960486,6.198853442004159,-0.09635718863846539,0.8000000000000007,1.3999999999999986,21.1,20.57575247043577,0.004156507087912971,0.5999999999999979,0.0005743416481392617,85,443.72086784805566
2026-02-23_10-19-36,2026-02-23,88,1,26.809688596294084,0.4698312809876543,530.0757228411112,13.2101,10.7931,2.417,12.0683,11.5683,11.0265,0.8333999999999993,11.580590525256376,2.067,0.00027404168944597556,8.456963057777777,97.9320080525788,2255.47,7.886189487499999,107.09588458340635,0.10772622625947972,1.0723763448979362,0.9144329722241501,4691.53,709.1999999999998,0.13131558141214242,4692.54,0.047861107200284615,0.6460579416537618,12.0683,-8.131285123470319,5.460171434481018,-0.2714632621417164,0.8999999999999986,1.3000000000000007,20.9,20.39603912150639,0.004661916002954277,0.40000000000000213,0.0006002865374322024,88,530.0757228411112
2026-02-24_21-28-36,2026-02-24,89,1,28.360633982602387,0.49701110648148145,605.3972695944447,13.2602,10.7848,2.4753999999999987,12.1517,11.5849,11.0765,0.6917000000000009,11.597031736129155,2.0336,0.0002720406007707046,8.946199916666666,103.74466214767048,2385.94,7.9782469875,108.02703008765957,0.08883690625681091,1.1213240114881398,0.9603583664522285,4846.800000000001,553.7299999999996,0.10253252921472512,4847.82,0.04786498953335426,0.6461079544654591,11.8016,-7.757556614358915,6.272101775938879,-0.10987312586005839,0.6000000000000014,0.6000000000000014,22.5,22.119474238336515,0.0030844777649619015,0.0,0.0005731568984598211,89,605.3972695944447
2026-02-26_15-56-15,2026-02-26,91,1,26.74132946000509,0.46863330882716053,677.4999530169448,13.2518,10.7765,2.475299999999999,12.1767,11.81,11.1182,0.8000999999999987,11.686891824093665,2.0252999999999997,0.0002528292155333488,8.43539955888889,98.57950814276552,2249.72,7.817081715,106.41612530717266,0.12066225552931792,1.0790982960690325,0.9263587436416562,4582.99,817.0699999999997,0.1513075780639474,4584.01,0.047872636107930175,0.6462111721347008,12.185,-7.329042760079024,5.7940417511592734,-0.21721169487737824,0.3000000000000007,0.6000000000000014,22.2,22.01298764742829,0.0015388146862862892,0.3000000000000007,0.0005983128740641778,91,677.4999530169448
2026-03-08_17-35-53,2026-03-08,101,1,27.1184859500638,0.4752428565740741,741.2348059413891,13.1518,10.7931,2.358699999999999,12.1183,11.7933,11.2015,0.6250999999999998,11.723716846961361,2.0753000000000004,0.0002726814909286243,8.554371418333334,100.28454465832996,2281.45,7.8836516080555565,106.65443436639912,0.1037049466882607,1.0850773021974274,0.9402754349042242,4711.12,689.8400000000001,0.12772544140300987,4712.14,0.0500329822636951,0.6753752143847146,12.1183,-9.165586453319742,6.707662172290369,-0.11324973938116199,1.0,0.6000000000000014,23.4,22.847431265269602,0.004856327563277531,-0.3999999999999986,0.0006261211681973146,101,741.2348059413891
2026-03-10_09-26-42,2026-03-10,103,1,24.18529531540526,0.4238396219444444,808.9962374780556,13.1435,10.7931,2.3503999999999987,12.0933,11.8016,11.0599,0.841800000000001,11.643719987319937,1.9253,0.0002793265073872896,7.6291131949999995,88.82675295935566,2034.69,7.431027376388888,101.6464741928789,0.16145015626279727,1.0266565857690826,0.8738793319166465,4154.59,1245.7999999999993,0.23068704297282222,4155.61,0.05189371479395202,0.7003212492588208,12.0933,-9.157341353718932,6.656907752266584,-0.23680104880685113,1.0999999999999979,2.200000000000003,21.9,21.40175939501505,0.00525650090831154,1.100000000000005,0.0006119145143560808,103,808.9962374780556
2026-03-12_22-02-01,2026-03-12,105,1,0.07202790707290484,0.0012622662037037036,867.5557358394444,12.26,10.7848,1.4751999999999992,11.1265,10.8765,10.7848,0.19170000000000087,11.052216666666668,0.6084000000000014,-7.872265424579504e-07,0.022720791666666663,0.2483218744761111,6.06,1.2974677886111108,17.12992255530325,0.0,0.01751164218958252,0.014496380452066502,865.05,,,865.05,0.08801547394515195,1.1879404510640186,,,,,0.0,0.1999999999999993,21.7,21.699999999999996,0.0,0.1999999999999993,0.09728689758229749,105,867.5557358394444
2025-12-09_15-58-25,2025-12-09,12,2,1.0,0.6374426097067902,16.63977319416667,13.8352,10.7931,3.0420999999999996,12.3934,11.9266,11.2265,0.8168000000000006,11.868098540831445,2.567,0.00026337782263686853,11.473966974722224,136.17031842854567,4589.6,12.362917548333332,166.84567378936498,0.265886296205653,0.9280954054626895,0.8161453356018955,6051.09,4749.16,0.4397268581745793,6052.11,0.06118226765365093,0.5506495862230064,12.26,-7.218353282070138,7.876874558217599,-0.10974315785254642,-0.3999999999999986,0.5,24.3,24.109605940831234,-0.0031268773729606824,0.8999999999999986,0.0005317645063021621,12,16.63977319416667
2026-01-27_20-58-50,2026-01-27,61,2,0.7608532550792214,0.48500028452160504,130.00791798277777,13.8269,10.7931,3.0337999999999994,11.835,11.4766,10.9515,0.7918000000000003,11.454006141717402,2.1003000000000007,0.00028404699900462234,8.73000512138889,99.98982410825055,3492.03,9.362829186944445,127.41109458868318,0.2525919878966067,0.9324110209723823,0.7847811403790559,4665.679999999999,6134.54,0.5680013925642255,4666.7,,,11.7599,-9.276914097256496,4.992774787894909,-0.10476142674350981,-0.40000000000000213,0.6999999999999993,22.1,21.931287240022485,-0.0029888215648145684,1.1000000000000014,0.000647932708490612,61,130.00791798277777
2026-02-14_17-25-51,2026-02-14,79,2,1.1876471838882434,0.757056920308642,238.74630918416668,14.0269,10.7931,3.2337999999999987,12.4934,11.9933,11.2432,0.8834999999999997,11.934039189504041,2.542,0.0002566338749516373,13.627024565555557,162.6213906242813,5450.86,13.19251418,178.15317021805384,0.22918770341789557,1.0329361317810277,0.9128178321229865,6779.87,4020.38,0.37224879053725607,6780.89,0.05745196584237663,0.5170734377779739,12.41,-8.050385698453988,9.419121151975826,-0.09971560162486927,-0.8000000000000007,0.6000000000000014,22.5,22.06633577778098,-0.005766240279712122,1.4000000000000021,0.0004696131962116338,79,238.74630918416668
2026-02-17_14-44-40,2026-02-17,82,2,1.036091926118112,0.6604491412808642,350.0263878063889,13.7936,10.7931,3.000499999999999,12.4017,11.9433,11.2349,0.8001000000000005,11.880926079020197,2.3420000000000005,0.00025229682398824574,11.888084543055555,141.23763066953498,4755.24,11.883002523333332,160.92440735933928,0.21944653694230928,1.000427671349244,0.877664444984754,6184.19,4616.150000000001,0.42740784086426914,6185.23,0.07692093866227827,0.6922999861013037,12.2767,-7.604464465193717,8.172488682908561,-0.1022778613789796,-0.8999999999999986,0.29999999999999716,23.5,22.924119366505376,-0.006483977746324091,1.1999999999999957,0.0005125119308914581,82,350.0263878063889
2026-02-20_02-46-22,2026-02-20,85,2,0.8061765420161343,0.5138912788271605,452.97091086694456,13.7436,10.7931,2.9505,12.0016,11.6183,11.0098,0.7001000000000008,11.577094290682686,2.1003000000000007,0.0002749401570353186,9.250043018888888,107.08316786123414,2467.02,9.1212052,124.23728519430401,0.18590125516283507,1.014125087207652,0.8619245639001105,4950.86,2249.25,0.31239106069212835,4951.88,0.06550679721067842,0.8841419666126662,11.81,-7.270648067207388,5.537161890663274,-0.11671822534931059,0.3000000000000007,0.0,22.8,22.64976291251631,0.001545083652008277,-0.3000000000000007,0.0007672288386453827,85,452.97091086694456
2026-02-23_10-19-36,2026-02-23,88,2,0.7175274996988834,0.45738260194444436,538.3086096761112,13.8352,10.7931,3.0420999999999996,12.0267,11.5849,11.0265,0.6918000000000006,11.555396436964303,2.0252999999999997,0.00026730396920821253,8.232886834999999,95.12853091863569,2195.74,7.8793248855555555,106.79537136706811,0.11398573502884381,1.0448721120882571,0.8907551863054801,4654.58,745.4399999999996,0.13804393317061783,4655.63,0.05808491786626532,0.7839692321950897,11.6683,-5.932965247786199,4.719437002896038,-0.1297025957021293,0.40000000000000213,0.29999999999999716,22.6,22.409921344297462,0.0020532042271125765,-0.10000000000000497,0.0008006523032498996,88,538.3086096761112
2026-02-24_21-28-36,2026-02-24,89,2,0.6804912649441001,0.43377412780864194,613.2052038950002,13.8019,10.7931,3.008799999999999,12.035,11.6266,11.0515,0.6166999999999998,11.595391797366474,2.0252999999999997,0.00029026373141398496,7.807934300555555,90.52994954334297,2082.38,7.749585170277777,105.19430709399684,0.1421294710503363,1.0075293230535185,0.860597422467449,4432.49,967.8199999999997,0.17921563762080323,4433.51,0.06081021021910785,0.8209499999999998,11.835,-6.814243464580031,4.394700673840962,-0.1262359649396952,0.3999999999999986,0.1999999999999993,23.5,23.28998002035662,0.0020501363305408167,-0.1999999999999993,0.0008284727753727597,89,613.2052038950002
2026-02-26_15-56-15,2026-02-26,91,2,0.6677087249568593,0.42562599216049374,685.1612208758337,13.7769,10.7848,2.992099999999999,11.9933,11.6683,11.0682,0.6834000000000007,11.590091351810342,1.2668,0.00029055249019694924,7.661267858888888,88.7890487554334,2043.26,3.4274475116666663,45.842178704499894,0.0,2.2352692004212313,1.936841818268943,2285.2200000000003,,,2285.2200000000003,0.06144754635890406,0.8294527769029844,11.7433,-7.717714320691098,4.545675475557667,-0.1179347093575513,0.09999999999999787,0.20000000000000284,23.0,22.878396342400496,0.0005106785292393754,0.10000000000000497,0.0008379016169890844,91,685.1612208758337
2026-03-08_17-35-53,2026-03-08,101,2,0.6646831087879719,0.42369733549382715,748.8613579802781,13.7436,10.7931,2.9505,12.1933,11.7016,11.1515,0.7334000000000014,11.694364045476894,1.9503000000000004,0.0002823143135610912,7.626552038888889,89.18207227441641,2034.0,7.564602582500001,102.97022490916322,0.15641351146655266,1.0081893867805034,0.866095731587357,4254.630000000001,1145.87,0.21217850199055638,4255.65,0.058071019337241805,0.7838774616256923,11.8016,-5.531094514279415,4.864483650066013,-0.12423693711534117,0.3999999999999986,0.0,24.4,24.21826707834813,0.001927123744555227,-0.3999999999999986,0.0008705539141818743,101,748.8613579802781
2026-03-10_09-26-42,2026-03-10,103,2,0.6486951333452707,0.4135059187037036,816.4393440147222,13.7186,10.7931,2.9254999999999995,11.9433,11.5933,11.0682,0.5417000000000005,11.577831922069416,1.8669000000000011,0.0003006729429595279,7.443106536666665,86.1694666740341,1985.1,7.239698888611111,99.81994779327435,0.201158021005829,1.0280961475311547,0.8632489655523543,3855.8900000000003,1544.2599999999998,0.2859661305704471,3856.91,0.07042665866195283,0.9506577732813033,11.5182,-6.254474257862139,4.034843610484599,-0.1619490483100688,0.5999999999999979,0.5,24.7,24.411006090326662,0.00283843348696506,-0.09999999999999787,0.000862274980328505,103,816.4393440147222
2025-12-09_15-58-25,2025-12-09,12,3,1.0,0.6593106641820987,28.507365149444446,13.8852,10.7931,3.0920999999999985,12.41,11.9516,11.2432,0.8085000000000004,11.887362150598793,2.567,0.00026432459306683406,11.867591955277778,141.0704179837706,4747.05,12.306060742222222,166.08854156240548,0.2562099069800463,0.9643696877393061,0.849368756307402,6102.63,4697.81,0.4349646866238783,6103.66,0.06301147482654322,0.5671095745863717,12.2767,-7.532484377285708,8.01855499489885,-0.10637216702283107,-0.6000000000000014,0.5,24.3,24.005045659078878,-0.004682518350657552,1.1000000000000014,0.0005217930345807708,12,28.507365149444446
2026-01-27_20-58-50,2026-01-27,61,3,0.7474971452447753,0.49283283930555555,138.87890909027777,13.2435,10.7848,2.4586999999999986,11.9266,11.4349,10.9932,0.6083999999999996,11.45364042097491,1.983600000000001,0.00028628591119610224,8.8709911075,101.60204625324731,3548.44,9.378803242222222,128.86734105026224,0.27591403334978304,0.9458553376579952,0.7884235480083304,4527.84,6272.549999999999,0.5807706943915913,4528.86,,,11.7183,-15.281999600352338,6.10509778752911,-0.11631521194498808,-0.5,0.3000000000000007,22.4,22.13113963266209,-0.0037216800445928006,0.8000000000000007,0.0006196065100329553,61,138.87890909027777
2026-02-14_17-25-51,2026-02-14,79,3,1.0871677113519183,0.7167812658487654,251.64837196944444,13.9186,10.7931,3.125499999999999,12.4684,11.9933,11.2599,0.833499999999999,11.927059842293115,2.508700000000001,0.00025857749297082097,12.902062785277778,153.8796594886743,5160.84,12.757299760555554,172.33519707224892,0.23390963290800182,1.0113474659559085,0.8929090638644326,6516.07,4284.25,0.3966780613907736,6517.09,0.05837557808609037,0.5252926394076842,12.26,-8.191398143189328,9.013539036888611,-0.09992861841560696,-0.8000000000000007,0.3999999999999986,22.3,21.889903677891567,-0.005765403082458566,1.1999999999999993,0.000494327549341152,79,251.64837196944444
2026-02-17_14-44-40,2026-02-17,82,3,0.9297646772612178,0.6130037668981482,361.0604556105556,13.8019,10.7931,3.008799999999999,12.2267,11.7516,11.1849,0.6751000000000005,11.701431876904604,2.2170000000000005,0.00025589425426218303,11.034067804166668,129.1106425128566,4413.65,11.182936797777778,152.16829940270904,0.23009787623350883,0.9866878444988894,0.848472664935086,5740.4,5060.0599999999995,0.4685041192689941,5741.42,0.0880560498220641,0.7923723643238437,12.0517,-12.827334272335936,7.319904575964459,-0.10065901594231917,-0.5,0.20000000000000284,22.9,22.62206387332088,-0.003586389536279188,0.7000000000000028,0.0005115232704294335,82,361.0604556105556
2026-02-20_02-46-22,2026-02-20,85,3,0.7649127690715034,0.5043151458179013,462.04858349166676,13.6769,10.7848,2.8920999999999992,12.01,11.6016,11.0432,0.708400000000001,11.558685173933517,2.117000000000001,0.00028238874641351347,9.077672624722222,104.92054987333036,2421.04,9.017106749166667,122.79256497037413,0.18997360737473068,1.0067167748192793,0.8544536055472438,4869.870000000001,2330.5,0.32366392282618806,4870.89,0.06977071526465908,0.942030243360374,11.5433,-6.525527973057694,4.96914392541047,-0.10944239457203246,0.09999999999999787,1.1000000000000014,22.9,22.81377152307144,0.0005151972180234601,1.0000000000000036,0.0007837712305673136,85,462.04858349166676
2026-02-23_10-19-36,2026-02-23,88,3,0.6552022925704718,0.43198185868827155,546.0842831325001,13.7102,10.7931,2.9170999999999996,11.9516,11.5933,11.0348,0.6751000000000005,11.544751787548401,2.0336,0.00028378158330233096,7.775673456388888,89.76277752382767,2073.79,7.723085734444444,104.66341269425718,0.14178279678990846,1.0068091594153754,0.8576328175543324,4419.12,981.7799999999997,0.18178081430872628,4420.14,0.06022828342721611,0.8127987533353096,11.6933,-7.140662082741377,4.539770700187,-0.10657018398743312,0.10000000000000142,0.0,23.1,23.08317056552351,0.0005134227762716978,-0.10000000000000142,0.0008478413758755039,88,546.0842831325001
2026-02-24_21-28-36,2026-02-24,89,3,0.62574686736378,0.41256158273148147,620.6313123841669,13.6769,10.7931,2.883799999999999,11.9766,11.5849,11.0515,0.6417999999999999,11.568151169618694,1.9670000000000005,0.00029946668318754193,7.426108489166666,85.90106757602108,1980.56,7.4743771952777776,101.75691947214234,0.17534066859111955,0.9935421099510998,0.8441791282757722,4109.610000000001,1290.8400000000001,0.2390245257339666,4110.63,0.0660781364609651,0.892068057850321,11.7099,-5.613875276066873,4.2623403841969045,-0.12217577911974915,0.0,-0.09999999999999787,23.8,23.72442233760057,0.0,-0.09999999999999787,0.0008393544899974238,89,620.6313123841669
2026-03-06_13-23-46,2026-03-06,99,3,0.20806241821092003,0.1371777711419753,687.6304207563893,12.5767,10.7765,1.8002000000000002,11.4016,11.2182,10.9098,0.3417999999999992,11.17801741200231,1.8503000000000007,0.00040321526863609395,2.4691998805555553,27.597305584458525,658.54,6.554370954722223,91.14141481831062,0.37391731470107337,0.3767256839157956,0.3027965457796924,2736.01,2664.4100000000003,0.49337088596812845,2737.03,0.07595077388140982,1.0253506375538088,11.3849,-3.2315136179322135,3.2247942611162657,-0.3301297175883974,0.40000000000000213,2.1999999999999993,21.8,21.59119923782303,0.002002692254352573,1.7999999999999972,0.0011290115362183662,99,687.6304207563893
2026-03-08_17-14-27,2026-03-08,101,3,0.0009572620862045326,0.0006311331018518519,732.6804345230559,13.2018,12.4517,0.7500999999999998,12.5684,12.5101,12.4517,0.1166999999999998,12.635083333333332,,,0.011360395833333333,0.14211925522777777,3.03,,,,,,,,,,0.049100873373772204,0.6627120328821348,,,,,0.0,,22.6,22.599999999999994,0.0,,0.044091487520006176,101,732.6804345230559
2026-03-08_17-35-53,2026-03-08,101,3,0.6116088217734533,0.40324021850308633,756.1196819133336,13.6185,10.7931,2.8253999999999984,12.035,11.6683,11.1515,0.5917000000000012,11.636984377599042,1.9169999999999998,0.00029088692559759306,7.2583239330555545,84.45951720122605,1935.81,7.282150583611111,99.24645048840567,0.1780706636880567,0.996728074999001,0.8510079381739997,3990.6800000000003,1409.3700000000003,0.260992027851594,3991.7,0.07010334490667817,0.94618134103819,11.7599,-5.5678719968824115,4.358455634247598,-0.13248388468553313,0.20000000000000284,-0.20000000000000284,24.6,24.495442196180207,0.0009623889704796717,-0.4000000000000057,0.0009517487955676596,101,756.1196819133336
2026-03-10_09-26-42,2026-03-10,103,3,0.5840980420094157,0.3851020680246913,823.3711812391666,13.6019,10.7931,2.8087999999999997,11.9516,11.6183,11.0599,0.4916999999999998,11.563296131440163,1.8335000000000008,0.0002803691556433558,6.931837224444444,80.14944246594561,1848.75,6.971335944444444,96.4595273149374,0.2123759713455847,0.9943341247194554,0.8309126604390268,3660.8599999999997,1739.4700000000003,0.32210438991691254,3661.92,0.07629898408862638,1.0295517866474935,11.6349,-7.216041679865825,3.847693867105721,-0.14575920310434837,0.10000000000000142,0.09999999999999787,25.3,25.211346072186835,0.0004724234608495137,-3.552713678800501e-15,0.000879484594481549,103,823.3711812391666
2025-12-09_15-58-25,2025-12-09,12,4,1.0,0.6667530694444443,40.50892039944445,13.9019,10.7931,3.1087999999999987,12.4184,11.96,11.2599,0.8001000000000005,11.898366474297283,2.5587,0.0002632693976541907,12.00155525,142.79497727516392,4800.66,12.263200762499999,165.52509672372113,0.25338590041877107,0.9786641744217307,0.8626787121804484,6104.49,4696.26,0.43480869384070553,6105.51,0.06440691158156912,0.5796686449252803,12.21,-7.5012839325401055,8.09670855776417,-0.10497636049147177,-0.5999999999999979,0.1999999999999993,24.2,23.86336436061444,-0.004684118298063909,0.7999999999999972,0.0005123515733628464,12,40.50892039944445
2026-01-27_20-58-50,2026-01-27,61,4,0.7355023014389925,0.49039841706790127,147.7060805975,13.8686,10.7598,3.1088000000000005,11.8433,11.5433,10.9515,0.6166999999999998,11.476532256447436,1.9419000000000004,0.00030646355011482835,8.827171507222223,101.30168288627112,3530.86,9.211057523611112,127.01501830361339,0.29074361597722176,0.9583233504508188,0.7975567317883797,4355.79,6444.38,0.5966924594705454,4356.81,0.14171329506748404,1.2756676538737244,11.6766,-8.8962787298277,4.501591515444268,-0.15108163720248624,-0.3999999999999986,0.3000000000000007,22.2,22.001207579059734,-0.0029634544526657477,0.6999999999999993,0.000623454580401585,61,147.7060805975
2026-02-14_17-25-51,2026-02-14,79,4,1.041966544548929,0.6947343918364198,264.1535910225,13.8519,10.7931,3.0587999999999997,12.4517,11.985,11.2682,0.8168000000000006,11.921849179644548,2.4837000000000007,0.0002595528307233,12.505219053055557,149.08142867700275,5002.1,12.452046118888887,168.22910786362283,0.23397578573875336,1.0042702166101047,0.8861809384251006,6359.59,4440.6900000000005,0.411164340183773,6360.61,0.06023172033446012,0.5420915061821745,12.2684,-8.005065407346596,8.788806388243177,-0.10136554174139957,-0.5999999999999979,0.5999999999999979,21.9,21.597163265306122,-0.004324602626188368,1.1999999999999957,0.0005034532748490853,79,264.1535910225
2026-02-17_14-44-40,2026-02-17,82,4,0.8977772552297616,0.5985957406018518,371.83517894138896,13.8602,10.7848,3.0754,12.1683,11.7683,11.1849,0.6918000000000006,11.723625992603042,2.1586999999999996,0.0002381501097613286,10.774723330833334,126.31499847316822,4309.88,10.913737656111111,149.7099025916986,0.24122090045366762,0.9872624457671532,0.843731752452375,5521.32,5279.42,0.4888016932173166,5522.34,0.10096923350524634,0.9087331984705675,11.9016,-9.317073481751839,6.73146049299974,-0.1340637498523265,-0.40000000000000213,0.10000000000000142,22.6,22.350327964434076,-0.0028669957279723285,0.5000000000000036,0.0005173929416192311,82,371.83517894138896
2026-02-20_02-46-22,2026-02-20,85,4,0.7308736438323045,0.48731224540123463,470.82020390888897,13.6519,10.7931,2.8587999999999987,11.9933,11.6099,11.1015,0.6167999999999996,11.57019854086518,2.0586,0.00026808746813728065,8.771620417222223,101.48399756251523,2339.4,8.859919248333334,120.45232136001668,0.18177298728674574,0.9900339011410605,0.8425242155291673,4833.44,2367.45,0.3287718601450654,4834.46,0.06980381111909925,0.9422537247722731,11.8266,-6.2175108645907455,5.091887252875388,-0.11174954089177247,0.5,0.6999999999999993,24.5,24.22864525655223,0.00257234157739596,0.1999999999999993,0.0007940920865445078,85,470.82020390888897
