start_index,start_time,can_tapper_id,window_start,window_end,temp_avg_start_C,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,FILE_NAME_ORIGIN
0,2020-03-03 11:07:41.193508,can_tapper17,2020-03-03 11:06:41.193508,2020-03-03 11:09:41.193508,16.25,59.805075,119.988257,,2158,401,562,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20240402\can_Tapper17-03-03-10-59-23.pcap.gz
1,2020-09-03 10:02:45.514642,can_tapper17,2020-09-03 10:01:45.514642,2020-09-03 10:04:45.514642,22.15,59.897274,119.992695,15893704.321134,2160,401,379,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-03-09-04-27.pcap.gz
2,2020-09-03 13:50:03.820438,can_tapper17,2020-09-03 13:49:03.820438,2020-09-03 13:52:03.820438,19.419999999999998,59.983026,119.989049,13638.305796,2160,443,516,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-03-13-04-27.pcap.gz
3,2020-09-08 11:08:28.871424,can_tapper17,2020-09-08 11:07:28.871424,2020-09-08 11:10:28.871424,18.7,12.76021,119.861819,422305.050986,1593,315,363,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-08-11-08-15.pcap.gz
4,2020-09-10 09:07:33.503378,can_tapper17,2020-09-10 09:06:33.503378,2020-09-10 09:09:33.503378,20.366666666666667,59.890955,119.950106,165544.631954,2160,413,528,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-10-08-24-05.pcap.gz
5,2020-09-10 11:44:49.531459,can_tapper17,2020-09-10 11:43:49.531459,2020-09-10 11:46:49.531459,19.875,47.958911,119.873375,9436.028081,2016,350,563,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-10-11-44-01.pcap.gz
6,2020-09-15 13:48:16.764496,can_tapper17,2020-09-15 13:47:16.764496,2020-09-15 13:50:16.764496,15.25,44.670853,119.924513,439407.233037,1977,351,497,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-15-13-47-31.pcap.gz
7,2020-09-15 15:50:38.165627,can_tapper17,2020-09-15 15:49:38.165627,2020-09-15 15:52:38.165627,21.85,59.868389,119.988786,7341.401131,2159,432,534,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-15-15-47-31.pcap.gz
8,2020-09-16 10:44:28.796897,can_tapper17,2020-09-16 10:43:28.796897,2020-09-16 10:46:28.796897,22.165,59.923767,119.926452,68030.63127,2159,445,372,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-16-10-28-37.pcap.gz
9,2020-09-16 12:41:35.180901,can_tapper17,2020-09-16 12:40:35.180901,2020-09-16 12:43:35.180901,22.323333333333334,59.992423,119.895803,7026.384004,2159,412,565,//qar7000185/GP0_UPLOAD/BOXER/CYLOM\KZ-04-84_CP-13\20201103\can_Tapper17-09-16-12-28-37.pcap.gz
