start_index,start_time,can_tapper_id,t_rel,FM-Center Voltage PG1_est in 1/10V,FM-Center Voltage PG2 in 1/10V,FM-Center Voltage PG3_est in 1/10V,FM-Center Voltage PG4 in 1/10V,FM-Total Voltage in 1/10V,V_residual,V_mean_groups
0,2021-12-02 14:07:38.655817,can_tapper11,-58.499999999999766,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.47999999999976,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.45999999999976,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.43999999999976,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.41999999999975,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.39999999999975,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.37999999999975,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.359999999999744,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.33999999999974,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.31999999999974,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.29999999999973,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.27999999999973,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.25999999999973,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.239999999999725,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.21999999999972,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.19999999999972,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.17999999999972,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.15999999999971,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.13999999999971,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.119999999999706,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.0999999999997,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.0799999999997,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.0599999999997,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.039999999999694,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-58.01999999999969,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.99999999999969,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.97999999999968,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.95999999999968,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.93999999999968,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.91999999999968,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.89999999999967,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.87999999999967,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.85999999999967,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.83999999999966,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.81999999999966,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.799999999999656,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.77999999999965,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.75999999999965,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.73999999999965,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.71999999999965,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.69999999999964,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.67999999999964,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.659999999999634,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.63999999999963,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.61999999999963,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.599999999999625,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.57999999999962,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.55999999999962,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.539999999999615,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.51999999999961,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.49999999999961,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.479999999999606,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.4599999999996,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.4399999999996,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.4199999999996,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.3999999999996,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.37999999999959,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.35999999999959,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.339999999999584,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.31999999999958,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.29999999999958,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.279999999999575,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.25999999999957,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.23999999999957,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.219999999999565,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.19999999999956,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.17999999999956,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.15999999999956,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.13999999999955,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.11999999999955,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.09999999999955,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.07999999999954,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.05999999999954,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.03999999999954,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-57.019999999999534,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.99999999999953,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.97999999999953,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.959999999999525,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.93999999999952,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.91999999999952,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.89999999999952,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.87999999999951,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.85999999999951,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.83999999999951,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.8199999999995,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.7999999999995,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.7799999999995,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.75999999999949,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.73999999999949,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.71999999999949,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.69999999999949,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.67999999999948,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.65999999999948,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.63999999999948,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.61999999999947,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.59999999999947,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.579999999999465,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.55999999999946,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.53999999999946,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.519999999999456,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.49999999999945,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.47999999999945,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.45999999999945,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.43999999999944,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.41999999999944,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.39999999999944,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.37999999999944,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.35999999999943,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.33999999999943,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.31999999999943,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.29999999999942,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.27999999999942,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.259999999999415,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.23999999999941,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.21999999999941,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.199999999999406,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.1799999999994,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.1599999999994,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.1399999999994,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.11999999999939,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.09999999999939,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.07999999999939,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.05999999999938,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.03999999999938,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-56.01999999999938,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.999999999999375,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.97999999999937,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.95999999999937,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.939999999999365,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.91999999999936,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.89999999999936,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.87999999999936,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.85999999999935,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.83999999999935,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.81999999999935,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.79999999999934,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.77999999999934,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.75999999999934,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.73999999999933,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.71999999999933,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.69999999999933,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.679999999999325,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.65999999999932,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.63999999999932,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.61999999999932,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.59999999999931,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.57999999999931,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.559999999999306,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.5399999999993,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.5199999999993,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.4999999999993,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.47999999999929,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.45999999999929,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.43999999999929,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.41999999999928,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.39999999999928,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.37999999999928,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.35999999999928,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.33999999999927,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.31999999999927,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.29999999999927,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.27999999999926,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.25999999999926,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.239999999999256,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.21999999999925,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.19999999999925,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.17999999999925,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.15999999999924,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.13999999999924,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.11999999999924,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.099999999999234,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.07999999999923,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.05999999999923,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.039999999999225,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-55.01999999999922,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.99999999999922,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.979999999999215,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.95999999999921,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.93999999999921,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.919999999999206,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.8999999999992,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.8799999999992,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.8599999999992,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.83999999999919,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.81999999999919,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.79999999999919,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.779999999999184,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.75999999999918,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.73999999999918,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.719999999999175,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.69999999999917,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.67999999999917,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.659999999999165,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.63999999999916,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.61999999999916,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.59999999999916,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.57999999999915,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.55999999999915,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.53999999999915,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.51999999999914,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.49999999999914,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.47999999999914,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.459999999999134,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.43999999999913,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.41999999999913,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.399999999999125,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.37999999999912,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.35999999999912,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.33999999999912,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.31999999999911,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.29999999999911,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.27999999999911,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.2599999999991,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.2399999999991,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.2199999999991,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.19999999999909,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.17999999999909,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.15999999999909,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.13999999999909,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.11999999999908,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.09999999999908,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.07999999999908,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.05999999999907,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.03999999999907,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-54.019999999999065,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.99999999999906,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.97999999999906,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.959999999999056,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.93999999999905,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.91999999999905,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.89999999999905,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.87999999999904,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.85999999999904,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.83999999999904,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.81999999999904,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.79999999999903,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.77999999999903,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.75999999999903,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.73999999999902,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.71999999999902,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.699999999999015,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.67999999999901,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.65999999999901,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.639999999999006,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.619999999999,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.599999999999,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.579999999999,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.55999999999899,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.53999999999899,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.51999999999899,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.49999999999898,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.47999999999898,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.45999999999898,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.439999999998975,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.41999999999897,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.39999999999897,,,,,,,
0,2021-12-02 14:07:38.655817,can_tapper11,-53.379999999998965,,,,,,,
