start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2021-02-22 13:21:36.235960,can_tapper14,"rgb(228,26,28)",453.0,390.0,456.0,13.90728476821192,40.0,40.0,14.164584107762579,607,10.85,16.5,467.0,450.5,0.710846,-71.16326530612245,88.0,2.21939,0.01065482796892342,0.013984461709211984,0.011320754716981133,9.62962962962963,3.0111622796940365,1.5000000000002345,3.2620894576029285,0.6931484131530758,15.404833,36.400913,,623,129,144,60.0,120.0
1,2021-03-05 07:21:16.625932,can_tapper14,"rgb(55,126,184)",434.0,343.0,437.0,20.967741935483872,40.0,40.0,26.22797407556468,514,,22.0,400.0,378.0,0.841103,-47.976897689768975,86.0,2.337771,0.021164021164021163,0.024074074074074074,0.021957671957671957,28.8135593220339,5.7083955209244905,1.5000000000002345,3.2620894576029285,0.8595947737703877,13.300584,119.992097,928780.389972,1600,335,390,60.0,120.0
2,2022-02-02 13:22:15.223224,can_tapper14,"rgb(77,175,74)",480.0,387.0,484.0,19.375,46.24999999999997,52.857142857142826,0.7924981299987909,1500,13.030000000000001,16.0,492.0,476.0,0.54091,-53.803125,22.0,2.043366,0.012605042016806721,0.019537815126050413,0.013445378151260505,30.8411214953271,2.6077475984301226,1.5000000000002345,3.2620894576029285,0.9008109181848317,59.903578,119.925878,28879258.597292,2160,392,593,60.0,120.0
3,2022-02-02 13:37:55.008369,can_tapper14,"rgb(152,78,163)",492.0,419.0,496.0,14.83739837398374,68.33333333333339,78.00000000000004,2.1920098631149387,1500,13.225,14.0,495.0,481.0,0.434684,-60.2568093385214,24.0,2.035074,0.011434511434511435,0.015176715176715178,0.012058212058212059,13.242009132420092,1.8146457449882765,1.5000000000002345,1.9029463547871976,0.35533354699832476,59.962498,102.946438,939.785145,1955,389,402,60.0,120.0
4,2022-02-02 13:40:22.051717,can_tapper14,"rgb(255,127,0)",496.0,468.0,499.0,5.64516129032258,78.00000000000004,87.00000000000001,2.2108529770316926e-12,97,13.323333333333334,0.0,292.0,292.0,0.416354,-61.057432432432435,20.0,2.011949,0.0010273972602739725,0.00958904109589041,0.0017123287671232876,5.394190871369295,0.8799582303681479,0.5000000000000782,3.2620894576029285,0.835165429105851,59.975431,119.91982,147.043348,1692,352,454,60.0,120.0
5,2022-02-02 13:54:44.212920,can_tapper14,"rgb(255,255,51)",493.0,446.0,496.0,9.533468559837727,70.75000000000004,78.00000000000004,2.455609980270733,1500,13.575,0.0,467.0,467.0,1.009612,-63.40384615384615,15.0,2.011368,0.008565310492505354,0.010064239828693792,0.009207708779443255,6.918238993710692,1.354356922926286,1.260000000000197,2.0171482422437275,0.7720564614815123,59.872276,119.991679,862.161203,2158,411,555,60.0,120.0
6,2022-02-15 15:05:05.638032,can_tapper14,"rgb(166,86,40)",496.0,435.0,500.0,12.298387096774194,78.00000000000004,90.0,3.822259476558887,1500,8.59,0.0,496.0,496.0,0.821196,-27.327217125382262,19.0,2.81285,0.00846774193548387,0.012298387096774194,0.009274193548387096,9.251101321585903,1.092615742777892,1.0000000000001563,3.470356641605033,0.8194994349450173,59.98545,119.958606,1127421.425112,2160,433,568,60.0,120.0
7,2022-03-24 09:36:31.132128,can_tapper14,"rgb(247,129,191)",488.0,436.0,491.0,10.655737704918032,60.0,66.25000000000003,9.913402504818702,976,8.952857142857145,12.5,485.0,472.5,0.638403,-12.889204545454545,75.0,2.1461,0.00867724867724868,0.011005291005291006,0.009312169312169313,11.597374179431073,0.5456920438937993,1.0000000000001563,3.678623825607137,0.79679068885283,22.543445,119.848017,3177085.494096,1710,394,600,60.0,120.0
8,2022-03-24 10:00:28.280511,can_tapper14,"rgb(153,153,153)",503.0,464.0,504.0,7.75347912524851,93.75,95.0,9.818815355954604e-14,274,7.9,8.0,328.0,320.0,0.827075,-12.6,21.0,70.680841,0.009062500000000001,0.0121875,0.009375000000000001,6.0728744939271255,0.6447323964572065,0.7600000000001188,3.2620894576029285,0.48092396980496055,8.49998,74.846724,1437.148383,1002,230,298,60.0,120.0
9,2022-03-28 09:22:01.181325,can_tapper14,"rgb(228,26,28)",495.0,437.0,496.0,11.717171717171718,75.58333333333339,78.00000000000004,5.156135624948318,1500,15.15,0.0,500.0,500.0,0.87893,-28.30943396226415,22.0,2.282199,0.0104,0.011600000000000001,0.0106,11.349036402569594,1.2579327396947293,1.0000000000001563,2.7289468883321724,0.4300104330264931,59.991825,107.228335,343292.900814,2007,388,645,60.0,120.0
