start_index,start_time,can_tapper_id,start_color,V_pre_total_1_10V,V_min_total_1_10V,V_ocv_total_1_10V,V_drop_total_pct,soc_pct_est_pack,soc_pct_est_ocv_pack,V_ocv_slope_mV_per_s_max,n_ocv_samples_min,temp_avg_start_C,I_pre_A,I_load_A,delta_I_A,t_load_s,I_mean_post_A,I_max_post_A,t_charge_onset_s,R_internal_est_ohm_pack,R_internal_est_ohm_min_voltage_method_pack,R_internal_est_ohm_from_ocv_pack,max_abs_imbalance_pct_pack,mean_abs_imbalance_pct_pack,t_recovery_s_max,tau_relax_s_median,relax_fit_r2_min,pre_data_duration_s,post_data_duration_s,t_since_previous_start_s,n_voltage_samples,n_current_samples,n_temperature_samples,t_before_s,t_after_s
0,2025-11-05 12:49:31.764789,can_tapper35,"rgb(228,26,28)",503.0,470.0,505.0,6.560636182902585,93.75,96.25,12.391053092946365,599,11.608333333333334,0.0,273.0,273.0,1.019248,-5.032679738562091,418.0,2.021041,0.010989010989010988,0.012087912087912088,0.011721611721611722,4.166666666666667,1.0958736449617426,1.0000000000001563,1.7887444673306678,0.08253491513343514,14.997941,119.849049,,957,180,288,60.0,120.0
1,2025-11-05 12:51:00.657219,can_tapper35,"rgb(55,126,184)",501.0,468.0,502.0,6.58682634730539,89.50000000000001,92.5,9.798877810729573,754,11.591666666666667,18.0,418.0,400.0,0.734247,-14.656934306569344,20.0,2.234127,0.00375,0.00825,0.004,5.2631578947368425,0.7100904852562002,0.5000000000000782,119.99999999999996,0.15906096804334424,18.09453,72.965208,88.89243,1095,186,303,60.0,120.0
2,2025-11-10 15:58:39.960455,can_tapper35,"rgb(77,175,74)",490.0,446.0,494.0,8.979591836734693,64.50000000000001,73.75000000000003,4.479575324255046,1500,8.365,0.0,284.0,284.0,1.221673,-28.37579617834395,27.0,2.3161,0.012323943661971832,0.015492957746478875,0.013732394366197184,5.833333333333333,0.9499230401043852,1.0000000000001563,3.2620894576029285,0.5696451736301347,59.810683,119.882794,443259.303236,2157,421,399,60.0,120.0
3,2026-03-03 23:47:45.652871,can_tapper35,"rgb(152,78,163)",488.0,438.0,492.0,10.245901639344263,60.29761904761905,68.6666666666667,0.9331026369343134,1500,14.228571428571428,10.5,328.0,317.5,1.19202,-77.06106870229007,28.0,2.28422,0.012598425196850394,0.015748031496062992,0.013858267716535434,13.675213675213675,0.6652001847262848,1.0000000000001563,2.27471676670449,0.6213964824020499,59.941071,49.63917,9791345.692416,1317,257,299,60.0,120.0
4,2026-03-24 16:22:22.757953,can_tapper35,"rgb(255,127,0)",500.0,456.0,503.0,8.799999999999999,88.25000000000001,93.75,2.9232752156300525e-13,1500,17.384999999999998,0.0,292.0,292.0,1.497282,-43.94,16.0,2.090807,0.009931506849315068,0.01506849315068493,0.010958904109589041,9.54356846473029,0.751326661014982,1.0200000000001594,2.0171482422437275,0.6099892013114627,59.985793,119.905654,1787677.105082,2160,387,711,60.0,120.0
5,2026-03-24 17:02:10.728726,can_tapper35,"rgb(255,255,51)",504.0,459.0,507.0,8.928571428571429,95.0,98.75,1.1417516185560745,1500,17.891666666666666,6.5,500.0,493.5,0.752317,-33.82170542635659,57.0,2.257432,0.009118541033434652,0.009118541033434652,0.00972644376899696,5.394190871369295,1.0309366393052208,1.5000000000002345,119.99999999999996,0.383800269348162,59.924019,119.944181,2387.970773,2160,147,207,60.0,120.0
6,2026-03-24 17:24:46.148253,can_tapper35,"rgb(166,86,40)",500.0,454.0,504.0,9.2,88.25000000000001,95.0,2.2471921098628935,1500,20.1,7.0,370.0,363.0,1.091398,-35.587458745874585,10.0,2.092676,0.008539944903581268,0.012672176308539947,0.009641873278236915,5.439330543933054,0.6867804090726214,1.0000000000001563,2.0171482422437275,0.36659811586676294,59.83405,119.898879,1355.419527,2157,362,501,60.0,120.0
7,2026-03-24 17:41:27.409904,can_tapper35,"rgb(247,129,191)",496.0,446.0,499.0,10.080645161290322,78.58333333333337,86.375,2.40800107022232,1500,18.0875,13.5,499.0,485.5,0.682208,-45.600660066006604,148.0,2.185028,0.008032955715756952,0.010298661174047374,0.008650875386199793,5.032822757111598,1.051803858421341,1.260000000000197,2.27471676670449,0.6276976377924309,59.852543,119.980849,1001.261651,2158,395,490,60.0,120.0
8,2026-03-24 18:13:53.550300,can_tapper35,"rgb(153,153,153)",499.0,445.0,500.0,10.821643286573146,85.83333333333334,88.25000000000001,0.5822224809874771,1500,18.19,8.0,315.0,307.0,0.480823,-37.43434343434343,17.0,2.083847,0.01009771986970684,0.01758957654723127,0.010423452768729642,15.254237288135593,1.4219415260306782,1.5000000000002345,2.0171482422437275,0.3616895150630136,59.999427,119.871992,1946.140396,2160,380,462,60.0,120.0
9,2026-04-13 22:51:36.786184,can_tapper35,"rgb(228,26,28)",488.0,436.0,491.0,10.655737704918032,60.29761904761905,66.25000000000003,3.4832282147675406,1500,15.25,0.0,323.0,323.0,1.080551,-82.98257839721255,14.0,2.174556,0.011764705882352941,0.01609907120743034,0.012693498452012385,8.620689655172415,1.4512295561436523,1.0000000000001563,2.892719705486028,0.621050034231261,59.95185,119.905002,1744663.235884,2160,303,472,60.0,120.0
